
BASECOL V1 2021-09

number of temperatures :
12
number of transitions :
55
maximum  initial level value :
11
maximum  final level value :
10
maximum  initial level value :
1
maximum  final level value :
1

order :   initial Level;   final Level;   initial Level;   final Level

                                    5.0           10.0           15.0           20.0           30.0           40.0           50.0           60.0           70.0           80.0           90.0          100.0
    6      2      1      1     4.9118e-11     4.0046e-11     3.5432e-11     3.2421e-11     2.8492e-11     2.5965e-11     2.4201e-11     2.2915e-11     2.1953e-11     2.1222e-11     2.0658e-11     2.0213e-11
    6      3      1      1     7.7552e-11     6.7734e-11     6.3987e-11     6.2019e-11     5.9592e-11     5.7803e-11     5.6335e-11     5.5119e-11     5.4104e-11     5.3245e-11     5.2497e-11     5.1825e-11
    6      4      1      1     9.9848e-11     8.5989e-11     8.1323e-11     8.0104e-11     8.1225e-11     8.3468e-11     8.5601e-11     8.7417e-11     8.8946e-11     9.0246e-11     9.1360e-11     9.2306e-11
    6      5      1      1     1.5365e-10     1.4581e-10     1.4482e-10     1.4656e-10     1.5322e-10     1.6099e-10     1.6844e-10     1.7515e-10     1.8102e-10     1.8610e-10     1.9042e-10     1.9404e-10
    7      1      1      1     1.0349e-11     8.8364e-12     8.0819e-12     7.6061e-12     7.0074e-12     6.6239e-12     6.3411e-12     6.1144e-12     5.9238e-12     5.7591e-12     5.6143e-12     5.4849e-12
    7      2      1      1     3.0033e-11     2.4677e-11     2.1807e-11     1.9991e-11     1.7818e-11     1.6601e-11     1.5864e-11     1.5396e-11     1.5087e-11     1.4872e-11     1.4712e-11     1.4581e-11
    7      3      1      1     5.6510e-11     4.7188e-11     4.1937e-11     3.8374e-11     3.3647e-11     3.0587e-11     2.8443e-11     2.6874e-11     2.5697e-11     2.4800e-11     2.4106e-11     2.3560e-11
    7      4      1      1     8.0319e-11     7.1300e-11     6.7727e-11     6.5772e-11     6.3263e-11     6.1373e-11     5.9808e-11     5.8502e-11     5.7406e-11     5.6473e-11     5.5658e-11     5.4923e-11
    7      5      1      1     1.0049e-10     8.7078e-11     8.2447e-11     8.1275e-11     8.2533e-11     8.4912e-11     8.7158e-11     8.9066e-11     9.0672e-11     9.2038e-11     9.3209e-11     9.4204e-11
    7      6      1      1     1.5024e-10     1.4466e-10     1.4435e-10     1.4639e-10     1.5333e-10     1.6125e-10     1.6881e-10     1.7561e-10     1.8156e-10     1.8671e-10     1.9110e-10     1.9477e-10
    8      1      1      1     8.4943e-12     7.1167e-12     6.3110e-12     5.7643e-12     5.0391e-12     4.5631e-12     4.2200e-12     3.9588e-12     3.7519e-12     3.5828e-12     3.4406e-12     3.3181e-12
    8      2      1      1     2.0866e-11     1.7958e-11     1.6360e-11     1.5316e-11     1.3969e-11     1.3089e-11     1.2434e-11     1.1911e-11     1.1475e-11     1.1104e-11     1.0783e-11     1.0501e-11
    8      3      1      1     3.3223e-11     2.7499e-11     2.4467e-11     2.2571e-11     2.0332e-11     1.9091e-11     1.8344e-11     1.7872e-11     1.7561e-11     1.7345e-11     1.7182e-11     1.7046e-11
    8      4      1      1     6.0116e-11     5.0486e-11     4.4829e-11     4.0971e-11     3.5851e-11     3.2528e-11     3.0193e-11     2.8480e-11     2.7194e-11     2.6213e-11     2.5456e-11     2.4862e-11
    8      5      1      1     8.4937e-11     7.6107e-11     7.2131e-11     6.9758e-11     6.6604e-11     6.4281e-11     6.2417e-11     6.0896e-11     5.9639e-11     5.8582e-11     5.7668e-11     5.6854e-11
    8      6      1      1     9.9088e-11     8.7296e-11     8.3262e-11     8.2394e-11     8.3920e-11     8.6395e-11     8.8681e-11     9.0611e-11     9.2233e-11     9.3614e-11     9.4798e-11     9.5804e-11
    8      7      1      1     1.4619e-10     1.4247e-10     1.4276e-10     1.4511e-10     1.5246e-10     1.6066e-10     1.6845e-10     1.7543e-10     1.8153e-10     1.8681e-10     1.9130e-10     1.9507e-10
    9      1      1      1     4.5349e-12     3.7445e-12     3.3088e-12     3.0261e-12     2.6667e-12     2.4353e-12     2.2658e-12     2.1327e-12     2.0243e-12     1.9343e-12     1.8587e-12     1.7945e-12
    9      2      1      1     1.4951e-11     1.2626e-11     1.1266e-11     1.0349e-11     9.1513e-12     8.3708e-12     7.8044e-12     7.3673e-12     7.0162e-12     6.7250e-12     6.4771e-12     6.2611e-12
    9      3      1      1     2.5122e-11     2.1455e-11     1.9531e-11     1.8289e-11     1.6679e-11     1.5609e-11     1.4804e-11     1.4156e-11     1.3616e-11     1.3157e-11     1.2761e-11     1.2416e-11
    9      4      1      1     3.5196e-11     2.9301e-11     2.6083e-11     2.4060e-11     2.1650e-11     2.0300e-11     1.9482e-11     1.8966e-11     1.8627e-11     1.8395e-11     1.8222e-11     1.8081e-11
    9      5      1      1     6.2460e-11     5.2907e-11     4.6974e-11     4.2839e-11     3.7311e-11     3.3731e-11     3.1226e-11     2.9398e-11     2.8033e-11     2.6996e-11     2.6200e-11     2.5578e-11
    9      6      1      1     8.6988e-11     7.9209e-11     7.5418e-11     7.2993e-11     6.9556e-11     6.6942e-11     6.4840e-11     6.3131e-11     6.1726e-11     6.0549e-11     5.9538e-11     5.8640e-11
    9      7      1      1     9.7598e-11     8.7843e-11     8.4339e-11     8.3646e-11     8.5255e-11     8.7731e-11     9.0010e-11     9.1937e-11     9.3560e-11     9.4945e-11     9.6133e-11     9.7143e-11
    9      8      1      1     1.4224e-10     1.4110e-10     1.4248e-10     1.4545e-10     1.5336e-10     1.6176e-10     1.6959e-10     1.7658e-10     1.8268e-10     1.8794e-10     1.9242e-10     1.9617e-10
   10      1      1      1     2.1994e-12     1.9214e-12     1.7801e-12     1.6903e-12     1.5626e-12     1.4639e-12     1.3819e-12     1.3123e-12     1.2525e-12     1.2007e-12     1.1551e-12     1.1146e-12
   10      2      1      1     8.3769e-12     7.1724e-12     6.5365e-12     6.1117e-12     5.5024e-12     5.0495e-12     4.6887e-12     4.3927e-12     4.1463e-12     3.9397e-12     3.7657e-12     3.6183e-12
   10      3      1      1     1.7848e-11     1.5306e-11     1.3780e-11     1.2725e-11     1.1275e-11     1.0280e-11     9.5414e-12     8.9663e-12     8.5039e-12     8.1220e-12     7.7988e-12     7.5191e-12
   10      4      1      1     2.6002e-11     2.2721e-11     2.0906e-11     1.9685e-11     1.8019e-11     1.6864e-11     1.5980e-11     1.5267e-11     1.4673e-11     1.4169e-11     1.3737e-11     1.3361e-11
   10      5      1      1     3.4709e-11     2.9357e-11     2.6351e-11     2.4421e-11     2.2077e-11     2.0751e-11     1.9951e-11     1.9453e-11     1.9134e-11     1.8921e-11     1.8767e-11     1.8642e-11
   10      6      1      1     6.2516e-11     5.3757e-11     4.8175e-11     4.4186e-11     3.8672e-11     3.4992e-11     3.2376e-11     3.0452e-11     2.9006e-11     2.7906e-11     2.7058e-11     2.6394e-11
   10      7      1      1     8.8276e-11     8.1805e-11     7.8382e-11     7.5994e-11     7.2328e-11     6.9438e-11     6.7104e-11     6.5211e-11     6.3661e-11     6.2367e-11     6.1260e-11     6.0281e-11
   10      8      1      1     9.4840e-11     8.7560e-11     8.5016e-11     8.4730e-11     8.6602e-11     8.9121e-11     9.1390e-11     9.3297e-11     9.4901e-11     9.6270e-11     9.7443e-11     9.8438e-11
   10      9      1      1     1.4042e-10     1.4027e-10     1.4231e-10     1.4567e-10     1.5392e-10     1.6242e-10     1.7030e-10     1.7729e-10     1.8340e-10     1.8866e-10     1.9314e-10     1.9689e-10
   11      1      1      1     1.3021e-12     1.1371e-12     1.0498e-12     9.9310e-13     9.0966e-13     8.4199e-13     7.8373e-13     7.3334e-13     6.9005e-13     6.5316e-13     6.2192e-13     5.9555e-13
   11      2      1      1     4.3564e-12     3.8049e-12     3.4667e-12     3.2437e-12     2.9452e-12     2.7333e-12     2.5656e-12     2.4273e-12     2.3107e-12     2.2108e-12     2.1240e-12     2.0475e-12
   11      3      1      1     9.6809e-12     8.3838e-12     7.5354e-12     6.9607e-12     6.1955e-12     5.6729e-12     5.2735e-12     4.9516e-12     4.6860e-12     4.4645e-12     4.2788e-12     4.1221e-12
   11      4      1      1     1.8263e-11     1.6077e-11     1.4544e-11     1.3435e-11     1.1897e-11     1.0851e-11     1.0081e-11     9.4858e-12     9.0089e-12     8.6160e-12     8.2837e-12     7.9960e-12
   11      5      1      1     2.5823e-11     2.3090e-11     2.1264e-11     1.9989e-11     1.8277e-11     1.7128e-11     1.6265e-11     1.5574e-11     1.5000e-11     1.4514e-11     1.4097e-11     1.3734e-11
   11      6      1      1     3.3787e-11     2.9307e-11     2.6494e-11     2.4627e-11     2.2331e-11     2.1034e-11     2.0262e-11     1.9791e-11     1.9498e-11     1.9307e-11     1.9173e-11     1.9066e-11
   11      7      1      1     6.2335e-11     5.4104e-11     4.8429e-11     4.4321e-11     3.8710e-11     3.5031e-11     3.2445e-11     3.0556e-11     2.9144e-11     2.8074e-11     2.7252e-11     2.6612e-11
   11      8      1      1     8.9865e-11     8.3739e-11     8.0093e-11     7.7459e-11     7.3486e-11     7.0455e-11     6.8056e-11     6.6133e-11     6.4567e-11     6.3265e-11     6.2151e-11     6.1166e-11
   11      9      1      1     9.3560e-11     8.7056e-11     8.4975e-11     8.4986e-11     8.7192e-11     8.9872e-11     9.2226e-11     9.4183e-11     9.5819e-11     9.7209e-11     9.8395e-11     9.9397e-11
   11     10      1      1     1.3868e-10     1.3806e-10     1.3981e-10     1.4313e-10     1.5169e-10     1.6060e-10     1.6883e-10     1.7612e-10     1.8246e-10     1.8791e-10     1.9255e-10     1.9641e-10
