R,theta_1,E
11.0,150.0,-0.818673
11.0,180.0,-0.92325
11.5,0.0,-0.802429
11.5,30.0,-0.722149
11.5,60.0,-0.563574
11.5,90.0,-0.485226
11.5,120.0,-0.56357
11.5,150.0,-0.722141
11.5,180.0,-0.802428
12.0,0.0,-0.714649
12.0,30.0,-0.65077
12.0,60.0,-0.523824
12.0,90.0,-0.460721
12.0,120.0,-0.523824
12.0,150.0,-0.650776
12.0,180.0,-0.714646
12.5,0.0,-0.643963
12.5,30.0,-0.592623
12.5,60.0,-0.489928
12.5,90.0,-0.438562
12.5,120.0,-0.489927
12.5,150.0,-0.592623
12.5,180.0,-0.643974
13.0,0.0,-0.586037
13.0,30.0,-0.544416
13.0,60.0,-0.460575
13.0,90.0,-0.418373
13.0,120.0,-0.46058
13.0,150.0,-0.544412
13.0,180.0,-0.586037
13.5,0.0,-0.537814
13.5,30.0,-0.503791
13.5,60.0,-0.434816
13.5,90.0,-0.399804
13.5,120.0,-0.43481
13.5,150.0,-0.503789
13.5,180.0,-0.537814
14.0,0.0,-0.497121
14.0,30.0,-0.469146
14.0,60.0,-0.411937
14.0,90.0,-0.382702
14.0,120.0,-0.411936
14.0,150.0,-0.469148
14.0,180.0,-0.497113
14.5,0.0,-0.462351
14.5,30.0,-0.439193
14.5,60.0,-0.391454
14.5,90.0,-0.366819
14.5,120.0,-0.39145
14.5,150.0,-0.439192
14.5,180.0,-0.462349
15.0,0.0,-0.432319
15.0,30.0,-0.413078
15.0,60.0,-0.372947
15.0,90.0,-0.352074
15.0,120.0,-0.372951
15.0,150.0,-0.413073
15.0,180.0,-0.432316
16.0,0.0,-0.383023
16.0,30.0,-0.369554
16.0,60.0,-0.340729
16.0,90.0,-0.325381
16.0,120.0,-0.340729
16.0,150.0,-0.369555
16.0,180.0,-0.383025
17.0,0.0,-0.344214
17.0,30.0,-0.33463
17.0,60.0,-0.313492
17.0,90.0,-0.301928
17.0,120.0,-0.31349
17.0,150.0,-0.334635
17.0,180.0,-0.344213
18.0,0.0,-0.312711
18.0,30.0,-0.305846
18.0,60.0,-0.290048
18.0,90.0,-0.281131
18.0,120.0,-0.290049
18.0,150.0,-0.305848
18.0,180.0,-0.312712
19.0,0.0,-0.286545
19.0,30.0,-0.281605
19.0,60.0,-0.269617
19.0,90.0,-0.262556
19.0,120.0,-0.269617
19.0,150.0,-0.281605
19.0,180.0,-0.286542
20.0,0.0,-0.26436
20.0,30.0,-0.260825
20.0,60.0,-0.251585
20.0,90.0,-0.245892
20.0,120.0,-0.251589
20.0,150.0,-0.260823
20.0,180.0,-0.264357
21.0,0.0,-0.244406
21.0,30.0,-0.242341
21.0,60.0,-0.235982
21.0,90.0,-0.23083
21.0,120.0,-0.235989
21.0,150.0,-0.242343
21.0,180.0,-0.244402
22.0,0.0,-0.228253
22.0,30.0,-0.226823
22.0,60.0,-0.221757
22.0,90.0,-0.218142
22.0,120.0,-0.221752
22.0,150.0,-0.22683
22.0,180.0,-0.228257
23.0,0.0,-0.213591
23.0,30.0,-0.212653
23.0,60.0,-0.208601
23.0,90.0,-0.205472
23.0,120.0,-0.208602
23.0,150.0,-0.212654
23.0,180.0,-0.21359
24.0,0.0,-0.200507
24.0,30.0,-0.199956
24.0,60.0,-0.19667
24.0,90.0,-0.193935
24.0,120.0,-0.196672
24.0,150.0,-0.199957
24.0,180.0,-0.200507
25.0,0.0,-0.188737
25.0,30.0,-0.188492
25.0,60.0,-0.185813
25.0,90.0,-0.183355
25.0,120.0,-0.185805
25.0,150.0,-0.188489
25.0,180.0,-0.188742
50.0,0.0,-0.059909
50.0,30.0,-0.06097
50.0,60.0,-0.060879
50.0,90.0,-0.059736
50.0,120.0,-0.06088
50.0,150.0,-0.060971
50.0,180.0,-0.059902
100.0,0.0,-0.0
100.0,30.0,-0.001111
100.0,60.0,-0.00111
100.0,90.0,1e-06
100.0,120.0,-0.001105
100.0,150.0,-0.001115
100.0,180.0,4e-06
