R,theta_2,E
6.2,0.0,-7.935861
6.2,30.0,-7.074344
6.2,60.0,-5.452544
6.2,90.0,-4.668406
6.4,0.0,-6.850457
6.4,30.0,-6.074646
6.4,60.0,-4.608404
6.4,90.0,-3.898806
6.6,0.0,-5.950297
6.6,30.0,-5.253157
6.6,60.0,-3.93405
6.6,90.0,-3.295371
6.8,0.0,-5.190525
6.8,30.0,-4.568433
6.8,60.0,-3.391073
6.8,90.0,-2.821154
7.0,0.0,-4.540192
7.0,30.0,-3.990625
7.0,60.0,-2.949793
7.0,90.0,-2.44625
7.2,0.0,-3.979853
7.2,30.0,-3.499506
7.2,60.0,-2.587828
7.2,90.0,-2.146994
7.4,0.0,-3.497857
7.4,30.0,-3.081635
7.4,60.0,-2.282718
7.4,90.0,-1.905176
7.6,0.0,-3.085989
7.6,30.0,-2.727174
7.6,60.0,-2.035824
7.6,90.0,-1.707303
7.8,0.0,-2.736513
7.8,30.0,-2.427381
7.8,60.0,-1.829121
7.8,90.0,-1.543555
8.0,0.0,-2.440968
8.0,30.0,-2.173949
8.0,60.0,-1.655124
8.0,90.0,-1.406676
8.2,0.0,-2.190606
8.2,30.0,-1.958951
8.2,60.0,-1.507702
8.2,90.0,-1.291237
8.4,0.0,-1.977251
8.4,30.0,-1.775329
8.4,60.0,-1.381877
8.4,90.0,-1.193042
8.6,0.0,-1.793966
8.6,30.0,-1.617399
8.6,60.0,-1.273645
8.6,90.0,-1.108794
8.8,0.0,-1.635368
8.8,30.0,-1.480554
8.8,60.0,-1.179887
8.8,90.0,-1.035887
9.0,0.0,-1.497322
9.0,30.0,-1.361395
9.0,60.0,-1.098109
9.0,90.0,-0.972222
9.5,0.0,-1.223336
9.5,30.0,-1.124411
9.5,60.0,-0.934389
9.5,90.0,-0.843852
10.0,0.0,-1.025536
10.0,30.0,-0.952382
10.0,60.0,-0.81326
10.0,90.0,-0.742354
10.5,0.0,-0.880452
10.5,30.0,-0.820011
10.5,60.0,-0.721457
10.5,90.0,-0.669331
11.0,0.0,-0.771409
11.0,30.0,-0.725326
11.0,60.0,-0.649997
11.0,90.0,-0.611113
11.5,0.0,-0.680592
11.5,30.0,-0.651369
11.5,60.0,-0.592905
11.5,90.0,-0.563574
12.0,0.0,-0.61575
12.0,30.0,-0.592076
12.0,60.0,-0.546133
12.0,90.0,-0.523824
12.5,0.0,-0.562967
12.5,30.0,-0.543496
12.5,60.0,-0.506993
12.5,90.0,-0.489928
13.0,0.0,-0.519153
13.0,30.0,-0.50292
13.0,60.0,-0.473647
13.0,90.0,-0.460575
13.5,0.0,-0.482216
13.5,30.0,-0.468534
13.5,60.0,-0.444818
13.5,90.0,-0.434816
14.0,0.0,-0.450605
14.0,30.0,-0.438887
14.0,60.0,-0.419575
14.0,90.0,-0.411937
14.5,0.0,-0.423238
14.5,30.0,-0.413116
14.5,60.0,-0.397213
14.5,90.0,-0.391454
15.0,0.0,-0.399251
15.0,30.0,-0.390419
15.0,60.0,-0.377258
15.0,90.0,-0.372947
16.0,0.0,-0.359103
16.0,30.0,-0.352106
16.0,60.0,-0.342933
16.0,90.0,-0.340729
17.0,0.0,-0.326617
17.0,30.0,-0.320874
17.0,60.0,-0.314297
17.0,90.0,-0.313492
18.0,0.0,-0.299653
18.0,30.0,-0.294722
18.0,60.0,-0.289943
18.0,90.0,-0.290048
19.0,0.0,-0.276738
19.0,30.0,-0.272403
19.0,60.0,-0.268839
19.0,90.0,-0.269617
20.0,0.0,-0.256947
20.0,30.0,-0.253035
20.0,60.0,-0.250356
20.0,90.0,-0.251585
21.0,0.0,-0.239064
21.0,30.0,-0.235721
21.0,60.0,-0.234136
21.0,90.0,-0.235982
22.0,0.0,-0.223367
22.0,30.0,-0.220389
22.0,60.0,-0.219591
22.0,90.0,-0.221757
23.0,0.0,-0.209902
23.0,30.0,-0.206996
23.0,60.0,-0.206343
23.0,90.0,-0.208601
24.0,0.0,-0.19773
24.0,30.0,-0.194885
24.0,60.0,-0.194339
24.0,90.0,-0.19667
25.0,0.0,-0.186671
25.0,30.0,-0.183869
25.0,60.0,-0.18344
25.0,90.0,-0.185813
50.0,0.0,-0.060912
50.0,30.0,-0.058307
50.0,60.0,-0.058284
50.0,90.0,-0.060879
100.0,0.0,-0.001113
100.0,30.0,0.001492
100.0,60.0,0.001494
100.0,90.0,-0.00111
