R,theta_1,E
3.8,120.0,-25.443486
3.8,150.0,22.272734
3.8,180.0,3.636182
3.9,0.0,-7.556504
3.9,30.0,-56.537646
3.9,60.0,-82.09305
3.9,90.0,-70.333744
3.9,120.0,-29.37509
3.9,150.0,9.152937
3.9,180.0,-7.556509
4.0,0.0,-14.100688
4.0,30.0,-56.162595
4.0,60.0,-77.187803
4.0,90.0,-65.681435
4.0,120.0,-30.642762
4.0,150.0,0.633734
4.0,180.0,-14.100695
4.1,0.0,-17.461909
4.1,30.0,-54.012499
4.1,60.0,-71.51397
4.1,90.0,-60.568116
4.1,120.0,-30.234289
4.1,150.0,-4.104304
4.1,180.0,-17.461911
4.2,0.0,-18.731505
4.2,30.0,-50.687059
4.2,60.0,-65.585012
4.2,90.0,-55.358701
4.2,120.0,-28.832488
4.2,150.0,-6.677714
4.2,180.0,-18.731512
4.3,0.0,-18.691197
4.3,30.0,-46.793408
4.3,60.0,-59.723801
4.3,90.0,-50.272596
4.3,120.0,-26.892733
4.3,150.0,-7.845119
4.3,180.0,-18.691201
4.4,0.0,-17.881672
4.4,30.0,-42.731154
4.4,60.0,-54.120413
4.4,90.0,-45.437317
4.4,120.0,-24.708341
4.4,150.0,-8.141481
4.4,180.0,-17.881679
4.5,0.0,-16.971835
4.5,30.0,-38.746466
4.5,60.0,-48.877367
4.5,90.0,-40.923253
4.5,120.0,-22.462604
4.5,150.0,-7.928255
4.5,180.0,-16.971829
4.6,0.0,-15.518856
4.6,30.0,-35.320163
4.6,60.0,-44.042767
4.6,90.0,-36.764972
4.6,120.0,-20.268361
4.6,150.0,-7.438893
4.6,180.0,-15.518859
4.7,0.0,-14.046925
4.7,30.0,-31.79229
4.7,60.0,-39.631541
4.7,90.0,-32.974588
4.7,120.0,-18.190897
4.7,150.0,-6.818654
4.7,180.0,-14.046919
4.8,0.0,-12.635855
4.8,30.0,-28.575987
4.8,60.0,-35.639154
4.8,90.0,-29.550085
4.8,120.0,-16.269491
4.8,150.0,-6.155672
4.8,180.0,-12.63586
4.9,0.0,-11.327654
4.9,30.0,-25.673653
4.9,60.0,-32.049172
4.9,90.0,-26.480682
4.9,120.0,-14.522691
4.9,150.0,-5.502425
4.9,180.0,-11.327654
5.0,0.0,-10.140618
5.0,30.0,-23.073163
5.0,60.0,-28.838395
5.0,90.0,-23.749537
5.0,120.0,-12.95551
5.0,150.0,-4.888937
5.0,180.0,-10.140626
5.1,0.0,-9.078617
5.1,30.0,-20.754231
5.1,60.0,-25.979693
5.1,90.0,-21.334995
5.1,120.0,-11.564505
5.1,150.0,-4.327262
5.1,180.0,-9.078612
5.2,0.0,-8.137054
5.2,30.0,-18.692463
5.2,60.0,-23.443769
5.2,90.0,-19.21102
5.2,120.0,-10.340694
5.2,150.0,-3.832425
5.2,180.0,-8.137051
5.3,0.0,-7.306564
5.3,30.0,-16.86211
5.3,60.0,-21.200279
5.3,90.0,-17.348387
5.3,120.0,-9.271458
5.3,150.0,-3.394026
5.3,180.0,-7.306566
5.4,0.0,-6.576128
5.4,30.0,-15.238231
5.4,60.0,-19.218567
5.4,90.0,-15.716135
5.4,120.0,-8.341926
5.4,150.0,-3.011498
5.4,180.0,-6.576133
5.5,0.0,-5.932442
5.5,30.0,-13.797742
5.5,60.0,-17.468463
5.5,90.0,-14.283683
5.5,120.0,-7.536038
5.5,150.0,-2.679786
5.5,180.0,-5.932439
5.6,0.0,-5.365366
5.6,30.0,-12.520004
5.6,60.0,-15.921165
5.6,90.0,-13.022612
5.6,120.0,-6.83739
5.6,150.0,-2.393661
5.6,180.0,-5.365377
5.7,0.0,-4.864615
5.7,30.0,-11.386556
5.7,60.0,-14.549996
5.7,90.0,-11.908046
5.7,120.0,-6.230316
5.7,150.0,-2.148079
5.7,180.0,-4.864623
5.8,0.0,-4.421356
5.8,30.0,-10.375404
5.8,60.0,-13.331225
5.8,90.0,-10.919005
5.8,120.0,-5.700537
5.8,150.0,-1.938133
5.8,180.0,-4.421353
5.9,0.0,-4.028073
5.9,30.0,-9.484747
5.9,60.0,-12.244158
5.9,90.0,-10.038204
5.9,120.0,-5.235738
5.9,150.0,-1.758929
5.9,180.0,-4.028073
6.0,0.0,-3.678427
6.0,30.0,-8.687228
6.0,60.0,-11.271384
6.0,90.0,-9.251494
6.0,120.0,-4.825741
6.0,150.0,-1.605734
6.0,180.0,-3.678425
6.2,0.0,-3.088898
6.2,30.0,-7.337012
6.2,60.0,-9.611931
6.2,90.0,-7.914167
6.2,120.0,-4.138467
6.2,150.0,-1.36053
6.2,180.0,-3.088889
6.4,0.0,-2.617241
6.4,30.0,-6.247282
6.4,60.0,-8.259742
6.4,90.0,-6.828108
6.4,120.0,-3.588625
6.4,150.0,-1.174534
6.4,180.0,-2.617249
6.6,0.0,-2.23657
6.6,30.0,-5.358325
6.6,60.0,-7.145343
6.6,90.0,-5.931038
6.6,120.0,-3.140279
6.6,150.0,-1.029331
6.6,180.0,-2.236568
6.8,0.0,-1.926607
6.8,30.0,-4.62678
6.8,60.0,-6.216149
6.8,90.0,-5.176446
6.8,120.0,-2.766776
6.8,150.0,-0.913504
6.8,180.0,-1.926602
7.0,0.0,-1.672433
7.0,30.0,-4.020116
7.0,60.0,-5.427782
7.0,90.0,-4.533589
7.0,120.0,-2.449415
7.0,150.0,-0.819364
7.0,180.0,-1.67243
7.2,0.0,-1.463081
7.2,30.0,-3.513403
7.2,60.0,-4.766863
7.2,90.0,-3.984202
7.2,120.0,-2.177111
7.2,150.0,-0.741639
7.2,180.0,-1.463075
7.4,0.0,-1.290257
7.4,30.0,-3.087515
7.4,60.0,-4.205118
7.4,90.0,-3.516622
7.4,120.0,-1.943765
7.4,150.0,-0.6767
7.4,180.0,-1.290258
7.6,0.0,-1.147494
7.6,30.0,-2.727883
7.6,60.0,-3.728262
7.6,90.0,-3.121033
7.6,120.0,-1.745711
7.6,150.0,-0.622368
7.6,180.0,-1.147485
7.8,0.0,-1.029566
7.8,30.0,-2.423348
7.8,60.0,-3.323916
7.8,90.0,-2.787313
7.8,120.0,-1.579216
7.8,150.0,-0.577355
7.8,180.0,-1.029568
8.0,0.0,-0.932168
8.0,30.0,-2.165046
8.0,60.0,-2.980647
8.0,90.0,-2.505195
8.0,120.0,-1.440078
8.0,150.0,-0.540688
8.0,180.0,-0.932162
8.2,0.0,-0.851632
8.2,30.0,-1.945561
8.2,60.0,-2.688082
8.2,90.0,-2.265138
8.2,120.0,-1.323639
8.2,150.0,-0.511339
8.2,180.0,-0.851623
8.4,0.0,-0.784848
8.4,30.0,-1.758486
8.4,60.0,-2.437241
8.4,90.0,-2.059151
8.4,120.0,-1.225391
8.4,150.0,-0.488147
8.4,180.0,-0.784842
8.6,0.0,-0.729144
8.6,30.0,-1.598421
8.6,60.0,-2.220783
8.6,90.0,-1.880997
8.6,120.0,-1.141663
8.6,150.0,-0.469828
8.6,180.0,-0.729138
8.8,0.0,-0.682207
8.8,30.0,-1.460672
8.8,60.0,-2.032904
8.8,90.0,-1.726006
8.8,120.0,-1.069541
8.8,150.0,-0.455167
8.8,180.0,-0.682216
9.0,0.0,-0.642274
9.0,30.0,-1.341379
9.0,60.0,-1.86908
9.0,90.0,-1.590652
9.0,120.0,-1.006958
9.0,150.0,-0.443179
9.0,180.0,-0.642277
9.5,0.0,-0.564549
9.5,30.0,-1.105501
9.5,60.0,-1.542879
9.5,90.0,-1.320974
9.5,120.0,-0.882995
9.5,150.0,-0.420804
9.5,180.0,-0.564555
10.0,0.0,-0.509174
10.0,30.0,-0.934854
10.0,60.0,-1.305566
10.0,90.0,-1.1248
10.0,120.0,-0.793609
10.0,150.0,-0.405613
10.0,180.0,-0.509172
10.5,0.0,-0.469539
10.5,30.0,-0.809564
10.5,60.0,-1.129831
10.5,90.0,-0.978941
10.5,120.0,-0.727743
10.5,150.0,-0.395331
10.5,180.0,-0.469529
11.0,0.0,-0.440733
11.0,30.0,-0.711266
11.0,60.0,-0.996776
11.0,90.0,-0.862393
11.0,120.0,-0.677524
11.0,150.0,-0.388063
11.0,180.0,-0.440735
11.5,0.0,-0.418799
11.5,30.0,-0.64104
11.5,60.0,-0.893687
11.5,90.0,-0.776833
11.5,120.0,-0.637563
11.5,150.0,-0.381916
11.5,180.0,-0.418796
12.0,0.0,-0.400893
12.0,30.0,-0.585475
12.0,60.0,-0.811998
12.0,90.0,-0.708126
12.0,120.0,-0.604574
12.0,150.0,-0.375756
12.0,180.0,-0.400897
12.5,0.0,-0.379899
12.5,30.0,-0.540313
12.5,60.0,-0.745968
12.5,90.0,-0.651889
12.5,120.0,-0.571117
12.5,150.0,-0.369101
12.5,180.0,-0.379893
13.0,0.0,-0.36747
13.0,30.0,-0.502764
13.0,60.0,-0.691745
13.0,90.0,-0.605111
13.0,120.0,-0.548384
13.0,150.0,-0.356515
13.0,180.0,-0.367475
13.5,0.0,-0.355587
13.5,30.0,-0.470962
13.5,60.0,-0.646486
13.5,90.0,-0.565665
13.5,120.0,-0.528053
13.5,150.0,-0.350308
13.5,180.0,-0.35559
14.0,0.0,-0.344169
14.0,30.0,-0.443579
14.0,60.0,-0.608192
14.0,90.0,-0.531905
14.0,120.0,-0.509661
14.0,150.0,-0.343308
14.0,180.0,-0.344172
14.5,0.0,-0.333153
14.5,30.0,-0.419696
14.5,60.0,-0.575421
14.5,90.0,-0.502715
14.5,120.0,-0.49288
14.5,150.0,-0.335807
14.5,180.0,-0.333158
15.0,0.0,-0.322493
15.0,30.0,-0.398603
15.0,60.0,-0.547012
15.0,90.0,-0.477206
15.0,120.0,-0.477477
15.0,150.0,-0.327989
15.0,180.0,-0.322494
16.0,0.0,-0.302316
16.0,30.0,-0.362837
16.0,60.0,-0.500266
16.0,90.0,-0.434619
16.0,120.0,-0.450023
16.0,150.0,-0.311918
16.0,180.0,-0.302317
17.0,0.0,-0.283623
17.0,30.0,-0.333449
17.0,60.0,-0.463205
17.0,90.0,-0.400366
17.0,120.0,-0.42619
17.0,150.0,-0.295989
17.0,180.0,-0.28362
18.0,0.0,-0.266346
18.0,30.0,-0.308657
18.0,60.0,-0.432987
18.0,90.0,-0.372061
18.0,120.0,-0.405219
18.0,150.0,-0.280602
18.0,180.0,-0.266347
19.0,0.0,-0.250422
19.0,30.0,-0.287356
19.0,60.0,-0.407753
19.0,90.0,-0.348189
19.0,120.0,-0.386584
19.0,150.0,-0.26598
19.0,180.0,-0.250416
20.0,0.0,-0.235732
20.0,30.0,-0.268762
20.0,60.0,-0.386291
20.0,90.0,-0.327664
20.0,120.0,-0.369907
20.0,150.0,-0.252264
20.0,180.0,-0.235737
21.0,0.0,-0.220663
21.0,30.0,-0.251227
21.0,60.0,-0.367335
21.0,90.0,-0.309183
21.0,120.0,-0.354572
21.0,150.0,-0.238339
21.0,180.0,-0.22066
22.0,0.0,-0.208163
22.0,30.0,-0.236451
22.0,60.0,-0.350867
22.0,90.0,-0.293809
22.0,120.0,-0.340717
22.0,150.0,-0.226229
22.0,180.0,-0.208169
23.0,0.0,-0.197016
23.0,30.0,-0.223557
23.0,60.0,-0.336574
23.0,90.0,-0.279837
23.0,120.0,-0.328455
23.0,150.0,-0.215395
23.0,180.0,-0.197015
24.0,0.0,-0.186617
24.0,30.0,-0.211834
24.0,60.0,-0.323768
24.0,90.0,-0.267277
24.0,120.0,-0.317223
24.0,150.0,-0.205221
24.0,180.0,-0.186617
25.0,0.0,-0.176937
25.0,30.0,-0.201128
25.0,60.0,-0.312237
25.0,90.0,-0.255925
25.0,120.0,-0.306864
25.0,150.0,-0.195734
25.0,180.0,-0.176944
50.0,0.0,-0.057016
50.0,30.0,-0.076809
50.0,60.0,-0.184343
50.0,90.0,-0.128868
50.0,120.0,-0.184172
50.0,150.0,-0.076623
50.0,180.0,-0.057016
100.0,0.0,0.002613
100.0,30.0,-0.017045
100.0,60.0,-0.124483
100.0,90.0,-0.069018
100.0,120.0,-0.124472
100.0,150.0,-0.017036
100.0,180.0,0.002615
