R,phi,E
17.0,60.0,-0.345206
17.0,90.0,-0.326617
18.0,0.0,-0.37015
18.0,30.0,-0.425612
18.0,60.0,-0.318202
18.0,90.0,-0.299653
19.0,0.0,-0.347256
19.0,30.0,-0.402706
19.0,60.0,-0.295299
19.0,90.0,-0.276738
20.0,0.0,-0.327471
20.0,30.0,-0.38293
20.0,60.0,-0.275508
20.0,90.0,-0.256947
21.0,0.0,-0.309602
21.0,30.0,-0.365042
21.0,60.0,-0.257628
21.0,90.0,-0.239064
22.0,0.0,-0.293896
22.0,30.0,-0.349334
22.0,60.0,-0.241919
22.0,90.0,-0.223367
23.0,0.0,-0.28043
23.0,30.0,-0.335869
23.0,60.0,-0.22846
23.0,90.0,-0.209902
24.0,0.0,-0.268253
24.0,30.0,-0.323707
24.0,60.0,-0.216304
24.0,90.0,-0.19773
25.0,0.0,-0.257194
25.0,30.0,-0.312635
25.0,60.0,-0.205229
25.0,90.0,-0.186671
50.0,0.0,-0.131423
50.0,30.0,-0.186888
50.0,60.0,-0.079459
50.0,90.0,-0.060912
100.0,0.0,-0.071635
100.0,30.0,-0.127084
100.0,60.0,-0.019667
100.0,90.0,-0.001113
