R,theta_2,E
7.2,60.0,-3.548158
7.2,90.0,-1.43618
7.4,0.0,-3.568313
7.4,30.0,-4.282864
7.4,60.0,-3.137933
7.4,90.0,-1.294925
7.6,0.0,-3.156446
7.6,30.0,-3.783236
7.6,60.0,-2.794671
7.6,90.0,-1.182401
7.8,0.0,-2.806973
7.8,30.0,-3.366291
7.8,60.0,-2.505776
7.8,90.0,-1.091383
8.0,0.0,-2.511446
8.0,30.0,-3.012023
8.0,60.0,-2.261205
8.0,90.0,-1.016791
8.2,0.0,-2.261086
8.2,30.0,-2.709871
8.2,60.0,-2.052917
8.2,90.0,-0.954922
8.4,0.0,-2.047735
8.4,30.0,-2.450652
8.4,60.0,-1.874318
8.4,90.0,-0.90299
8.6,0.0,-1.864453
8.6,30.0,-2.226842
8.6,60.0,-1.720225
8.6,90.0,-0.858817
8.8,0.0,-1.705844
8.8,30.0,-2.032528
8.8,60.0,-1.586448
8.8,90.0,-0.820707
9.0,0.0,-1.567804
9.0,30.0,-1.863045
9.0,60.0,-1.469683
9.0,90.0,-0.787433
9.5,0.0,-1.293815
9.5,30.0,-1.525444
9.5,60.0,-1.235985
9.5,90.0,-0.719509
10.0,0.0,-1.096041
10.0,30.0,-1.279726
10.0,60.0,-1.063504
10.0,90.0,-0.662319
10.5,0.0,-0.950963
10.5,30.0,-1.097688
10.5,60.0,-0.933364
10.5,90.0,-0.62181
11.0,0.0,-0.841933
11.0,30.0,-0.959922
11.0,60.0,-0.832899
11.0,90.0,-0.58809
11.5,0.0,-0.751102
11.5,30.0,-0.85317
11.5,60.0,-0.748646
11.5,90.0,-0.559157
12.0,0.0,-0.686264
12.0,30.0,-0.768648
12.0,60.0,-0.686222
12.0,90.0,-0.533773
12.5,0.0,-0.633482
12.5,30.0,-0.700427
12.5,60.0,-0.634724
12.5,90.0,-0.511065
13.0,0.0,-0.589651
13.0,30.0,-0.644429
13.0,60.0,-0.591544
13.0,90.0,-0.490514
13.5,0.0,-0.552723
13.5,30.0,-0.597787
13.5,60.0,-0.554831
13.5,90.0,-0.471718
14.0,0.0,-0.521117
14.0,30.0,-0.558389
14.0,60.0,-0.523197
14.0,90.0,-0.454432
14.5,0.0,-0.493746
14.5,30.0,-0.524717
14.5,60.0,-0.495663
14.5,90.0,-0.438469
15.0,0.0,-0.469784
15.0,30.0,-0.495594
15.0,60.0,-0.471434
15.0,90.0,-0.423624
16.0,0.0,-0.429624
16.0,30.0,-0.447711
16.0,60.0,-0.430692
16.0,90.0,-0.39688
17.0,0.0,-0.397172
17.0,30.0,-0.409915
17.0,60.0,-0.397624
17.0,90.0,-0.373402
18.0,0.0,-0.37015
18.0,30.0,-0.379155
18.0,60.0,-0.37011
18.0,90.0,-0.3526
19.0,0.0,-0.347256
19.0,30.0,-0.353523
19.0,60.0,-0.346768
19.0,90.0,-0.334054
20.0,0.0,-0.327471
20.0,30.0,-0.33178
20.0,60.0,-0.326624
20.0,90.0,-0.317393
21.0,0.0,-0.309602
21.0,30.0,-0.312629
21.0,60.0,-0.309133
21.0,90.0,-0.302831
22.0,0.0,-0.293896
22.0,30.0,-0.295997
22.0,60.0,-0.293681
22.0,90.0,-0.289358
23.0,0.0,-0.28043
23.0,30.0,-0.281597
23.0,60.0,-0.279736
23.0,90.0,-0.276789
24.0,0.0,-0.268253
24.0,30.0,-0.268692
24.0,60.0,-0.26721
24.0,90.0,-0.265304
25.0,0.0,-0.257194
25.0,30.0,-0.257072
25.0,60.0,-0.255844
25.0,90.0,-0.2548
50.0,0.0,-0.131423
50.0,30.0,-0.128911
50.0,60.0,-0.128854
50.0,90.0,-0.131339
100.0,0.0,-0.071635
100.0,30.0,-0.069032
100.0,60.0,-0.069029
100.0,90.0,-0.071634
