R,theta_2,E
8.4,0.0,-2.103129
8.4,30.0,-2.437241
8.4,60.0,-1.90512
8.4,90.0,-1.048635
8.6,0.0,-1.919861
8.6,30.0,-2.220783
8.6,60.0,-1.753597
8.6,90.0,-0.994437
8.8,0.0,-1.761264
8.8,30.0,-2.032904
8.8,60.0,-1.622098
8.8,90.0,-0.947615
9.0,0.0,-1.623219
9.0,30.0,-1.86908
9.0,60.0,-1.507306
9.0,90.0,-0.90672
9.5,0.0,-1.349265
9.5,30.0,-1.542879
9.5,60.0,-1.277593
9.5,90.0,-0.823706
10.0,0.0,-1.151463
10.0,30.0,-1.305566
10.0,60.0,-1.10809
10.0,90.0,-0.755389
10.5,0.0,-1.00639
10.5,30.0,-1.129831
10.5,60.0,-0.980173
10.5,90.0,-0.706775
11.0,0.0,-0.897358
11.0,30.0,-0.996776
11.0,60.0,-0.87584
11.0,90.0,-0.666924
11.5,0.0,-0.80655
11.5,30.0,-0.893687
11.5,60.0,-0.799653
11.5,90.0,-0.633376
12.0,0.0,-0.741716
12.0,30.0,-0.811998
12.0,60.0,-0.737953
12.0,90.0,-0.604371
12.5,0.0,-0.688922
12.5,30.0,-0.745968
12.5,60.0,-0.687046
12.5,90.0,-0.57887
13.0,0.0,-0.645091
13.0,30.0,-0.691745
13.0,60.0,-0.644359
13.0,90.0,-0.556131
13.5,0.0,-0.608158
13.5,30.0,-0.646486
13.5,60.0,-0.60806
13.5,90.0,-0.535549
14.0,0.0,-0.57657
14.0,30.0,-0.608192
14.0,60.0,-0.576761
14.0,90.0,-0.516904
14.5,0.0,-0.549203
14.5,30.0,-0.575421
14.5,60.0,-0.549506
14.5,90.0,-0.499779
15.0,0.0,-0.525226
15.0,30.0,-0.547012
15.0,60.0,-0.525512
15.0,90.0,-0.484039
16.0,0.0,-0.485072
16.0,30.0,-0.500266
16.0,60.0,-0.485101
16.0,90.0,-0.455924
17.0,0.0,-0.452603
17.0,30.0,-0.463205
17.0,60.0,-0.452309
17.0,90.0,-0.431504
18.0,0.0,-0.425612
18.0,30.0,-0.432987
18.0,60.0,-0.424985
18.0,90.0,-0.410058
19.0,0.0,-0.402706
19.0,30.0,-0.407753
19.0,60.0,-0.401763
19.0,90.0,-0.39103
20.0,0.0,-0.38293
20.0,30.0,-0.386291
20.0,60.0,-0.381722
20.0,90.0,-0.374039
21.0,0.0,-0.365042
21.0,30.0,-0.367335
21.0,60.0,-0.364298
21.0,90.0,-0.359195
22.0,0.0,-0.349334
22.0,30.0,-0.350867
22.0,60.0,-0.348936
22.0,90.0,-0.345539
23.0,0.0,-0.335869
23.0,30.0,-0.336574
23.0,60.0,-0.334997
23.0,90.0,-0.332823
24.0,0.0,-0.323707
24.0,30.0,-0.323768
24.0,60.0,-0.322505
24.0,90.0,-0.321249
25.0,0.0,-0.312635
25.0,30.0,-0.312237
25.0,60.0,-0.311166
25.0,90.0,-0.31062
50.0,0.0,-0.186888
50.0,30.0,-0.184343
50.0,60.0,-0.184305
50.0,90.0,-0.186807
100.0,0.0,-0.127084
100.0,30.0,-0.124483
100.0,60.0,-0.124475
100.0,90.0,-0.127079
