R	0	30	60	90	120	150	180
7.0	-1.672433	-4.020116	-5.427782	-4.533589	-2.449415	-0.819364	-1.67243
7.2	-1.463081	-3.513403	-4.766863	-3.984202	-2.177111	-0.741639	-1.463075
7.4	-1.290257	-3.087515	-4.205118	-3.516622	-1.943765	-0.6767	-1.290258
7.6	-1.147494	-2.727883	-3.728262	-3.121033	-1.745711	-0.622368	-1.147485
7.8	-1.029566	-2.423348	-3.323916	-2.787313	-1.579216	-0.577355	-1.029568
8.0	-0.932168	-2.165046	-2.980647	-2.505195	-1.440078	-0.540688	-0.932162
8.2	-0.851632	-1.945561	-2.688082	-2.265138	-1.323639	-0.511339	-0.851623
8.4	-0.784848	-1.758486	-2.437241	-2.059151	-1.225391	-0.488147	-0.784842
8.6	-0.729144	-1.598421	-2.220783	-1.880997	-1.141663	-0.469828	-0.729138
8.8	-0.682207	-1.460672	-2.032904	-1.726006	-1.069541	-0.455167	-0.682216
9.0	-0.642274	-1.341379	-1.86908	-1.590652	-1.006958	-0.443179	-0.642277
9.5	-0.564549	-1.105501	-1.542879	-1.320974	-0.882995	-0.420804	-0.564555
10.0	-0.509174	-0.934854	-1.305566	-1.1248	-0.793609	-0.405613	-0.509172
10.5	-0.469539	-0.809564	-1.129831	-0.978941	-0.727743	-0.395331	-0.469529
11.0	-0.440733	-0.711266	-0.996776	-0.862393	-0.677524	-0.388063	-0.440735
11.5	-0.418799	-0.64104	-0.893687	-0.776833	-0.637563	-0.381916	-0.418796
12.0	-0.400893	-0.585475	-0.811998	-0.708126	-0.604574	-0.375756	-0.400897
12.5	-0.379899	-0.540313	-0.745968	-0.651889	-0.571117	-0.369101	-0.379893
13.0	-0.36747	-0.502764	-0.691745	-0.605111	-0.548384	-0.356515	-0.367475
13.5	-0.355587	-0.470962	-0.646486	-0.565665	-0.528053	-0.350308	-0.35559
14.0	-0.344169	-0.443579	-0.608192	-0.531905	-0.509661	-0.343308	-0.344172
14.5	-0.333153	-0.419696	-0.575421	-0.502715	-0.49288	-0.335807	-0.333158
15.0	-0.322493	-0.398603	-0.547012	-0.477206	-0.477477	-0.327989	-0.322494
16.0	-0.302316	-0.362837	-0.500266	-0.434619	-0.450023	-0.311918	-0.302317
17.0	-0.283623	-0.333449	-0.463205	-0.400366	-0.42619	-0.295989	-0.28362
18.0	-0.266346	-0.308657	-0.432987	-0.372061	-0.405219	-0.280602	-0.266347
19.0	-0.250422	-0.287356	-0.407753	-0.348189	-0.386584	-0.26598	-0.250416
20.0	-0.235732	-0.268762	-0.386291	-0.327664	-0.369907	-0.252264	-0.235737
21.0	-0.220663	-0.251227	-0.367335	-0.309183	-0.354572	-0.238339	-0.22066
22.0	-0.208163	-0.236451	-0.350867	-0.293809	-0.340717	-0.226229	-0.208169
23.0	-0.197016	-0.223557	-0.336574	-0.279837	-0.328455	-0.215395	-0.197015
24.0	-0.186617	-0.211834	-0.323768	-0.267277	-0.317223	-0.205221	-0.186617
25.0	-0.176937	-0.201128	-0.312237	-0.255925	-0.306864	-0.195734	-0.176944
50.0	-0.057016	-0.076809	-0.184343	-0.128868	-0.184172	-0.076623	-0.057016
100.0	0.002613	-0.017045	-0.124483	-0.069018	-0.124472	-0.017036	0.002615
