T	0->1	0->2	0->3	0->4	0->5	0->6	0->7	0->8	0->9	0->10	1->2	1->3	1->4	1->5	1->6	1->7	1->8	1->9	1->10	2->3	2->4	2->5	2->6	2->7	2->8	2->9	2->10	3->4	3->5	3->6	3->7	3->8	3->9	3->10	4->5	4->6	4->7	4->8	4->9	4->10	5->6	5->7	5->8	5->9	5->10	
4.700000000000000000e+01 2.343119889431843962e-10 4.965988859779641665e-11 4.459633910420704996e-11 3.378371512609099001e-11 3.424667192232369774e-11 2.023718860978138663e-11 2.789216989825737181e-11 2.198987129734722514e-11 7.092814518912948451e-12 2.716873459260933966e-11 1.505523789522057851e-10 4.264695898872145545e-11 4.027246690776068543e-11 3.059145645267671139e-11 2.829381275457390060e-11 2.671153532327193652e-11 1.814820509789061297e-11 1.930416115163090640e-11 1.618647083983647168e-11 1.379895201809692697e-10 4.276309606790535667e-11 3.834059040447010840e-11 3.116300195849377640e-11 2.433411215735372817e-11 2.040567792556469209e-11 1.795713926609643705e-11 1.854508454355580519e-11 1.327057094968166937e-10 4.426362696835881400e-11 3.604409750316194559e-11 2.963929903294532724e-11 2.409301426612573193e-11 1.610270336444753613e-11 1.668866396805196192e-11 1.273483204329788168e-10 4.386440481633864667e-11 3.599797437272548237e-11 2.574016847981354260e-11 1.790975665187169919e-11 1.688635684939461825e-11 1.245167695073671158e-10 4.092067806980900603e-11 3.101342632489550156e-11 2.118913681190551614e-11 1.953087313293356857e-11
4.800000000000000000e+01 2.312850173699497268e-10 4.914455983722205467e-11 4.433082730426721768e-11 3.344201492998856028e-11 3.397528416050767065e-11 2.010369700283588406e-11 2.770622191464374372e-11 2.202174661659431463e-11 7.051638606947004511e-12 2.712965310626409438e-11 1.487872922607461456e-10 4.226780771610213458e-11 3.996200776172694681e-11 3.032744183231698051e-11 2.810467137736454872e-11 2.663681319879657186e-11 1.810233147683900679e-11 1.933996591170224458e-11 1.614546221686982656e-11 1.363952606529889571e-10 4.239570999676656603e-11 3.805342603694128583e-11 3.095724184003072043e-11 2.424023319181653158e-11 2.034352735154059152e-11 1.797404654354443871e-11 1.852013142699488032e-11 1.312195519306028425e-10 4.393943404203941435e-11 3.582489542526687877e-11 2.951110451494928413e-11 2.401505000531188605e-11 1.607157533736751963e-11 1.667010483812823256e-11 1.259826571785505442e-10 4.363564116153168282e-11 3.582864625160381866e-11 2.563374287900974775e-11 1.785882773244061365e-11 1.687180955580378183e-11 1.233072693130178412e-10 4.073224170564259588e-11 3.088132121101356191e-11 2.111904991886433663e-11 1.951531258133415194e-11
4.900000000000000000e+01 2.283367272209675367e-10 4.864202946135177413e-11 4.406355531678332804e-11 3.310573500575666270e-11 3.370565880620599414e-11 1.997047725911881562e-11 2.751815263477908241e-11 2.204565197144346163e-11 7.010174044266017640e-12 2.708391157762040030e-11 1.470640016270297715e-10 4.189457556302955196e-11 3.965259665142507526e-11 3.006562586905625033e-11 2.791449094721697333e-11 2.655702628849021058e-11 1.805309032447524877e-11 1.936856399448734034e-11 1.610118112288504832e-11 1.348380788956636307e-10 4.203273928385180319e-11 3.776670212574495150e-11 3.075048190399274986e-11 2.414301055930847149e-11 2.027782648153799015e-11 1.798479794949480701e-11 1.849004655875950502e-11 1.297657456589216078e-10 4.361675373149767137e-11 3.560394134294368472e-11 2.937937738664197871e-11 2.393256915695646293e-11 1.603674426954458778e-11 1.664701776362001770e-11 1.246443931719801469e-10 4.340430246985420934e-11 3.565514564384607705e-11 2.552383923977477534e-11 1.780432923332254191e-11 1.685246856295273110e-11 1.221173860259617783e-10 4.054012194445962569e-11 3.074484611550017356e-11 2.104529261638519522e-11 1.949401311525657276e-11
5.000000000000000000e+01 2.254636210620770412e-10 4.815161644958578035e-11 4.379479443026248021e-11 3.277477522627372878e-11 3.343788018137114358e-11 1.983760155129159032e-11 2.732836129679910671e-11 2.206202836688401536e-11 6.968492267620848606e-12 2.703199013187324433e-11 1.453806917388069991e-10 4.152707639612379604e-11 3.934442865435760587e-11 2.980609888859486457e-11 2.772354557589370849e-11 2.647256292255203220e-11 1.800075217714652527e-11 1.939036015097104852e-11 1.605391144881594571e-11 1.333164036953490217e-10 4.167414035984931445e-11 3.748067321786901116e-11 3.054299452531666263e-11 2.404273274672270158e-11 2.020886565067651743e-11 1.798977707500030902e-11 1.845521292152184300e-11 1.283430445513235223e-10 4.329572977962016845e-11 3.538155434826841908e-11 2.924446144782230729e-11 2.384595820008147090e-11 1.599848867559248797e-11 1.661974691766457039e-11 1.233325847953477503e-10 4.317071188193165984e-11 3.547791653651968714e-11 2.541080246972914833e-11 1.774656150886346556e-11 1.682868086665219044e-11 1.209466392482175777e-10 4.034470897128963761e-11 3.060443009760323563e-11 2.096818861746014224e-11 1.946738351270029868e-11
5.100000000000000000e+01 2.226624424041815251e-10 4.767270272305908266e-11 4.352480617884105358e-11 3.244903875675573040e-11 3.317202656590212278e-11 1.970513826446912606e-11 2.713721180460987015e-11 2.207129891514150359e-11 6.926658443869617266e-12 2.697433963489315619e-11 1.437356809234373458e-10 4.116514295799909594e-11 3.903768301598555153e-11 2.954894044291731585e-11 2.753208649488827268e-11 2.638379012120048144e-11 1.794557105076403462e-11 1.940574139013046349e-11 1.600391714686288915e-11 1.318287771040434595e-10 4.131987414801952210e-11 3.719557096760171413e-11 3.033503046147250486e-11 2.393967204527718956e-11 2.013691760803887281e-11 1.798934810390925153e-11 1.841598937022743465e-11 1.269502873615235028e-10 4.297649695391947775e-11 3.515803010487876441e-11 2.910667890932901636e-11 2.375557869561348797e-11 1.595707061799504394e-11 1.658861423909696220e-11 1.220463494068528042e-10 4.293517584202702706e-11 3.529737284501556867e-11 2.529495389896004737e-11 1.768580530004789030e-11 1.680077218568683440e-11 1.197945758148306430e-10 4.014637022222336071e-11 3.046047305166221046e-11 2.088804010948840582e-11 1.943580822267790606e-11
5.200000000000000000e+01 2.199301542977163469e-10 4.720472601812524969e-11 4.325384162153362485e-11 3.212843178480519225e-11 3.290817042020456798e-11 1.957315207262908190e-11 2.694503581290675604e-11 2.207386898522912159e-11 6.884732023097370940e-12 2.691138346234994504e-11 1.421274082533394504e-10 4.080862427909233460e-11 3.873252412989310997e-11 2.929422028921437233e-11 2.734034389810040965e-11 2.629105453601474443e-11 1.788778538923756944e-11 1.941507735220505933e-11 1.595144366428362418e-11 1.303738437568248817e-10 4.096990507775150588e-11 3.691160595861589040e-11 3.012682047541282546e-11 2.383408529740887247e-11 2.006223853637919603e-11 1.798385650696547677e-11 1.837271212340805011e-11 1.255863899356612453e-10 4.265918118622594058e-11 3.493364249124797191e-11 2.896633165213057004e-11 2.366176883007410176e-11 1.591273659674205824e-11 1.655392084853434611e-11 1.207848598169782337e-10 4.269798450274331376e-11 3.511390036437009164e-11 2.517659287552026662e-11 1.762232299075929688e-11 1.676904822030938803e-11 1.186607672682793238e-10 3.994545143504917373e-11 3.031334766789413498e-11 2.080512919160257528e-11 1.939964872354730495e-11
5.300000000000000000e+01 2.172639200330175562e-10 4.674717361623277680e-11 4.298214083865662966e-11 3.181286326501606944e-11 3.264637858957676988e-11 1.944170400805713431e-11 2.675213551213640341e-11 2.207012643928822893e-11 6.842767231889548090e-12 2.684351914765674457e-11 1.405544220063885246e-10 4.045738342580164078e-11 3.842910245058184452e-11 2.904199925354507277e-11 2.714852860821735603e-11 2.619468336025640581e-11 1.782761895183358974e-11 1.941872073066450688e-11 1.589671925815320195e-11 1.289503412703924315e-10 4.062420023936302990e-11 3.662896935623069435e-11 2.991857680922940754e-11 2.372621460985188989e-11 1.998506899980548696e-11 1.797362974673173537e-11 1.832569615532858275e-11 1.242503381693739016e-10 4.234389974042809536e-11 3.470864509854432240e-11 2.882370239763129261e-11 2.356484485335905199e-11 1.586571838969304791e-11 1.651594836814003244e-11 1.195473392650713832e-10 4.245941215757648928e-11 3.492785857206311922e-11 2.505599823061313258e-11 1.755635977294726568e-11 1.673379583277147137e-11 1.175448075126243546e-10 3.974227765250255540e-11 3.016340123508526754e-11 2.071971919630051875e-11 1.935924480651471795e-11
5.400000000000000000e+01 2.146610857392339019e-10 4.629957682469678811e-11 4.270993261122572649e-11 3.150224468185015927e-11 3.238671249801550613e-11 1.931085152942177669e-11 2.655878614733635763e-11 2.206044194193445666e-11 6.800813515069471769e-12 2.677111992129172456e-11 1.390153693400744329e-10 4.011129554442924634e-11 3.812755534802834483e-11 2.879232999818469637e-11 2.695683358904768038e-11 2.609498521102664969e-11 1.776528164621278159e-11 1.941700773348732199e-11 1.583995620400525469e-11 1.275570916181606839e-10 4.028272866540427958e-11 3.634783441177291223e-11 2.971049452848436943e-11 2.361628803775286343e-11 1.990563482865239845e-11 1.795897798776521350e-11 1.827523649784048384e-11 1.229411816514582350e-10 4.203076140734588984e-11 3.448327260306774372e-11 2.867905580107521764e-11 2.346510242140140894e-11 1.581623384828108531e-11 1.647496015337572529e-11 1.183330568649146275e-10 4.221971769934443922e-11 3.473958229980191832e-11 2.493342962943766859e-11 1.748814473024688755e-11 1.669528415650695600e-11 1.164463106563086452e-10 3.953715418538369133e-11 3.001095730425981379e-11 2.063205590925523834e-11 1.931491578981915135e-11
5.500000000000000000e+01 2.121191646923179601e-10 4.586150611600518624e-11 4.243743425343594800e-11 3.119648983270567045e-11 3.212922833649045904e-11 1.918064859206841215e-11 2.636523830025748852e-11 2.204516932997164939e-11 6.758915932815142360e-12 2.669453615183985655e-11 1.375089870513797441e-10 3.977024616480867553e-11 3.782800791092956054e-11 2.854525770787830743e-11 2.676543532244009494e-11 2.599225098486116602e-11 1.770097031251589741e-11 1.941025857520318161e-11 1.578135190935361406e-11 1.261929933852992769e-10 3.994546072442344636e-11 3.606835783712089962e-11 2.950275275353223817e-11 2.350452024308900276e-11 1.982414794883355672e-11 1.794019480700400730e-11 1.822160945948145400e-11 1.216580279339431613e-10 4.171986672451566531e-11 3.425774202942403106e-11 2.853263947728119609e-11 2.336281785261660207e-11 1.576448765218157564e-11 1.643120244392045141e-11 1.171413234856220115e-10 4.197914510125852390e-11 3.454938328855959679e-11 2.480912882079366042e-11 1.741789184799162735e-11 1.665376563953321150e-11 1.153649090444879314e-10 3.933036754037709326e-11 2.985631722899153760e-11 2.054236869872481859e-11 1.926696166818165995e-11
5.600000000000000000e+01 2.096358231597934180e-10 4.543256684481206410e-11 4.216485157222858277e-11 3.089551463182912169e-11 3.187397724888324386e-11 1.905114572266514986e-11 2.617171996035202426e-11 2.202464603104718908e-11 6.717115518936708959e-12 2.661409669737796870e-11 1.360340933067328127e-10 3.943412973151598437e-11 3.753057370392865899e-11 2.830082070727078891e-11 2.657449506549081841e-11 2.588675468754001488e-11 1.763486946282052689e-11 1.939877799203168951e-11 1.572108994153291380e-11 1.248570148150948229e-10 3.961236761405850582e-11 3.579068106446337955e-11 2.929551579126797243e-11 2.339111312953613394e-11 1.974080716148694099e-11 1.791755789989942025e-11 1.816507376830829708e-11 1.204000373713680168e-10 4.141130821789836097e-11 3.403225391759125259e-11 2.838468496594416945e-11 2.325824930556133537e-11 1.571067202584594656e-11 1.638490544002785516e-11 1.159714880335573288e-10 4.173792391671307095e-11 3.435755163861688172e-11 2.468332079628437571e-11 1.734580095630149220e-11 1.660947702682548979e-11 1.143002514762623869e-10 3.912218631569948899e-11 2.969976159534360280e-11 2.045087156405167428e-11 1.921566420141678321e-11
5.700000000000000000e+01 2.072088676261963770e-10 4.501239547185509379e-11 4.189237893143783629e-11 3.059923693484536318e-11 3.162100551745579073e-11 1.892239009928911033e-11 2.597843840696921679e-11 2.199919352103940157e-11 6.675449605171610704e-12 2.653011017448968533e-11 1.345895802379497870e-10 3.910284833422142378e-11 3.723535548291618348e-11 2.805905101944913853e-11 2.638416000135782761e-11 2.577875423837366975e-11 1.756715197950332822e-11 1.938285577332641334e-11 1.565934097801689163e-11 1.235481875657990575e-10 3.928342094133822142e-11 3.551493140387145610e-11 2.908893417845244762e-11 2.327625645516151815e-11 1.965579887759905204e-11 1.789132977841418650e-11 1.810587164411301295e-11 1.191664184755887347e-10 4.110517066213760544e-11 3.380699340467154801e-11 2.823540864223275302e-11 2.315163788410157983e-11 1.565496741927048140e-11 1.633628430985909059e-11 1.148229341014273338e-10 4.149626979357808389e-11 3.416435716439209408e-11 2.455621486816907830e-11 1.727205861193549712e-11 1.656264028579118052e-11 1.132520015985293781e-10 3.891286206652409013e-11 2.954155155230556033e-11 2.035776411120957021e-11 1.916128794559553169e-11
5.800000000000000000e+01 2.048362332581952812e-10 4.460065623285743363e-11 4.162019940111518766e-11 3.030757638309494206e-11 3.137035474877364358e-11 1.879442563730881447e-11 2.578558192234150974e-11 2.196911781114879274e-11 6.633952115598335471e-12 2.644286615115252734e-11 1.331744073107323698e-10 3.877631061203994050e-11 3.694244587162852291e-11 2.781997487368043350e-11 2.619456429505076541e-11 2.566849224893127366e-11 1.749797977544859887e-11 1.936276730337847982e-11 1.559626368631769732e-11 1.222656011045746499e-10 3.895859237913731151e-11 3.524122310933101507e-11 2.888314564595213965e-11 2.316012842379822258e-11 1.956929781143175741e-11 1.786175845757776517e-11 1.804422980500280009e-11 1.179564237362440293e-10 4.080153135587512552e-11 3.358213123026198699e-11 2.808501257728345225e-11 2.304320867549994380e-11 1.559754315498667932e-11 1.628554013272927194e-11 1.136950769519036226e-10 4.125438499876391208e-11 3.397005066230869491e-11 2.442800567350310658e-11 1.719683892381075606e-11 1.651346347848112800e-11 1.122198364659051602e-10 3.870263014133815311e-11 2.938193005191919536e-11 2.026323246214065555e-11 1.910408122977290021e-11
5.900000000000000000e+01 2.025159734823560641e-10 4.419703819819333034e-11 4.134848497537423458e-11 3.002045426659675114e-11 3.112206206036212823e-11 1.866729308091763786e-11 2.559332135258394928e-11 2.193470995678371983e-11 6.592653834649223779e-12 2.635263626891966245e-11 1.317875953820448486e-10 3.845443080970682778e-11 3.665192800213206345e-11 2.758361316895719284e-11 2.600583006396235405e-11 2.555619677603498657e-11 1.742750441859755535e-11 1.933877410842999911e-11 1.553200553969302869e-11 1.210083976721578695e-10 3.863785338879009695e-11 3.496965836231180280e-11 2.867827601178088861e-11 2.304289625562437756e-11 1.948146763591781476e-11 1.782907812782980580e-11 1.798036041278376957e-11 1.167693458609171522e-10 4.050046040869344519e-11 3.335782467291057449e-11 2.793368535234550015e-11 2.293317172613879496e-11 1.553855804298176516e-11 1.623286078271000792e-11 1.125873608047995449e-10 4.101245894899526809e-11 3.377486509874301247e-11 2.429887411107774391e-11 1.712030432646291590e-11 1.646214158378961803e-11 1.112034452548889520e-10 3.849171048988278913e-11 2.922112300694914343e-11 2.016745010365316049e-11 1.904427708101150364e-11
6.000000000000000000e+01 2.002462505613217136e-10 4.380125267584494573e-11 4.107739684451545330e-11 2.973779340423736658e-11 3.087616026794228351e-11 1.854103009984506344e-11 2.540181153190270473e-11 2.189624658137195216e-11 6.551582651691649939e-12 2.625967529917020371e-11 1.304282213715665160e-10 3.813712796605865330e-11 3.636387612132712919e-11 2.734998189879128600e-11 2.581806827158395882e-11 2.544208204880751226e-11 1.735586772299494685e-11 1.931112440448399295e-11 1.546670357415583347e-11 1.197757677583856212e-10 3.832117499989148711e-11 3.470032818067657218e-11 2.847444000966966744e-11 2.292471673726948421e-11 1.939246160268887949e-11 1.779350981088277352e-11 1.791446196114718762e-11 1.156045143928912892e-10 4.020202103643597247e-11 3.313421842396073243e-11 2.778160282969753315e-11 2.282172295904732945e-11 1.547816096505868502e-11 1.617842175661721331e-11 1.114992563987829588e-10 4.077066874401471342e-11 3.357901672414218358e-11 2.416898821677146150e-11 1.704260630521780250e-11 1.640885727258811426e-11 1.102025281198905404e-10 3.828030844301761780e-11 2.905934037288450403e-11 2.007057868087043975e-11 1.898209410022049442e-11
6.100000000000000000e+01 1.980253270658512126e-10 4.341303091607726027e-11 4.080708570930562063e-11 2.945951803968477236e-11 3.063267807282002768e-11 1.841567139057075335e-11 2.521119258345999982e-11 2.185399040918390572e-11 6.510763784724079388e-12 2.616422213768449822e-11 1.290954134804491507e-10 3.782432521766505661e-11 3.607835616528007040e-11 2.711909254176294876e-11 2.563137955174840407e-11 2.532634916959149385e-11 1.728320230823396687e-11 1.928005364216918182e-11 1.540048509166467418e-11 1.185669460347497205e-10 3.800852763928436112e-11 3.443331325969604542e-11 2.827174205895227408e-11 2.280573675166161467e-11 1.930242312901506305e-11 1.775526199728943612e-11 1.784672011029254553e-11 1.144612926681287678e-10 3.990626986190642287e-11 3.291144540416288342e-11 2.762892888298455357e-11 2.270904503696302409e-11 1.541649143000113064e-11 1.612238695006340996e-11 1.104302588006959377e-10 4.052917969878639296e-11 3.338270611864370771e-11 2.403850398219907089e-11 1.696388607643418304e-11 1.635378163848996349e-11 1.092167951786960636e-10 3.806861546468923286e-11 2.889677716019510521e-11 1.997276873959075312e-11 1.891773729116517487e-11
6.200000000000000000e+01 1.958515581507643510e-10 4.303212208141349015e-11 4.053769212713357135e-11 2.918555375149832653e-11 3.039164024884453822e-11 1.829124878125673290e-11 2.502159110882886586e-11 2.180819080211853824e-11 6.470219985382445362e-12 2.606650074138280849e-11 1.277883468978485075e-10 3.751594920255759504e-11 3.579542630296186373e-11 2.689095242158526598e-11 2.544585496982523151e-11 2.520918678863339305e-11 1.720963212900505794e-11 1.924578504552330791e-11 1.533346831385038561e-11 1.173812076956572585e-10 3.769988100213654823e-11 3.416868475108386033e-11 2.807027698079430537e-11 2.268609378778507084e-11 1.921148635364062632e-11 1.771453126430806250e-11 1.777730847131687516e-11 1.133390750766522898e-10 3.961325721824110882e-11 3.268962752769269555e-11 2.747581608927032374e-11 2.259530817430404215e-11 1.535368010080602503e-11 1.606490938495403148e-11 1.093798854376894051e-10 4.028814587165362850e-11 3.318611917391992536e-11 2.390756612095677455e-11 1.688427522584146815e-11 1.629707488674014872e-11 1.082459656152520070e-10 3.785680987611768908e-11 2.873361438206541539e-11 1.987416042140355607e-11 1.885139884487334739e-11
6.300000000000000000e+01 1.937233845524137210e-10 4.265829144999995356e-11 4.026934688136830730e-11 2.891582737593536486e-11 3.015306782827430078e-11 1.816779133956835103e-11 2.483312127665469993e-11 2.175908429617951677e-11 6.429971727159220594e-12 2.596672101072423429e-11 1.265062399422048247e-10 3.721192955086280501e-11 3.551513745080778691e-11 2.666556503984482702e-11 2.526157672652190894e-11 2.509077175252204332e-11 1.713527297630292665e-11 1.920853014209891986e-11 1.526576299018796367e-11 1.162178651650943182e-10 3.739520395884239302e-11 3.390650498526093499e-11 2.787013066516978408e-11 2.256591643051610238e-11 1.911977666327250675e-11 1.767150287301887135e-11 1.770638934344041016e-11 1.122372845968288040e-10 3.932302745255462540e-11 3.246887641762033930e-11 2.732240638483509633e-11 2.248067090113876829e-11 1.528984929517003093e-11 1.600613189154706521e-11 1.083476743294812835e-10 4.004771058579438462e-11 3.298942801547685297e-11 2.377630878627960951e-11 1.680389630771592440e-11 1.623888698355341746e-11 1.072897668881814791e-10 3.764505755231407547e-11 2.857001994225414326e-11 1.977488411498492791e-11 1.878325888155843420e-11
6.400000000000000000e+01 1.916393262339500277e-10 4.229131882438763240e-11 4.000217136663670779e-11 2.865026694101969421e-11 2.991697828587107886e-11 1.804532548255665237e-11 2.464588581999251284e-11 2.170689513406127443e-11 6.390037378492132587e-12 2.586507962097896122e-11 1.252483505900779216e-10 3.691219845079117815e-11 3.523753375939844444e-11 2.644293038409775294e-11 2.507861880929284724e-11 2.497126972648046985e-11 1.706023295172796494e-11 1.916848928227401106e-11 1.519747096413868682e-11 1.150762651299438452e-10 3.709446449224198291e-11 3.364682814147172999e-11 2.767138069247738563e-11 2.244532483072943005e-11 1.902741119130192392e-11 1.762635134396060277e-11 1.763411440691556757e-11 1.111553705741467191e-10 3.903561922776683068e-11 3.224929407639396628e-11 2.716883168654931545e-11 2.236528078199675875e-11 1.522511346036040517e-11 1.594618774796655604e-11 1.073331825000819986e-10 3.980800694170129514e-11 3.279279186923275534e-11 2.364485624353011853e-11 1.672286340740432958e-11 1.617935826807874197e-11 1.063479340341296363e-10 3.743351259108542808e-11 2.840614946725239352e-11 1.967506106664450625e-11 1.871348615208971699e-11
6.500000000000000000e+01 1.895979766124066735e-10 4.193099712120054347e-11 3.973627798393875042e-11 2.838880161052419437e-11 2.968338572056051192e-11 1.792387508780660709e-11 2.445997695078305893e-11 2.165183579087583995e-11 6.350433362172584662e-12 2.576176080534753075e-11 1.240139733505524286e-10 3.661669027988434169e-11 3.496265307347973455e-11 2.622304521361042443e-11 2.489704759580302557e-11 2.485083579071846924e-11 1.698461291622289833e-11 1.912585214606968461e-11 1.512868670045391046e-11 1.139557858653174417e-10 3.679762966033668641e-11 3.338970086988032381e-11 2.747409691326125261e-11 2.232443115590881353e-11 1.893449929020024805e-11 1.757924101082907729e-11 1.756062537427093907e-11 1.100928067189181887e-10 3.875106582081480780e-11 3.203097351450617066e-11 2.701521448050131180e-11 2.224927509216000708e-11 1.515957962355697827e-11 1.588520127985739129e-11 1.063359845502534033e-10 3.956915831877605723e-11 3.259635787586514796e-11 2.351332350060478598e-11 1.664128266950259146e-11 1.611862002904063093e-11 1.054202090557952393e-10 3.722231795474761978e-11 2.824214708651463555e-11 1.957480395290169710e-11 1.864223870096030135e-11
6.600000000000000000e+01 1.875979973086020655e-10 4.157713112017137600e-11 3.947177054055254713e-11 2.813136163661969438e-11 2.945230103404331866e-11 1.780346160510855181e-11 2.427547719904822760e-11 2.159410749058890700e-11 6.311174302348884074e-12 2.565693709269557299e-11 1.228024364478811715e-10 3.632534129269998360e-11 3.469052736648065696e-11 2.600590332471814344e-11 2.471692241341899265e-11 2.472961501115887219e-11 1.690850691450788890e-11 1.908079823614342322e-11 1.505949777654150532e-11 1.128558348209635724e-10 3.650466558029460787e-11 3.313516286935610305e-11 2.727834198914448656e-11 2.220334002154321525e-11 1.884114297891973541e-11 1.753032655201389329e-11 1.748605460236859899e-11 1.090490892999410652e-10 3.846939541573287570e-11 3.181399934018815924e-11 2.686166837943950345e-11 2.213278145389632780e-11 1.509334781871655760e-11 1.582328842268574334e-11 1.053556713737754802e-10 3.933127886446528354e-11 3.240026185613159279e-11 2.338181689906470718e-11 1.655925279382349139e-11 1.605679504799467869e-11 1.045063403853044419e-10 3.701160608484624810e-11 2.807814616420052872e-11 1.947421741762003909e-11 1.856966449263081315e-11
6.700000000000000000e+01 1.856381133670985499e-10 4.122953635365668271e-11 3.920874465057006018e-11 2.787787832004822604e-11 2.922373210580086529e-11 1.768410416797423053e-11 2.409246018360790986e-11 2.153390071120263483e-11 6.272273160250456170e-12 2.555077000249319041e-11 1.216130992791781802e-10 3.603808935723649548e-11 3.442118315064328999e-11 2.579149579751700707e-11 2.453829605829109654e-11 2.460774298494629718e-11 1.683200257641128811e-11 1.903349735594370843e-11 1.498998534053989497e-11 1.117758464411369525e-10 3.621553743008954893e-11 3.288324742429984673e-11 2.708417189777997929e-11 2.208214890364057308e-11 1.874743736653993721e-11 1.747975349994738731e-11 1.741052566759766900e-11 1.080237355135254177e-10 3.819063139034007698e-11 3.159844831270547356e-11 2.670829865049651116e-11 2.201591843494096336e-11 1.502651149098060800e-11 1.576055724902406185e-11 1.043918490022670714e-10 3.909447396967342153e-11 3.220462903012753279e-11 2.325043466855742967e-11 1.647686550113508332e-11 1.599399811103183199e-11 1.036060824143838098e-10 3.680149949026595945e-11 2.791426998557679413e-11 1.937339857601431226e-11 1.849590200305811290e-11
6.800000000000000000e+01 1.837171088990427274e-10 4.088803812004738982e-11 3.894728813266423173e-11 2.762828397678558058e-11 2.899768396400681324e-11 1.756581970438926691e-11 2.391099132043328209e-11 2.147139567713017092e-11 6.233741359632047718e-12 2.544341069938926861e-11 1.204453501176618659e-10 3.575487373338576401e-11 3.415464186384382622e-11 2.557981122539233941e-11 2.436121527723707601e-11 2.448534636123322700e-11 1.675518149623618216e-11 1.898411007228507410e-11 1.492022453851863355e-11 1.107152801932945792e-10 3.593020946460549770e-11 3.263398190355199366e-11 2.689163640436486230e-11 2.196094853274001138e-11 1.865347105332620985e-11 1.742765872840694666e-11 1.733415390638552761e-11 1.070162820094368852e-10 3.791479259550859237e-11 3.138438986160098033e-11 2.655520271458709072e-11 2.189879611139366625e-11 1.495915787961947276e-11 1.569710846300787180e-11 1.034441375648497266e-10 3.885884072946564204e-11 3.200957469323402890e-11 2.311926744689059459e-11 1.639420597051632562e-11 1.593033649067142919e-11 1.027191950835713521e-10 3.659211130918929848e-11 2.775063240097935381e-11 1.927243748766024886e-11 1.842108077815220815e-11
6.900000000000000000e+01 1.818338231057029779e-10 4.055247060650494462e-11 3.868748140233808846e-11 2.738251191026204398e-11 2.877415895192806395e-11 1.744862304626637830e-11 2.373112847414271899e-11 2.140676283755891358e-11 6.195588902827510966e-12 2.533500060970815935e-11 1.192986040352276445e-10 3.547563488756655811e-11 3.389092023415472699e-11 2.537083592871200434e-11 2.418572121532892776e-11 2.436254333781229826e-11 1.667811959125170653e-11 1.893278816183604488e-11 1.485028491302307220e-11 1.096736187836479086e-10 3.564864504347086869e-11 3.238738822415542716e-11 2.670077950204135227e-11 2.183982326984831067e-11 1.855932651030367901e-11 1.737417091804921444e-11 1.725704692307838280e-11 1.060262835572517790e-10 3.764189362619565942e-11 3.117188657403685320e-11 2.640247061880822135e-11 2.178151659707266388e-11 1.489136838047993793e-11 1.563303586401208236e-11 1.025121703503534105e-10 3.862446838832029941e-11 3.181520485132328456e-11 2.298839876793714759e-11 1.631135325005485304e-11 1.586591039959474655e-11 1.018454435234538135e-10 3.638354584543901458e-11 2.758733843001660743e-11 1.917141760047394313e-11 1.834532196083960329e-11
7.000000000000000000e+01 1.799871466449788677e-10 4.022267610821769182e-11 3.842939785645844183e-11 2.714049638831039835e-11 2.855315688946876710e-11 1.733252703713490494e-11 2.355292255760569393e-11 2.134016332990169189e-11 6.157824478208367698e-12 2.522567200202564802e-11 1.181723010210438054e-10 3.520031433844885650e-11 3.363003062317066280e-11 2.516455415386765160e-11 2.401184983181462127e-11 2.423944413422591687e-11 1.660088744035136760e-11 1.887967504121092665e-11 1.478023077500063772e-11 1.086503665399826756e-10 3.537080666826833078e-11 3.214348328250911990e-11 2.651163982331219270e-11 2.171885146476609292e-11 1.846508043839526081e-11 1.731941100056795701e-11 1.717930506712301693e-11 1.050533118383677975e-10 3.737194508360731358e-11 3.096099465221922823e-11 2.625018548311488199e-11 2.166417454125171883e-11 1.482321888887671216e-11 1.556842678146555536e-11 1.015955929610468749e-10 3.839143876940800414e-11 3.162161681762502739e-11 2.285790551939288930e-11 1.622838064250192676e-11 1.580081341778762802e-11 1.009845977416237522e-10 3.617589907980391284e-11 2.742448482850197317e-11 1.907041616748457991e-11 1.826873878834755284e-11
7.100000000000000000e+01 1.781760183071334418e-10 3.989850433291714694e-11 3.817310424834626826e-11 2.690217262410350925e-11 2.833467522957939532e-11 1.721754263767079025e-11 2.337641808413925239e-11 2.127174942769362863e-11 6.120455559760538378e-12 2.511554853386134468e-11 1.170659042754507854e-10 3.492885452934240694e-11 3.337198134909600641e-11 2.496094825872433206e-11 2.383963228676889348e-11 2.411615144203517443e-11 1.652355060387697872e-11 1.882490618052389781e-11 1.471012155098428759e-11 1.076450479442835394e-10 3.509665602710136000e-11 3.190227935523973690e-11 2.632425102442788831e-11 2.159810579730293272e-11 1.837080410812361072e-11 1.726349258195781140e-11 1.710102188136974676e-11 1.040969543504876253e-10 3.710495382802554791e-11 3.075176434274297274e-11 2.609842392249567154e-11 2.154685759659966847e-11 1.475478012384223465e-11 1.550336248260268618e-11 1.006940625480386880e-10 3.815982668756314632e-11 3.142889977350784753e-11 2.272785837226505082e-11 1.614535606739857119e-11 1.573513289458225807e-11 1.001364323497069905e-10 3.596925915700495324e-11 2.726216062043040609e-11 1.896950463809568854e-11 1.819143706126014613e-11
