      R       THETA       E_CP
    2.7000   70.0000   -78.692294504047
    2.7000   75.0000   -78.692468217165
    2.7000   80.0000   -78.692574250499
    2.7000   85.0000   -78.692641602507
    2.7000   90.0000   -78.692662601518
    2.8000   0.0000   -78.690097103624
    2.8000   5.0000   -78.690131387164
    2.8000   10.0000   -78.690245018309
    2.8000   15.0000   -78.690418342220
    2.8000   20.0000   -78.690636474252
    2.8000   25.0000   -78.690872389454
    2.8000   30.0000   -78.691131114086
    2.8000   35.0000   -78.691395029228
    2.8000   40.0000   -78.691664714247
    2.8000   45.0000   -78.691936502414
    2.8000   50.0000   -78.692182047307
    2.8000   55.0000   -78.692420997664
    2.8000   60.0000   -78.692629724333
    2.8000   65.0000   -78.692807021588
    2.8000   70.0000   -78.692955542123
    2.8000   75.0000   -78.693078574901
    2.8000   80.0000   -78.693149918401
    2.8000   85.0000   -78.693195723535
    2.8000   90.0000   -78.693211357411
    2.9000   0.0000   -78.691449246104
    2.9000   5.0000   -78.691470890688
    2.9000   10.0000   -78.691544222683
    2.9000   15.0000   -78.691643948172
    2.9000   20.0000   -78.691785785320
    2.9000   25.0000   -78.691949158190
    2.9000   30.0000   -78.692128444868
    2.9000   35.0000   -78.692317526238
    2.9000   40.0000   -78.692515223751
    2.9000   45.0000   -78.692694312333
    2.9000   50.0000   -78.692876506604
    2.9000   55.0000   -78.693038690237
    2.9000   60.0000   -78.693183100859
    2.9000   65.0000   -78.693306827869
    2.9000   70.0000   -78.693417926386
    2.9000   75.0000   -78.693487147394
    2.9000   80.0000   -78.693540442880
    2.9000   85.0000   -78.693574260801
    2.9000   90.0000   -78.693585031045
    3.0000   0.0000   -78.692404374630
    3.0000   5.0000   -78.692418387952
    3.0000   10.0000   -78.692461428014
    3.0000   15.0000   -78.692526940682
    3.0000   20.0000   -78.692611333758
    3.0000   25.0000   -78.692720461222
    3.0000   30.0000   -78.692842571581
    3.0000   35.0000   -78.692980607265
    3.0000   40.0000   -78.693107315369
    3.0000   45.0000   -78.693237337773
    3.0000   50.0000   -78.693355438552
    3.0000   55.0000   -78.693465102959
    3.0000   60.0000   -78.693560699949
    3.0000   65.0000   -78.693655946091
    3.0000   70.0000   -78.693721657356
    3.0000   75.0000   -78.693767337817
    3.0000   80.0000   -78.693804241006
    3.0000   85.0000   -78.693826363108
    3.0000   90.0000   -78.693834008150
    3.1000   0.0000   -78.693063908033
    3.1000   5.0000   -78.693071547930
    3.1000   10.0000   -78.693097519919
    3.1000   15.0000   -78.693137637416
    3.1000   20.0000   -78.693194210771
    3.1000   25.0000   -78.693264497944
    3.1000   30.0000   -78.693347512283
    3.1000   35.0000   -78.693430298877
    3.1000   40.0000   -78.693520378230
    3.1000   45.0000   -78.693604639338
    3.1000   50.0000   -78.693683977392
    3.1000   55.0000   -78.693752381291
    3.1000   60.0000   -78.693828026730
    3.1000   65.0000   -78.693880283778
    3.1000   70.0000   -78.693922812848
    3.1000   75.0000   -78.693951099138
    3.1000   80.0000   -78.693975654181
    3.1000   85.0000   -78.693991093801
    3.1000   90.0000   -78.693995624110
    3.2000   0.0000   -78.693511689106
    3.2000   5.0000   -78.693520866373
    3.2000   10.0000   -78.693529288322
    3.2000   15.0000   -78.693553859855
    3.2000   20.0000   -78.693590082004
    3.2000   25.0000   -78.693634154562
    3.2000   30.0000   -78.693682560230
    3.2000   35.0000   -78.693740690169
    3.2000   40.0000   -78.693796716652
    3.2000   45.0000   -78.693851643095
    3.2000   50.0000   -78.693898145191
    3.2000   55.0000   -78.693955208675
    3.2000   60.0000   -78.693993743407
    3.2000   65.0000   -78.694026343294
    3.2000   70.0000   -78.694052905488
    3.2000   75.0000   -78.694070525655
    3.2000   80.0000   -78.694086658791
    3.2000   85.0000   -78.694095269037
    3.2000   90.0000   -78.694098157200
    3.3000   0.0000   -78.693805011007
    3.3000   5.0000   -78.693803753137
    3.3000   10.0000   -78.693814149293
    3.3000   15.0000   -78.693830775261
    3.3000   20.0000   -78.693850797548
    3.3000   25.0000   -78.693875592609
    3.3000   30.0000   -78.693909182250
    3.3000   35.0000   -78.693943545342
    3.3000   40.0000   -78.693978681283
    3.3000   45.0000   -78.694012009105
    3.3000   50.0000   -78.694039555994
    3.3000   55.0000   -78.694076208011
    3.3000   60.0000   -78.694099249273
    3.3000   65.0000   -78.694118675066
    3.3000   70.0000   -78.694134217309
    3.3000   75.0000   -78.694145484170
    3.3000   80.0000   -78.694153993109
    3.3000   85.0000   -78.694159177395
    3.3000   90.0000   -78.694157924183
    3.4000   0.0000   -78.693989930111
    3.4000   5.0000   -78.693991004591
    3.4000   10.0000   -78.693997290692
    3.4000   15.0000   -78.694006459601
    3.4000   20.0000   -78.694018205157
    3.4000   25.0000   -78.694034678181
    3.4000   30.0000   -78.694053202286
    3.4000   35.0000   -78.694073416976
    3.4000   40.0000   -78.694093681807
    3.4000   45.0000   -78.694110163443
    3.4000   50.0000   -78.694136048375
    3.4000   55.0000   -78.694150907782
    3.4000   60.0000   -78.694163742391
    3.4000   65.0000   -78.694174442477
    3.4000   70.0000   -78.694182186450
    3.4000   75.0000   -78.694188634518
    3.4000   80.0000   -78.694190251912
    3.4000   85.0000   -78.694193305271
    3.4000   90.0000   -78.694194421699
    3.5000   0.0000   -78.694107524354
    3.5000   5.0000   -78.694107829697
    3.5000   10.0000   -78.694111083460
    3.5000   15.0000   -78.694123561205
    3.5000   20.0000   -78.694123236688
    3.5000   25.0000   -78.694131955998
    3.5000   30.0000   -78.694142035102
    3.5000   35.0000   -78.694152801705
    3.5000   40.0000   -78.694161249134
    3.5000   45.0000   -78.694178626991
    3.5000   50.0000   -78.694187038919
    3.5000   55.0000   -78.694194424890
    3.5000   60.0000   -78.694200671624
    3.5000   65.0000   -78.694205089383
    3.5000   70.0000   -78.694208931592
    3.5000   75.0000   -78.694208941777
    3.5000   80.0000   -78.694211415234
    3.5000   85.0000   -78.694213021189
    3.5000   90.0000   -78.694213540770
    3.6000   0.0000   -78.694180306807
    3.6000   5.0000   -78.694181482989
    3.6000   10.0000   -78.694178990133
    3.6000   15.0000   -78.694181861310
    3.6000   20.0000   -78.694185196595
    3.6000   25.0000   -78.694189291801
    3.6000   30.0000   -78.694192794691
    3.6000   35.0000   -78.694196940683
    3.6000   40.0000   -78.694202219864
    3.6000   45.0000   -78.694211497133
    3.6000   50.0000   -78.694214686564
    3.6000   55.0000   -78.694217367476
    3.6000   60.0000   -78.694219013236
    3.6000   65.0000   -78.694220390031
    3.6000   70.0000   -78.694221536885
    3.6000   75.0000   -78.694219714429
    3.6000   80.0000   -78.694220661978
    3.6000   85.0000   -78.694221270432
    3.6000   90.0000   -78.694221543979
    3.7000   0.0000   -78.694216583305
    3.7000   5.0000   -78.694216105294
    3.7000   10.0000   -78.694216800861
    3.7000   15.0000   -78.694217168686
    3.7000   20.0000   -78.694218562662
    3.7000   25.0000   -78.694219202333
    3.7000   30.0000   -78.694220300466
    3.7000   35.0000   -78.694226195497
    3.7000   40.0000   -78.694226757465
    3.7000   45.0000   -78.694225430951
    3.7000   50.0000   -78.694227536635
    3.7000   55.0000   -78.694226724643
    3.7000   60.0000   -78.694226151728
    3.7000   65.0000   -78.694225616437
    3.7000   70.0000   -78.694222441116
    3.7000   75.0000   -78.694222431125
    3.7000   80.0000   -78.694222493116
    3.7000   85.0000   -78.694222559878
    3.7000   90.0000   -78.694222648866
    3.8000   0.0000   -78.694235829360
    3.8000   5.0000   -78.694235379854
    3.8000   10.0000   -78.694235374740
    3.8000   15.0000   -78.694238463998
    3.8000   20.0000   -78.694233870718
    3.8000   25.0000   -78.694238058257
    3.8000   30.0000   -78.694234559062
    3.8000   35.0000   -78.694235900029
    3.8000   40.0000   -78.694234225235
    3.8000   45.0000   -78.694232470841
    3.8000   50.0000   -78.694230099544
    3.8000   55.0000   -78.694228126983
    3.8000   60.0000   -78.694226322064
    3.8000   65.0000   -78.694221974350
    3.8000   70.0000   -78.694220994483
    3.8000   75.0000   -78.694220322199
    3.8000   80.0000   -78.694219901265
    3.8000   85.0000   -78.694219671760
    3.8000   90.0000   -78.694219596199
    3.9000   0.0000   -78.694244373750
    3.9000   5.0000   -78.694244238801
    3.9000   10.0000   -78.694243574334
    3.9000   15.0000   -78.694243527057
    3.9000   20.0000   -78.694242308398
    3.9000   25.0000   -78.694240642746
    3.9000   30.0000   -78.694238678467
    3.9000   35.0000   -78.694236333598
    3.9000   40.0000   -78.694233653947
    3.9000   45.0000   -78.694230362652
    3.9000   50.0000   -78.694227511200
    3.9000   55.0000   -78.694224862094
    3.9000   60.0000   -78.694219694041
    3.9000   65.0000   -78.694217897883
    3.9000   70.0000   -78.694216505538
    3.9000   75.0000   -78.694215509197
    3.9000   80.0000   -78.694214850581
    3.9000   85.0000   -78.694214475391
    3.9000   90.0000   -78.694214352499
    4.0000   0.0000   -78.694243522840
    4.0000   5.0000   -78.694243163587
    4.0000   10.0000   -78.694242346376
    4.0000   15.0000   -78.694239911874
    4.0000   20.0000   -78.694239496647
    4.0000   25.0000   -78.694237440084
    4.0000   30.0000   -78.694234844271
    4.0000   35.0000   -78.694231563635
    4.0000   40.0000   -78.694228299884
    4.0000   45.0000   -78.694225059273
    4.0000   50.0000   -78.694221961223
    4.0000   55.0000   -78.694216320038
    4.0000   60.0000   -78.694213981755
    4.0000   65.0000   -78.694212021429
    4.0000   70.0000   -78.694210483565
    4.0000   75.0000   -78.694209361982
    4.0000   80.0000   -78.694208608175
    4.0000   85.0000   -78.694208174413
    4.0000   90.0000   -78.694208032742
    4.1000   0.0000   -78.694237628577
    4.1000   5.0000   -78.694237204456
    4.1000   10.0000   -78.694236234517
    4.1000   15.0000   -78.694234867827
    4.1000   20.0000   -78.694233030700
    4.1000   25.0000   -78.694230428713
    4.1000   30.0000   -78.694227572305
    4.1000   35.0000   -78.694224460273
    4.1000   40.0000   -78.694221244392
    4.1000   45.0000   -78.694215117644
    4.1000   50.0000   -78.694212265566
    4.1000   55.0000   -78.694209570789
    4.1000   60.0000   -78.694207262707
    4.1000   65.0000   -78.694205328268
    4.1000   70.0000   -78.694203799313
    4.1000   75.0000   -78.694202738059
    4.1000   80.0000   -78.694201970145
    4.1000   85.0000   -78.694201463316
    4.1000   90.0000   -78.694201381005
    4.2000   0.0000   -78.694229486140
    4.2000   5.0000   -78.694229034226
    4.2000   10.0000   -78.694227982243
    4.2000   15.0000   -78.694226398895
    4.2000   20.0000   -78.694224374525
    4.2000   25.0000   -78.694222048652
    4.2000   30.0000   -78.694219332624
    4.2000   35.0000   -78.694216418568
    4.2000   40.0000   -78.694210483238
    4.2000   45.0000   -78.694207687587
    4.2000   50.0000   -78.694205020105
    4.2000   55.0000   -78.694202569740
    4.2000   60.0000   -78.694200411391
    4.2000   65.0000   -78.694198599511
    4.2000   70.0000   -78.694197228280
    4.2000   75.0000   -78.694196153641
    4.2000   80.0000   -78.694195351792
    4.2000   85.0000   -78.694194932818
    4.2000   90.0000   -78.694194849381
    4.3000   0.0000   -78.694220429089
    4.3000   5.0000   -78.694219998964
    4.3000   10.0000   -78.694218997192
    4.3000   15.0000   -78.694217483972
    4.3000   20.0000   -78.694215568811
    4.3000   25.0000   -78.694213329820
    4.3000   30.0000   -78.694207937568
    4.3000   35.0000   -78.694205437392
    4.3000   40.0000   -78.694202881412
    4.3000   45.0000   -78.694200356724
    4.3000   50.0000   -78.694197947617
    4.3000   55.0000   -78.694195732880
    4.3000   60.0000   -78.694193779700
    4.3000   65.0000   -78.694192204881
    4.3000   70.0000   -78.694190891725
    4.3000   75.0000   -78.694189905431
    4.3000   80.0000   -78.694189162992
    4.3000   85.0000   -78.694188781572
    4.3000   90.0000   -78.694188696759
    4.4000   0.0000   -78.694211473597
    4.4000   5.0000   -78.694211079437
    4.4000   10.0000   -78.694210169821
    4.4000   15.0000   -78.694208787358
    4.4000   20.0000   -78.694204170141
    4.4000   25.0000   -78.694202244555
    4.4000   30.0000   -78.694200134011
    4.4000   35.0000   -78.694197912135
    4.4000   40.0000   -78.694195650099
    4.4000   45.0000   -78.694193418486
    4.4000   50.0000   -78.694191288795
    4.4000   55.0000   -78.694189329358
    4.4000   60.0000   -78.694187667585
    4.4000   65.0000   -78.694186206607
    4.4000   70.0000   -78.694185034661
    4.4000   75.0000   -78.694184086350
    4.4000   80.0000   -78.694183480978
    4.4000   85.0000   -78.694183144283
    4.4000   90.0000   -78.694183055694
    4.5000   0.0000   -78.694200281311
    4.5000   5.0000   -78.694199938824
    4.5000   10.0000   -78.694199167401
    4.5000   15.0000   -78.694197989956
    4.5000   20.0000   -78.694196504727
    4.5000   25.0000   -78.694194795007
    4.5000   30.0000   -78.694192932951
    4.5000   35.0000   -78.694190983081
    4.5000   40.0000   -78.694189004778
    4.5000   45.0000   -78.694187056579
    4.5000   50.0000   -78.694185198792
    4.5000   55.0000   -78.694183558331
    4.5000   60.0000   -78.694182045840
    4.5000   65.0000   -78.694180699098
    4.5000   70.0000   -78.694179671383
    4.5000   75.0000   -78.694178896137
    4.5000   80.0000   -78.694178366245
    4.5000   85.0000   -78.694178069321
    4.5000   90.0000   -78.694177978069
    4.6000   0.0000   -78.694192895428
    4.6000   5.0000   -78.694192590398
    4.6000   10.0000   -78.694191920203
    4.6000   15.0000   -78.694190889427
    4.6000   20.0000   -78.694189583880
    4.6000   25.0000   -78.694188081911
    4.6000   30.0000   -78.694186451402
    4.6000   35.0000   -78.694184750744
    4.6000   40.0000   -78.694183031618
    4.6000   45.0000   -78.694181343647
    4.6000   50.0000   -78.694179805944
    4.6000   55.0000   -78.694178327175
    4.6000   60.0000   -78.694176950995
    4.6000   65.0000   -78.694175843375
    4.6000   70.0000   -78.694174952352
    4.6000   75.0000   -78.694174281754
    4.6000   80.0000   -78.694173822452
    4.6000   85.0000   -78.694173554489
    4.6000   90.0000   -78.694173465768
    4.7000   0.0000   -78.694186332272
    4.7000   5.0000   -78.694186060513
    4.7000   10.0000   -78.694185482178
    4.7000   15.0000   -78.694184587040
    4.7000   20.0000   -78.694183446219
    4.7000   25.0000   -78.694182133437
    4.7000   30.0000   -78.694180711694
    4.7000   35.0000   -78.694179234244
    4.7000   40.0000   -78.694177746107
    4.7000   45.0000   -78.694176358377
    4.7000   50.0000   -78.694174973434
    4.7000   55.0000   -78.694173633748
    4.7000   60.0000   -78.694172509402
    4.7000   65.0000   -78.694171557811
    4.7000   70.0000   -78.694170794245
    4.7000   75.0000   -78.694170219221
    4.7000   80.0000   -78.694169815805
    4.7000   85.0000   -78.694169572871
    4.7000   90.0000   -78.694169491398
    4.8000   0.0000   -78.694180575483
    4.8000   5.0000   -78.694180332542
    4.8000   10.0000   -78.694179833495
    4.8000   15.0000   -78.694179057393
    4.8000   20.0000   -78.694178066631
    4.8000   25.0000   -78.694176925358
    4.8000   30.0000   -78.694175690542
    4.8000   35.0000   -78.694174478765
    4.8000   40.0000   -78.694173190150
    4.8000   45.0000   -78.694171931440
    4.8000   50.0000   -78.694170671595
    4.8000   55.0000   -78.694169580127
    4.8000   60.0000   -78.694168617651
    4.8000   65.0000   -78.694167806418
    4.8000   70.0000   -78.694167156470
    4.8000   75.0000   -78.694166657928
    4.8000   80.0000   -78.694166299574
    4.8000   85.0000   -78.694166083662
    4.8000   90.0000   -78.694166011728
    4.9000   0.0000   -78.694175565445
    4.9000   5.0000   -78.694175347557
    4.9000   10.0000   -78.694174919930
    4.9000   15.0000   -78.694174251728
    4.9000   20.0000   -78.694173396118
    4.9000   25.0000   -78.694172476292
    4.9000   30.0000   -78.694171402733
    4.9000   35.0000   -78.694170287842
    4.9000   40.0000   -78.694169168432
    4.9000   45.0000   -78.694168011668
    4.9000   50.0000   -78.694166984916
    4.9000   55.0000   -78.694166049055
    4.9000   60.0000   -78.694165228614
    4.9000   65.0000   -78.694164539974
    4.9000   70.0000   -78.694163981189
    4.9000   75.0000   -78.694163542278
    4.9000   80.0000   -78.694163227208
    4.9000   85.0000   -78.694163039011
    4.9000   90.0000   -78.694162976674
    5.0000   0.0000   -78.694171239312
    5.0000   5.0000   -78.694171112535
    5.0000   10.0000   -78.694170746138
    5.0000   15.0000   -78.694170170787
    5.0000   20.0000   -78.694169429089
    5.0000   25.0000   -78.694168567393
    5.0000   30.0000   -78.694167630426
    5.0000   35.0000   -78.694166657545
    5.0000   40.0000   -78.694165616679
    5.0000   45.0000   -78.694164672692
    5.0000   50.0000   -78.694163787220
    5.0000   55.0000   -78.694162985706
    5.0000   60.0000   -78.694162287857
    5.0000   65.0000   -78.694161698620
    5.0000   70.0000   -78.694161209258
    5.0000   75.0000   -78.694160824260
    5.0000   80.0000   -78.694160550679
    5.0000   85.0000   -78.694160388448
    5.0000   90.0000   -78.694160334671
    5.1000   0.0000   -78.694167511956
    5.1000   5.0000   -78.694167403657
    5.1000   10.0000   -78.694167087774
    5.1000   15.0000   -78.694166589122
    5.1000   20.0000   -78.694165942826
    5.1000   25.0000   -78.694165190165
    5.1000   30.0000   -78.694164302483
    5.1000   35.0000   -78.694163452243
    5.1000   40.0000   -78.694162603207
    5.1000   45.0000   -78.694161783592
    5.1000   50.0000   -78.694161019923
    5.1000   55.0000   -78.694160333908
    5.1000   60.0000   -78.694159736367
    5.1000   65.0000   -78.694159222646
    5.1000   70.0000   -78.694158792805
    5.1000   75.0000   -78.694158458234
    5.1000   80.0000   -78.694158221806
    5.1000   85.0000   -78.694158082755
    5.1000   90.0000   -78.694158036171
    5.2000   0.0000   -78.694164297259
    5.2000   5.0000   -78.694164203383
    5.2000   10.0000   -78.694163929037
    5.2000   15.0000   -78.694163494767
    5.2000   20.0000   -78.694162862815
    5.2000   25.0000   -78.694162203977
    5.2000   30.0000   -78.694161486336
    5.2000   35.0000   -78.694160740713
    5.2000   40.0000   -78.694159998660
    5.2000   45.0000   -78.694159286567
    5.2000   50.0000   -78.694158627435
    5.2000   55.0000   -78.694158037741
    5.2000   60.0000   -78.694157517979
    5.2000   65.0000   -78.694157065300
    5.2000   70.0000   -78.694156689360
    5.2000   75.0000   -78.694156399893
    5.2000   80.0000   -78.694156196195
    5.2000   85.0000   -78.694156074850
    5.2000   90.0000   -78.694156035450
    5.3000   0.0000   -78.694161517384
    5.3000   5.0000   -78.694161368490
    5.3000   10.0000   -78.694161129856
    5.3000   15.0000   -78.694160751359
    5.3000   20.0000   -78.694160258236
    5.3000   25.0000   -78.694159680522
    5.3000   30.0000   -78.694159049983
    5.3000   35.0000   -78.694158396774
    5.3000   40.0000   -78.694157747136
    5.3000   45.0000   -78.694157127172
    5.3000   50.0000   -78.694156556102
    5.3000   55.0000   -78.694156043361
    5.3000   60.0000   -78.694155584821
    5.3000   65.0000   -78.694155186418
    5.3000   70.0000   -78.694154858985
    5.3000   75.0000   -78.694154607985
    5.3000   80.0000   -78.694154431198
    5.3000   85.0000   -78.694154326176
    5.3000   90.0000   -78.694154291882
    5.4000   0.0000   -78.694159108806
    5.4000   5.0000   -78.694158971996
    5.4000   10.0000   -78.694158763854
    5.4000   15.0000   -78.694158433247
    5.4000   20.0000   -78.694158001309
    5.4000   25.0000   -78.694157494444
    5.4000   30.0000   -78.694156940377
    5.4000   35.0000   -78.694156366085
    5.4000   40.0000   -78.694155797674
    5.4000   45.0000   -78.694155256860
    5.4000   50.0000   -78.694154758790
    5.4000   55.0000   -78.694154305346
    5.4000   60.0000   -78.694153898998
    5.4000   65.0000   -78.694153549319
    5.4000   70.0000   -78.694153263517
    5.4000   75.0000   -78.694153044934
    5.4000   80.0000   -78.694152889365
    5.4000   85.0000   -78.694152799870
    5.4000   90.0000   -78.694152769301
    5.5000   0.0000   -78.694157016974
    5.5000   5.0000   -78.694156891006
    5.5000   10.0000   -78.694156709537
    5.5000   15.0000   -78.694156419882
    5.5000   20.0000   -78.694156041158
    5.5000   25.0000   -78.694155596561
    5.5000   30.0000   -78.694155108074
    5.5000   35.0000   -78.694154604273
    5.5000   40.0000   -78.694154105509
    5.5000   45.0000   -78.694153631131
    5.5000   50.0000   -78.694153191145
    5.5000   55.0000   -78.694152788012
    5.5000   60.0000   -78.694152427289
    5.5000   65.0000   -78.694152119348
    5.5000   70.0000   -78.694151868957
    5.5000   75.0000   -78.694151676800
    5.5000   80.0000   -78.694151542251
    5.5000   85.0000   -78.694151462633
    5.5000   90.0000   -78.694151436886
    5.6000   0.0000   -78.694155198498
    5.6000   5.0000   -78.694155082958
    5.6000   10.0000   -78.694154923659
    5.6000   15.0000   -78.694154670061
    5.6000   20.0000   -78.694154337456
    5.6000   25.0000   -78.694153943173
    5.6000   30.0000   -78.694153513679
    5.6000   35.0000   -78.694153069550
    5.6000   40.0000   -78.694152631066
    5.6000   45.0000   -78.694152212832
    5.6000   50.0000   -78.694151821551
    5.6000   55.0000   -78.694151461059
    5.6000   60.0000   -78.694151140929
    5.6000   65.0000   -78.694150868869
    5.6000   70.0000   -78.694150648477
    5.6000   75.0000   -78.694150479136
    5.6000   80.0000   -78.694150360609
    5.6000   85.0000   -78.694150291310
    5.6000   90.0000   -78.694150267664
    5.7000   0.0000   -78.694153549945
    5.7000   5.0000   -78.694153502233
    5.7000   10.0000   -78.694153364218
    5.7000   15.0000   -78.694153141086
    5.7000   20.0000   -78.694152846651
    5.7000   25.0000   -78.694152501505
    5.7000   30.0000   -78.694152122724
    5.7000   35.0000   -78.694151730852
    5.7000   40.0000   -78.694151342724
    5.7000   45.0000   -78.694150969880
    5.7000   50.0000   -78.694150619589
    5.7000   55.0000   -78.694150297549
    5.7000   60.0000   -78.694150013012
    5.7000   65.0000   -78.694149771499
    5.7000   70.0000   -78.694149575503
    5.7000   75.0000   -78.694149426052
    5.7000   80.0000   -78.694149321879
    5.7000   85.0000   -78.694149258807
    5.7000   90.0000   -78.694149238848
    5.8000   0.0000   -78.694152161486
    5.8000   5.0000   -78.694152120004
    5.8000   10.0000   -78.694151996624
    5.8000   15.0000   -78.694151799319
    5.8000   20.0000   -78.694151541732
    5.8000   25.0000   -78.694151237276
    5.8000   30.0000   -78.694150902567
    5.8000   35.0000   -78.694150556096
    5.8000   40.0000   -78.694150210856
    5.8000   45.0000   -78.694149877353
    5.8000   50.0000   -78.694149563777
    5.8000   55.0000   -78.694149274964
    5.8000   60.0000   -78.694149019102
    5.8000   65.0000   -78.694148804836
    5.8000   70.0000   -78.694148631774
    5.8000   75.0000   -78.694148497558
    5.8000   80.0000   -78.694148402539
    5.8000   85.0000   -78.694148348497
    5.8000   90.0000   -78.694148330891
    5.9000   0.0000   -78.694150937953
    5.9000   5.0000   -78.694150901048
    5.9000   10.0000   -78.694150793593
    5.9000   15.0000   -78.694150621154
    5.9000   20.0000   -78.694150394349
    5.9000   25.0000   -78.694150125205
    5.9000   30.0000   -78.694149828323
    5.9000   35.0000   -78.694149521779
    5.9000   40.0000   -78.694149214591
    5.9000   45.0000   -78.694148913832
    5.9000   50.0000   -78.694148631112
    5.9000   55.0000   -78.694148373103
    5.9000   60.0000   -78.694148145665
    5.9000   65.0000   -78.694147953956
    5.9000   70.0000   -78.694147796766
    5.9000   75.0000   -78.694147676608
    5.9000   80.0000   -78.694147594644
    5.9000   85.0000   -78.694147543850
    5.9000   90.0000   -78.694147527824
    6.0000   0.0000   -78.694149865614
    6.0000   5.0000   -78.694149833264
    6.0000   10.0000   -78.694149737952
    6.0000   15.0000   -78.694149586088
    6.0000   20.0000   -78.694149383621
    6.0000   25.0000   -78.694149143803
    6.0000   30.0000   -78.694148882689
    6.0000   35.0000   -78.694148608011
    6.0000   40.0000   -78.694148332286
    6.0000   45.0000   -78.694148065237
    6.0000   50.0000   -78.694147809219
    6.0000   55.0000   -78.694147577372
    6.0000   60.0000   -78.694147372779
    6.0000   65.0000   -78.694147199955
    6.0000   70.0000   -78.694147058903
    6.0000   75.0000   -78.694146950641
    6.0000   80.0000   -78.694146875644
    6.0000   85.0000   -78.694146829656
    6.0000   90.0000   -78.694146814975
    6.2000   0.0000   -78.694148081247
    6.2000   5.0000   -78.694148055044
    6.2000   10.0000   -78.694147979944
    6.2000   15.0000   -78.694147859327
    6.2000   20.0000   -78.694147701299
    6.2000   25.0000   -78.694147515180
    6.2000   30.0000   -78.694147305240
    6.2000   35.0000   -78.694147083304
    6.2000   40.0000   -78.694146858943
    6.2000   45.0000   -78.694146638861
    6.2000   50.0000   -78.694146431099
    6.2000   55.0000   -78.694146243202
    6.2000   60.0000   -78.694146076881
    6.2000   65.0000   -78.694145934620
    6.2000   70.0000   -78.694145819558
    6.2000   75.0000   -78.694145730344
    6.2000   80.0000   -78.694145666876
    6.2000   85.0000   -78.694145629127
    6.2000   90.0000   -78.694145617669
    6.4000   0.0000   -78.694146675470
    6.4000   5.0000   -78.694146655280
    6.4000   10.0000   -78.694146596394
    6.4000   15.0000   -78.694146500731
    6.4000   20.0000   -78.694146376662
    6.4000   25.0000   -78.694146225268
    6.4000   30.0000   -78.694146056859
    6.4000   35.0000   -78.694145874943
    6.4000   40.0000   -78.694145693951
    6.4000   45.0000   -78.694145515367
    6.4000   50.0000   -78.694145344552
    6.4000   55.0000   -78.694145187474
    6.4000   60.0000   -78.694145048104
    6.4000   65.0000   -78.694144929806
    6.4000   70.0000   -78.694144833300
    6.4000   75.0000   -78.694144757738
    6.4000   80.0000   -78.694144704729
    6.4000   85.0000   -78.694144673509
    6.4000   90.0000   -78.694144662391
    6.6000   0.0000   -78.694145566444
    6.6000   5.0000   -78.694145550023
    6.6000   10.0000   -78.694145502895
    6.6000   15.0000   -78.694145426659
    6.6000   20.0000   -78.694145325202
    6.6000   25.0000   -78.694145203268
    6.6000   30.0000   -78.694145064494
    6.6000   35.0000   -78.694144914713
    6.6000   40.0000   -78.694144764507
    6.6000   45.0000   -78.694144616096
    6.6000   50.0000   -78.694144471406
    6.6000   55.0000   -78.694144341197
    6.6000   60.0000   -78.694144223495
