	0	1	2
970	23.0000000000	60.0000000000	-0.0004198537
1045	23.0000000000	65.0000000000	-0.0004185375
1195	23.0000000000	75.0000000000	-0.0004110739
1270	23.0000000000	80.0000000000	-0.0004073468
1345	23.0000000000	85.0000000000	-0.0004071254
1120	23.0000000000	70.0000000000	-0.0004062490
1420	23.0000000000	90.0000000000	-0.0004060275
71	24.0000000000	0.0000000000	-0.0003695954
146	24.0000000000	5.0000000000	-0.0003667416
221	24.0000000000	10.0000000000	-0.0003636694
296	24.0000000000	15.0000000000	-0.0003630113
521	24.0000000000	30.0000000000	-0.0003599392
371	24.0000000000	20.0000000000	-0.0003575252
446	24.0000000000	25.0000000000	-0.0003570854
596	24.0000000000	35.0000000000	-0.0003474292
671	24.0000000000	40.0000000000	-0.0003419399
746	24.0000000000	45.0000000000	-0.0003401871
896	24.0000000000	55.0000000000	-0.0003360140
821	24.0000000000	50.0000000000	-0.0003349192
971	24.0000000000	60.0000000000	-0.0003213114
1046	24.0000000000	65.0000000000	-0.0003210899
1196	24.0000000000	75.0000000000	-0.0003158220
1346	24.0000000000	85.0000000000	-0.0003129714
1271	24.0000000000	80.0000000000	-0.0003120949
1421	24.0000000000	90.0000000000	-0.0003112154
1121	24.0000000000	70.0000000000	-0.0003098992
72	25.0000000000	0.0000000000	-0.0002857556
147	25.0000000000	5.0000000000	-0.0002846578
222	25.0000000000	10.0000000000	-0.0002811459
297	25.0000000000	15.0000000000	-0.0002807092
522	25.0000000000	30.0000000000	-0.0002793930
447	25.0000000000	25.0000000000	-0.0002760995
372	25.0000000000	20.0000000000	-0.0002758811
597	25.0000000000	35.0000000000	-0.0002681992
672	25.0000000000	40.0000000000	-0.0002642476
747	25.0000000000	45.0000000000	-0.0002640292
897	25.0000000000	55.0000000000	-0.0002613937
822	25.0000000000	50.0000000000	-0.0002592011
972	25.0000000000	60.0000000000	-0.0002477859
1047	25.0000000000	65.0000000000	-0.0002477859
1197	25.0000000000	75.0000000000	-0.0002442740
1347	25.0000000000	85.0000000000	-0.0002422997
1272	25.0000000000	80.0000000000	-0.0002414233
1422	25.0000000000	90.0000000000	-0.0002407652
1122	25.0000000000	70.0000000000	-0.0002383480
1274	100.0000000000	80.0000000000	0.0000000000
1199	100.0000000000	75.0000000000	0.0000000000
1349	100.0000000000	85.0000000000	0.0000000000
1424	100.0000000000	90.0000000000	0.0000000000
599	100.0000000000	35.0000000000	0.0000000000
899	100.0000000000	55.0000000000	0.0000000000
749	100.0000000000	45.0000000000	0.0000000000
674	100.0000000000	40.0000000000	0.0000000000
974	100.0000000000	60.0000000000	0.0000000000
524	100.0000000000	30.0000000000	0.0000000000
1049	100.0000000000	65.0000000000	0.0000000000
449	100.0000000000	25.0000000000	0.0000000000
374	100.0000000000	20.0000000000	0.0000000000
1124	100.0000000000	70.0000000000	0.0000000000
299	100.0000000000	15.0000000000	0.0000000000
224	100.0000000000	10.0000000000	0.0000000000
824	100.0000000000	50.0000000000	0.0000000000
74	100.0000000000	0.0000000000	0.0000000000
149	100.0000000000	5.0000000000	0.0000000000
523	50.0000000000	30.0000000000	0.0000002183
898	50.0000000000	55.0000000000	0.0000013162
73	50.0000000000	0.0000000000	0.0000052679
1423	50.0000000000	90.0000000000	0.0000057076
823	50.0000000000	50.0000000000	0.0000065840
148	50.0000000000	5.0000000000	0.0000065840
748	50.0000000000	45.0000000000	0.0000065840
1348	50.0000000000	85.0000000000	0.0000068024
1198	50.0000000000	75.0000000000	0.0000068055
1048	50.0000000000	65.0000000000	0.0000074636
298	50.0000000000	15.0000000000	0.0000076819
448	50.0000000000	25.0000000000	0.0000079002
223	50.0000000000	10.0000000000	0.0000079002
1273	50.0000000000	80.0000000000	0.0000081186
598	50.0000000000	35.0000000000	0.0000081217
673	50.0000000000	40.0000000000	0.0000098776
373	50.0000000000	20.0000000000	0.0000109724
973	50.0000000000	60.0000000000	0.0000125100
1123	50.0000000000	70.0000000000	0.0000142659
984	3.4000000000	65.0000000000	0.5086710840
610	3.5000000000	40.0000000000	0.9122610048
909	3.4000000000	60.0000000000	4.0016280363
535	3.5000000000	35.0000000000	4.8953748170
1358	3.3000000000	90.0000000000	5.0040573373
1283	3.3000000000	85.0000000000	5.3639395448
834	3.4000000000	55.0000000000	7.0675540790
1208	3.3000000000	80.0000000000	7.1378643107
460	3.5000000000	30.0000000000	7.4834078010
1133	3.3000000000	75.0000000000	9.0325446790
385	3.5000000000	25.0000000000	9.2996079931
759	3.4000000000	50.0000000000	10.6648802164
1058	3.3000000000	70.0000000000	11.7442957331
310	3.5000000000	20.0000000000	11.8842933320
235	3.5000000000	15.0000000000	13.2828822427
85	3.5000000000	5.0000000000	13.7994065667
10	3.5000000000	0.0000000000	14.0374768458
160	3.5000000000	10.0000000000	14.2009645939
684	3.4000000000	45.0000000000	14.9888640295
983	3.3000000000	65.0000000000	15.3993586230
609	3.4000000000	40.0000000000	19.1253326673
908	3.3000000000	60.0000000000	19.7821901675
1357	3.2000000000	90.0000000000	21.7504022179
1282	3.2000000000	85.0000000000	22.3531963102
534	3.4000000000	35.0000000000	23.3764774580
1207	3.2000000000	80.0000000000	24.1763275082
833	3.3000000000	55.0000000000	25.1194843960
1132	3.2000000000	75.0000000000	27.2634989184
459	3.4000000000	30.0000000000	27.4888914592
758	3.3000000000	50.0000000000	31.6463179497
1057	3.2000000000	70.0000000000	31.6793460308
384	3.4000000000	25.0000000000	32.3224293013
309	3.4000000000	20.0000000000	35.7064750415
982	3.2000000000	65.0000000000	37.4935055179
234	3.4000000000	15.0000000000	37.6398766590
683	3.3000000000	45.0000000000	38.2584702937
159	3.4000000000	10.0000000000	38.6447783451
84	3.4000000000	5.0000000000	40.3046605797
9	3.4000000000	0.0000000000	40.8834088152
907	3.2000000000	60.0000000000	45.1309188858
608	3.3000000000	40.0000000000	45.3546265256
1356	3.1000000000	90.0000000000	46.8022612128
1281	3.1000000000	85.0000000000	47.7508656785
1206	3.1000000000	80.0000000000	50.6200588339
533	3.3000000000	35.0000000000	52.6817512730
832	3.2000000000	55.0000000000	53.8619987023
1131	3.1000000000	75.0000000000	55.4786321481
458	3.3000000000	30.0000000000	59.7384538642
1056	3.1000000000	70.0000000000	62.4292633090
757	3.2000000000	50.0000000000	63.5309794242
383	3.3000000000	25.0000000000	66.3225171866
981	3.1000000000	65.0000000000	72.0339912979
308	3.3000000000	20.0000000000	72.0618856458
682	3.2000000000	45.0000000000	74.2962238521
233	3.3000000000	15.0000000000	76.7937169671
158	3.3000000000	10.0000000000	80.6045765585
83	3.3000000000	5.0000000000	82.3371174077
906	3.1000000000	60.0000000000	83.1829783392
8	3.3000000000	0.0000000000	83.7662073678
1355	3.0000000000	90.0000000000	84.8640221014
607	3.2000000000	40.0000000000	85.8903585545
1280	3.0000000000	85.0000000000	86.3205424354
1205	3.0000000000	80.0000000000	90.4138074963
831	3.1000000000	55.0000000000	96.4181505275
532	3.2000000000	35.0000000000	97.5660375184
