      R       THETA       E_CP
    3.5000   0.0000   -78.704596468390
    3.5000   5.0000   -78.704597553125
    3.5000   10.0000   -78.704595723502
    3.5000   15.0000   -78.704599906588
    3.5000   20.0000   -78.704606279039
    3.5000   25.0000   -78.704618055719
    3.5000   30.0000   -78.704626330904
    3.5000   35.0000   -78.704638122887
    3.5000   40.0000   -78.704656271291
    3.5000   45.0000   -78.704665777492
    3.5000   50.0000   -78.704669986306
    3.5000   55.0000   -78.704682989768
    3.5000   60.0000   -78.704690192600
    3.5000   65.0000   -78.704694282773
    3.5000   70.0000   -78.704699165250
    3.5000   75.0000   -78.704702871111
    3.5000   80.0000   -78.704705915354
    3.5000   85.0000   -78.704707333179
    3.5000   90.0000   -78.704707743295
    3.6000   0.0000   -78.704671315900
    3.6000   5.0000   -78.704671868956
    3.6000   10.0000   -78.704670539551
    3.6000   15.0000   -78.704672560035
    3.6000   20.0000   -78.704675523872
    3.6000   25.0000   -78.704687157572
    3.6000   30.0000   -78.704691067463
    3.6000   35.0000   -78.704695241581
    3.6000   40.0000   -78.704699569603
    3.6000   45.0000   -78.704703896160
    3.6000   50.0000   -78.704708042959
    3.6000   55.0000   -78.704709863851
    3.6000   60.0000   -78.704713182343
    3.6000   65.0000   -78.704715941468
    3.6000   70.0000   -78.704718652320
    3.6000   75.0000   -78.704720101704
    3.6000   80.0000   -78.704721099407
    3.6000   85.0000   -78.704721680616
    3.6000   90.0000   -78.704721840629
    3.7000   0.0000   -78.704714313509
    3.7000   5.0000   -78.704714375518
    3.7000   10.0000   -78.704711436624
    3.7000   15.0000   -78.704719718948
    3.7000   20.0000   -78.704712827320
    3.7000   25.0000   -78.704720976101
    3.7000   30.0000   -78.704721766886
    3.7000   35.0000   -78.704722696196
    3.7000   40.0000   -78.704723758856
    3.7000   45.0000   -78.704722930394
    3.7000   50.0000   -78.704724080428
    3.7000   55.0000   -78.704725139163
    3.7000   60.0000   -78.704726658155
    3.7000   65.0000   -78.704727156231
    3.7000   70.0000   -78.704727501434
    3.7000   75.0000   -78.704727718302
    3.7000   80.0000   -78.704727840134
    3.7000   85.0000   -78.704727898587
    3.7000   90.0000   -78.704727900480
    3.8000   0.0000   -78.704736525727
    3.8000   5.0000   -78.704736356168
    3.8000   10.0000   -78.704735905741
    3.8000   15.0000   -78.704734938679
    3.8000   20.0000   -78.704733883307
    3.8000   25.0000   -78.704738254448
    3.8000   30.0000   -78.704735292019
    3.8000   35.0000   -78.704734354415
    3.8000   40.0000   -78.704733521324
    3.8000   45.0000   -78.704732804592
    3.8000   50.0000   -78.704732819158
    3.8000   55.0000   -78.704732084280
    3.8000   60.0000   -78.704731387412
    3.8000   65.0000   -78.704730728510
    3.8000   70.0000   -78.704730124557
    3.8000   75.0000   -78.704729605313
    3.8000   80.0000   -78.704729204671
    3.8000   85.0000   -78.704728951719
    3.8000   90.0000   -78.704728858381
    3.9000   0.0000   -78.704743544807
    3.9000   5.0000   -78.704743263345
    3.9000   10.0000   -78.704747595249
    3.9000   15.0000   -78.704746630912
    3.9000   20.0000   -78.704742074441
    3.9000   25.0000   -78.704743563670
    3.9000   30.0000   -78.704741112632
    3.9000   35.0000   -78.704739778444
    3.9000   40.0000   -78.704737874429
    3.9000   45.0000   -78.704736055992
    3.9000   50.0000   -78.704734352519
    3.9000   55.0000   -78.704732773815
    3.9000   60.0000   -78.704731326195
    3.9000   65.0000   -78.704730023931
    3.9000   70.0000   -78.704728892746
    3.9000   75.0000   -78.704727965977
    3.9000   80.0000   -78.704727277125
    3.9000   85.0000   -78.704726859833
    3.9000   90.0000   -78.704726706879
    4.0000   0.0000   -78.704749747120
    4.0000   5.0000   -78.704749462992
    4.0000   10.0000   -78.704748627308
    4.0000   15.0000   -78.704747289838
    4.0000   20.0000   -78.704745628188
    4.0000   25.0000   -78.704743575617
    4.0000   30.0000   -78.704741311202
    4.0000   35.0000   -78.704738953360
    4.0000   40.0000   -78.704736604398
    4.0000   45.0000   -78.704734338007
    4.0000   50.0000   -78.704732198915
    4.0000   55.0000   -78.704730213073
    4.0000   60.0000   -78.704728400883
    4.0000   65.0000   -78.704726786789
    4.0000   70.0000   -78.704725401901
    4.0000   75.0000   -78.704724280867
    4.0000   80.0000   -78.704723455737
    4.0000   85.0000   -78.704722961489
    4.0000   90.0000   -78.704722780467
    4.1000   0.0000   -78.704746330454
    4.1000   5.0000   -78.704746038321
    4.1000   10.0000   -78.704745179286
    4.1000   15.0000   -78.704743804639
    4.1000   20.0000   -78.704742036741
    4.1000   25.0000   -78.704739908113
    4.1000   30.0000   -78.704737556136
    4.1000   35.0000   -78.704735095452
    4.1000   40.0000   -78.704732626750
    4.1000   45.0000   -78.704730226925
    4.1000   50.0000   -78.704727948541
    4.1000   55.0000   -78.704725827348
    4.1000   60.0000   -78.704723892839
    4.1000   65.0000   -78.704722175628
    4.1000   70.0000   -78.704720709445
    4.1000   75.0000   -78.704719528516
    4.1000   80.0000   -78.704718677554
    4.1000   85.0000   -78.704718144930
    4.1000   90.0000   -78.704717957638
    4.2000   0.0000   -78.704740426755
    4.2000   5.0000   -78.704740149530
    4.2000   10.0000   -78.704739334012
    4.2000   15.0000   -78.704738029943
    4.2000   20.0000   -78.704736315194
    4.2000   25.0000   -78.704734274655
    4.2000   30.0000   -78.704732012648
    4.2000   35.0000   -78.704729634154
    4.2000   40.0000   -78.704727233024
    4.2000   45.0000   -78.704724884105
    4.2000   50.0000   -78.704722642309
    4.2000   55.0000   -78.704720548832
    4.2000   60.0000   -78.704718638265
    4.2000   65.0000   -78.704716944324
    4.2000   70.0000   -78.704715501233
    4.2000   75.0000   -78.704714357987
    4.2000   80.0000   -78.704713507607
    4.2000   85.0000   -78.704712984140
    4.2000   90.0000   -78.704712803472
    4.3000   0.0000   -78.704733378831
    4.3000   5.0000   -78.704733128537
    4.3000   10.0000   -78.704732391227
    4.3000   15.0000   -78.704731206652
    4.3000   20.0000   -78.704729638103
    4.3000   25.0000   -78.704727766880
    4.3000   30.0000   -78.704725684819
    4.3000   35.0000   -78.704723484692
    4.3000   40.0000   -78.704721250986
    4.3000   45.0000   -78.704719053366
    4.3000   50.0000   -78.704716946125
    4.3000   55.0000   -78.704714972231
    4.3000   60.0000   -78.704713168609
    4.3000   65.0000   -78.704711569770
    4.3000   70.0000   -78.704710226171
    4.3000   75.0000   -78.704709132684
    4.3000   80.0000   -78.704708330599
    4.3000   85.0000   -78.704707837463
    4.3000   90.0000   -78.704707669848
    4.4000   0.0000   -78.704726055981
    4.4000   5.0000   -78.704725833918
    4.4000   10.0000   -78.704725179573
    4.4000   15.0000   -78.704724127165
    4.4000   20.0000   -78.704722731101
    4.4000   25.0000   -78.704721061175
    4.4000   30.0000   -78.704719195964
    4.4000   35.0000   -78.704717215808
    4.4000   40.0000   -78.704715194741
    4.4000   45.0000   -78.704713196048
    4.4000   50.0000   -78.704711271371
    4.4000   55.0000   -78.704709463243
    4.4000   60.0000   -78.704707808614
    4.4000   65.0000   -78.704706359100
    4.4000   70.0000   -78.704705109676
    4.4000   75.0000   -78.704704105433
    4.4000   80.0000   -78.704703368717
    4.4000   85.0000   -78.704702917382
    4.4000   90.0000   -78.704702765330
    4.5000   0.0000   -78.704718927797
    4.5000   5.0000   -78.704718734242
    4.5000   10.0000   -78.704718163466
    4.5000   15.0000   -78.704717244532
    4.5000   20.0000   -78.704716023128
    4.5000   25.0000   -78.704714558089
    4.5000   30.0000   -78.704712915859
    4.5000   35.0000   -78.704711164653
    4.5000   40.0000   -78.704709368686
    4.5000   45.0000   -78.704707584322
    4.5000   50.0000   -78.704705859471
    4.5000   55.0000   -78.704704234646
    4.5000   60.0000   -78.704702763437
    4.5000   65.0000   -78.704701441204
    4.5000   70.0000   -78.704700314655
    4.5000   75.0000   -78.704699408872
    4.5000   80.0000   -78.704698744946
    4.5000   85.0000   -78.704698339731
    4.5000   90.0000   -78.704698203613
    4.6000   0.0000   -78.704712259887
    4.6000   5.0000   -78.704712092919
    4.6000   10.0000   -78.704711600359
    4.6000   15.0000   -78.704710806412
    4.6000   20.0000   -78.704709749224
    4.6000   25.0000   -78.704708477750
    4.6000   30.0000   -78.704707047669
    4.6000   35.0000   -78.704705516554
    4.6000   40.0000   -78.704703939519
    4.6000   45.0000   -78.704702366227
    4.6000   50.0000   -78.704700840116
    4.6000   55.0000   -78.704699416992
    4.6000   60.0000   -78.704698093177
    4.6000   65.0000   -78.704696916602
    4.6000   70.0000   -78.704695913551
    4.6000   75.0000   -78.704695107190
    4.6000   80.0000   -78.704694517075
    4.6000   85.0000   -78.704694157533
    4.6000   90.0000   -78.704694036838
    4.7000   0.0000   -78.704706177667
    4.7000   5.0000   -78.704706034567
    4.7000   10.0000   -78.704705612179
    4.7000   15.0000   -78.704704930502
    4.7000   20.0000   -78.704704021251
    4.7000   25.0000   -78.704702925034
    4.7000   30.0000   -78.704701688329
    4.7000   35.0000   -78.704700359392
    4.7000   40.0000   -78.704698985372
    4.7000   45.0000   -78.704697628249
    4.7000   50.0000   -78.704696289157
    4.7000   55.0000   -78.704695021180
    4.7000   60.0000   -78.704693854746
    4.7000   65.0000   -78.704692816880
    4.7000   70.0000   -78.704691931968
    4.7000   75.0000   -78.704691221100
    4.7000   80.0000   -78.704690701312
    4.7000   85.0000   -78.704690384654
    4.7000   90.0000   -78.704690278319
    4.8000   0.0000   -78.704700720987
    4.8000   5.0000   -78.704700598707
    4.8000   10.0000   -78.704700237662
    4.8000   15.0000   -78.704699654394
    4.8000   20.0000   -78.704698875150
    4.8000   25.0000   -78.704697933705
    4.8000   30.0000   -78.704696868559
    4.8000   35.0000   -78.704695720392
    4.8000   40.0000   -78.704694547851
    4.8000   45.0000   -78.704693350695
    4.8000   50.0000   -78.704692182265
    4.8000   55.0000   -78.704691073314
    4.8000   60.0000   -78.704690051599
    4.8000   65.0000   -78.704689142006
    4.8000   70.0000   -78.704688366551
    4.8000   75.0000   -78.704687743895
    4.8000   80.0000   -78.704687288542
    4.8000   85.0000   -78.704687011003
    4.8000   90.0000   -78.704686917785
    4.9000   0.0000   -78.704695879881
    4.9000   5.0000   -78.704695775561
    4.9000   10.0000   -78.704695467336
    4.9000   15.0000   -78.704694968989
    4.9000   20.0000   -78.704694302283
    4.9000   25.0000   -78.704693495227
    4.9000   30.0000   -78.704692598862
    4.9000   35.0000   -78.704691608783
    4.9000   40.0000   -78.704690578381
    4.9000   45.0000   -78.704689540035
    4.9000   50.0000   -78.704688523912
    4.9000   55.0000   -78.704687557704
    4.9000   60.0000   -78.704686666606
    4.9000   65.0000   -78.704685873085
    4.9000   70.0000   -78.704685196585
    4.9000   75.0000   -78.704684653166
    4.9000   80.0000   -78.704684255539
    4.9000   85.0000   -78.704684013072
    4.9000   90.0000   -78.704683931586
    5.0000   0.0000   -78.704691617221
    5.0000   5.0000   -78.704691528229
    5.0000   10.0000   -78.704691265100
    5.0000   15.0000   -78.704690858859
    5.0000   20.0000   -78.704690288229
    5.0000   25.0000   -78.704689596191
    5.0000   30.0000   -78.704688809486
    5.0000   35.0000   -78.704687956686
    5.0000   40.0000   -78.704687066633
    5.0000   45.0000   -78.704686167372
    5.0000   50.0000   -78.704685285546
    5.0000   55.0000   -78.704684445898
    5.0000   60.0000   -78.704683670980
    5.0000   65.0000   -78.704682980650
    5.0000   70.0000   -78.704682391780
    5.0000   75.0000   -78.704681918401
    5.0000   80.0000   -78.704681571786
    5.0000   85.0000   -78.704681360354
    5.0000   90.0000   -78.704681289270
    5.1000   0.0000   -78.704687901845
    5.1000   5.0000   -78.704687825757
    5.1000   10.0000   -78.704687600754
    5.1000   15.0000   -78.704687236421
    5.1000   20.0000   -78.704686747746
    5.1000   25.0000   -78.704686154067
    5.1000   30.0000   -78.704685477773
    5.1000   35.0000   -78.704684742959
    5.1000   40.0000   -78.704683974199
    5.1000   45.0000   -78.704683195906
    5.1000   50.0000   -78.704682431552
    5.1000   55.0000   -78.704681703043
    5.1000   60.0000   -78.704681030140
    5.1000   65.0000   -78.704680430171
    5.1000   70.0000   -78.704679917933
    5.1000   75.0000   -78.704679505837
    5.1000   80.0000   -78.704679203934
    5.1000   85.0000   -78.704679019724
    5.1000   90.0000   -78.704678957787
    5.2000   0.0000   -78.704684639236
    5.2000   5.0000   -78.704684574115
    5.2000   10.0000   -78.704684381434
    5.2000   15.0000   -78.704684069198
    5.2000   20.0000   -78.704683649893
    5.2000   25.0000   -78.704683139794
    5.2000   30.0000   -78.704682557609
    5.2000   35.0000   -78.704681923798
    5.2000   40.0000   -78.704681259528
    5.2000   45.0000   -78.704680586015
    5.2000   50.0000   -78.704679923721
    5.2000   55.0000   -78.704679291804
    5.2000   60.0000   -78.704678707482
    5.2000   65.0000   -78.704678185933
    5.2000   70.0000   -78.704677740236
    5.2000   75.0000   -78.704677381494
    5.2000   80.0000   -78.704677118563
    5.2000   85.0000   -78.704676958080
    5.2000   90.0000   -78.704676904114
    5.3000   0.0000   -78.704681794373
    5.3000   5.0000   -78.704681738477
    5.3000   10.0000   -78.704681573078
    5.3000   15.0000   -78.704681304825
    5.3000   20.0000   -78.704680944259
    5.3000   25.0000   -78.704680505003
    5.3000   30.0000   -78.704680002962
    5.3000   35.0000   -78.704679455599
    5.3000   40.0000   -78.704678881124
    5.3000   45.0000   -78.704678297893
    5.3000   50.0000   -78.704677723646
    5.3000   55.0000   -78.704677175023
    5.3000   60.0000   -78.704676667109
    5.3000   65.0000   -78.704676213327
    5.3000   70.0000   -78.704675825268
    5.3000   75.0000   -78.704675512740
    5.3000   80.0000   -78.704675283631
    5.3000   85.0000   -78.704675143753
    5.3000   90.0000   -78.704675096727
    5.4000   0.0000   -78.704679315543
    5.4000   5.0000   -78.704679267442
    5.4000   10.0000   -78.704679125039
    5.4000   15.0000   -78.704678893988
    5.4000   20.0000   -78.704678583144
    5.4000   25.0000   -78.704678204052
    5.4000   30.0000   -78.704677770320
    5.4000   35.0000   -78.704677296822
    5.4000   40.0000   -78.704676799256
    5.4000   45.0000   -78.704676293405
    5.4000   50.0000   -78.704675794705
    5.4000   55.0000   -78.704675317631
    5.4000   60.0000   -78.704674875507
    5.4000   65.0000   -78.704674480156
    5.4000   70.0000   -78.704674141887
    5.4000   75.0000   -78.704673869352
    5.4000   80.0000   -78.704673669497
    5.4000   85.0000   -78.704673547486
    5.4000   90.0000   -78.704673506453
    5.5000   0.0000   -78.704677155574
    5.5000   5.0000   -78.704677114052
    5.5000   10.0000   -78.704676991126
    5.5000   15.0000   -78.704676791571
    5.5000   20.0000   -78.704676522922
    5.5000   25.0000   -78.704676195002
    5.5000   30.0000   -78.704675819394
    5.5000   35.0000   -78.704675408903
    5.5000   40.0000   -78.704674976971
    5.5000   45.0000   -78.704674537282
    5.5000   50.0000   -78.704674103253
    5.5000   55.0000   -78.704673687610
    5.5000   60.0000   -78.704673302057
    5.5000   65.0000   -78.704672957084
    5.5000   70.0000   -78.704672661790
    5.5000   75.0000   -78.704672423782
    5.5000   80.0000   -78.704672249229
    5.5000   85.0000   -78.704672142642
    5.5000   90.0000   -78.704672106809
    5.6000   0.0000   -78.704675272354
    5.6000   5.0000   -78.704675236429
    5.6000   10.0000   -78.704675130011
    5.6000   15.0000   -78.704674957150
    5.6000   20.0000   -78.704674724313
    5.6000   25.0000   -78.704674439858
    5.6000   30.0000   -78.704674113715
    5.6000   35.0000   -78.704673756837
    5.6000   40.0000   -78.704673380861
    5.6000   45.0000   -78.704672997714
    5.6000   50.0000   -78.704672619097
    5.6000   55.0000   -78.704672256220
    5.6000   60.0000   -78.704671919385
    5.6000   65.0000   -78.704671617827
    5.6000   70.0000   -78.704671359593
    5.6000   75.0000   -78.704671151416
    5.6000   80.0000   -78.704670998725
    5.6000   85.0000   -78.704670905465
    5.6000   90.0000   -78.704670874106
    5.7000   0.0000   -78.704673628612
    5.7000   5.0000   -78.704673597410
    5.7000   10.0000   -78.704673505003
    5.7000   15.0000   -78.704673354833
    5.7000   20.0000   -78.704673152383
    5.7000   25.0000   -78.704672904864
    5.7000   30.0000   -78.704672620742
    5.7000   35.0000   -78.704672309547
    5.7000   40.0000   -78.704671981391
    5.7000   45.0000   -78.704671646616
    5.7000   50.0000   -78.704671315580
    5.7000   55.0000   -78.704670998058
    5.7000   60.0000   -78.704670703189
    5.7000   65.0000   -78.704670439099
    5.7000   70.0000   -78.704670212851
    5.7000   75.0000   -78.704670030427
    5.7000   80.0000   -78.704669896596
    5.7000   85.0000   -78.704669814852
    5.7000   90.0000   -78.704669787373
    5.8000   0.0000   -78.704672191678
    5.8000   5.0000   -78.704672164506
    5.8000   10.0000   -78.704672083977
    5.8000   15.0000   -78.704671953054
    5.8000   20.0000   -78.704671776450
    5.8000   25.0000   -78.704671560326
    5.8000   30.0000   -78.704671312051
    5.8000   35.0000   -78.704671039867
    5.8000   40.0000   -78.704670752614
    5.8000   45.0000   -78.704670459404
    5.8000   50.0000   -78.704670169243
    5.8000   55.0000   -78.704669890830
    5.8000   60.0000   -78.704669632152
    5.8000   65.0000   -78.704669400384
    5.8000   70.0000   -78.704669201780
    5.8000   75.0000   -78.704669041606
    5.8000   80.0000   -78.704668924074
    5.8000   85.0000   -78.704668852290
    5.8000   90.0000   -78.704668828147
    5.9000   0.0000   -78.704670933185
    5.9000   5.0000   -78.704670909424
    5.9000   10.0000   -78.704670839014
    5.9000   15.0000   -78.704670724489
    5.9000   20.0000   -78.704670569890
    5.9000   25.0000   -78.704670380570
    5.9000   30.0000   -78.704670162938
    5.9000   35.0000   -78.704669924193
    5.9000   40.0000   -78.704669672080
    5.9000   45.0000   -78.704669414605
    5.9000   50.0000   -78.704669159720
    5.9000   55.0000   -78.704668915046
    5.9000   60.0000   -78.704668687629
    5.9000   65.0000   -78.704668483811
    5.9000   70.0000   -78.704668309104
    5.9000   75.0000   -78.704668168168
    5.9000   80.0000   -78.704668064731
    5.9000   85.0000   -78.704668001546
    5.9000   90.0000   -78.704667980296
    6.0000   0.0000   -78.704669828694
    6.0000   5.0000   -78.704669807853
    6.0000   10.0000   -78.704669746065
    6.0000   15.0000   -78.704669645545
    6.0000   20.0000   -78.704669509779
    6.0000   25.0000   -78.704669343438
    6.0000   30.0000   -78.704669152118
    6.0000   35.0000   -78.704668942129
    6.0000   40.0000   -78.704668720295
    6.0000   45.0000   -78.704668493678
    6.0000   50.0000   -78.704668269255
    6.0000   55.0000   -78.704668053759
    6.0000   60.0000   -78.704667853397
    6.0000   65.0000   -78.704667673759
    6.0000   70.0000   -78.704667519743
    6.0000   75.0000   -78.704667395456
    6.0000   80.0000   -78.704667304224
    6.0000   85.0000   -78.704667248492
    6.0000   90.0000   -78.704667229751
    6.2000   0.0000   -78.704668001067
    6.2000   5.0000   -78.704667984880
    6.2000   10.0000   -78.704667936879
    6.2000   15.0000   -78.704667858742
    6.2000   20.0000   -78.704667753140
    6.2000   25.0000   -78.704667623666
    6.2000   30.0000   -78.704667474647
    6.2000   35.0000   -78.704667311018
    6.2000   40.0000   -78.704667138083
    6.2000   45.0000   -78.704666961314
    6.2000   50.0000   -78.704666786180
    6.2000   55.0000   -78.704666617896
    6.2000   60.0000   -78.704666461322
    6.2000   65.0000   -78.704666320860
    6.2000   70.0000   -78.704666200347
    6.2000   75.0000   -78.704666103050
    6.2000   80.0000   -78.704666031594
    6.2000   85.0000   -78.704665987927
    6.2000   90.0000   -78.704665973243
    6.4000   0.0000   -78.704666575474
    6.4000   5.0000   -78.704666562770
    6.4000   10.0000   -78.704666525093
    6.4000   15.0000   -78.704666463745
    6.4000   20.0000   -78.704666380798
    6.4000   25.0000   -78.704666279073
    6.4000   30.0000   -78.704666161957
    6.4000   35.0000   -78.704666033318
    6.4000   40.0000   -78.704665897309
    6.4000   45.0000   -78.704665758230
    6.4000   50.0000   -78.704665620345
    6.4000   55.0000   -78.704665487763
    6.4000   60.0000   -78.704665364310
    6.4000   65.0000   -78.704665253469
    6.4000   70.0000   -78.704665158311
    6.4000   75.0000   -78.704665081443
    6.4000   80.0000   -78.704665024970
    6.4000   85.0000   -78.704664990448
    6.4000   90.0000   -78.704664978840
    6.6000   0.0000   -78.704665454523
    6.6000   5.0000   -78.704665444464
    6.6000   10.0000   -78.704665414636
    6.6000   15.0000   -78.704665366048
    6.6000   20.0000   -78.704665300354
    6.6000   25.0000   -78.704665219763
    6.6000   30.0000   -78.704665126953
    6.6000   35.0000   -78.704665024979
    6.6000   40.0000   -78.704664917105
    6.6000   45.0000   -78.704664806714
    6.6000   50.0000   -78.704664697204
    6.6000   55.0000   -78.704664591812
    6.6000   60.0000   -78.704664493589
