R	phi	theta2	theta1	E
2.90	90	90	90	123.606213
2.90	90	90	120	-2891.516669
2.90	90	90	150	-16771.457485
2.90	90	90	180	-11191.29933
3.00	0	0	0	92576.874383
3.00	0	0	30	-14792.366593
3.00	0	0	90	146.730847
3.00	0	0	150	-14792.366552
3.00	0	0	180	92576.874158
3.00	0	30	0	36717.31627
3.00	0	30	30	-16232.747314
3.00	0	30	60	-3060.823566
3.00	0	30	90	84.181764
3.00	0	30	120	-22892.370846
3.00	0	30	150	-15520.42785
3.00	0	30	180	36717.316505
3.00	0	60	0	369.55284
3.00	0	60	30	-17763.626092
3.00	0	60	60	-3054.590631
3.00	0	60	90	-22.094209
3.00	0	60	120	-23065.616009
3.00	0	60	150	-17553.624763
3.00	0	60	180	369.552644
3.00	0	90	0	-10182.173376
3.00	0	90	30	-18445.945827
3.00	0	90	60	-23321.748852
3.00	0	90	90	-66.644305
3.00	0	90	120	-23321.748773
3.00	0	90	150	-18445.945959
3.00	0	90	180	-10182.173334
3.00	30	0	0	92576.874383
3.00	30	0	30	-14792.873093
3.00	30	0	90	153.211524
3.00	30	0	150	-14792.873174
3.00	30	0	180	92576.874158
3.00	30	30	0	36717.31627
3.00	30	30	30	-16115.623847
3.00	30	30	60	-3078.335391
3.00	30	30	90	98.019558
3.00	30	30	120	-22938.103011
3.00	30	30	150	-15462.468842
3.00	30	30	180	36717.316505
3.00	30	60	0	369.55284
3.00	30	60	30	-17537.419479
3.00	30	60	60	-3102.509669
3.00	30	60	90	4.487617
3.00	30	60	120	-23133.989282
3.00	30	60	150	-17288.535396
3.00	30	60	180	369.552644
3.00	30	90	0	-10182.173376
3.00	30	90	30	-18149.947585
3.00	30	90	90	-34.359452
3.00	30	90	150	-18149.947883
3.00	30	90	180	-10182.173334
3.00	60	0	0	92576.874383
3.00	60	0	30	-14792.855233
3.00	60	0	90	143.716163
3.00	60	0	150	-14792.855166
3.00	60	0	180	92576.874158
3.00	60	30	0	36717.31627
3.00	60	30	30	-15816.969961
3.00	60	30	60	-3071.939277
3.00	60	30	90	103.023723
3.00	60	30	150	-15374.533762
3.00	60	30	180	36717.316505
3.00	60	60	0	369.55284
3.00	60	60	30	-17048.200514
3.00	60	60	60	-3156.586065
3.00	60	60	90	34.348114
3.00	60	60	120	-3067.374166
3.00	60	60	150	-16802.845862
3.00	60	60	180	369.552644
3.00	60	90	0	-10182.173376
3.00	60	90	30	-17516.286318
3.00	60	90	60	-3152.846919
3.00	60	90	90	6.711113
3.00	60	90	150	-17516.286373
3.00	60	90	180	-10182.173334
3.00	90	0	0	92576.874383
3.00	90	0	30	-14793.017442
3.00	90	0	90	146.730882
3.00	90	0	150	-14793.01748
3.00	90	0	180	92576.874158
3.00	90	30	0	36717.31627
3.00	90	30	30	-15479.275282
3.00	90	30	60	-3045.638158
3.00	90	30	90	113.158161
3.00	90	30	120	-3046.425817
3.00	90	30	150	-15479.275455
3.00	90	30	180	36717.316505
3.00	90	60	0	369.55284
3.00	90	60	30	-16712.484329
3.00	90	60	60	-3163.998633
3.00	90	60	90	56.58426
3.00	90	60	120	-3163.998754
3.00	90	60	150	-16712.484357
3.00	90	60	180	369.552644
3.00	90	90	0	-10182.173376
3.00	90	90	30	-17200.865467
3.00	90	90	60	-3214.645623
3.00	90	90	90	34.540698
3.00	90	90	120	-3214.644069
3.00	90	90	150	-17200.865463
3.00	90	90	180	-10182.173334
3.10	0	0	0	58310.022332
3.10	0	0	30	-15990.14136
3.10	0	0	60	-3255.380526
3.10	0	0	90	49.987182
3.10	0	0	120	-3255.380747
3.10	0	0	150	-15990.141322
3.10	0	0	180	58310.021886
3.10	0	30	0	13941.260735
3.10	0	30	30	-16888.204491
3.10	0	30	60	-3333.583012
3.10	0	30	90	2.819426
3.10	0	30	120	-3831.659947
3.10	0	30	150	-16763.05969
3.10	0	30	180	13941.260824
3.10	0	60	0	-2118.871064
3.10	0	60	30	-18115.959749
3.10	0	60	60	-3323.827717
3.10	0	60	90	-76.450889
3.10	0	60	150	-18273.999914
3.10	0	60	180	-2118.871111
3.10	0	90	0	-5647.512666
3.10	0	90	30	-18812.060214
3.10	0	90	60	-3223.949301
3.10	0	90	90	-109.216583
3.10	0	90	120	-3223.949529
3.10	0	90	150	-18812.060393
3.10	0	90	180	-5647.512603
3.10	30	0	0	58310.022332
3.10	30	0	30	-15990.571277
3.10	30	0	60	-3268.764654
3.10	30	0	90	56.466464
3.10	30	0	120	-3268.623131
3.10	30	0	150	-15990.571337
3.10	30	0	180	58310.021886
3.10	30	30	0	13941.260735
3.10	30	30	30	-16813.928285
3.10	30	30	60	-3348.092583
3.10	30	30	90	15.62011
3.10	30	30	120	-3194.770763
3.10	30	30	150	-16669.613603
3.10	30	30	180	13941.260824
3.10	30	60	0	-2118.871064
3.10	30	60	30	-17942.670561
3.10	30	60	60	-3363.303539
3.10	30	60	90	-52.78055
3.10	30	60	120	-3205.565596
3.10	30	60	150	-18037.998097
3.10	30	60	180	-2118.871111
3.10	30	90	0	-5647.512666
3.10	30	90	30	-18540.027719
3.10	30	90	60	-3294.155633
3.10	30	90	90	-80.741545
3.10	30	90	120	-3294.36744
3.10	30	90	150	-18540.027875
3.10	30	90	180	-5647.512603
3.10	60	0	0	58310.022332
3.10	60	0	30	-15990.578559
3.10	60	0	60	-3262.625428
3.10	60	0	90	46.97248
3.10	60	0	120	-3262.625544
3.10	60	0	150	-15990.57863
3.10	60	0	180	58310.021886
3.10	60	30	0	13941.260735
3.10	60	30	30	-16647.515807
3.10	60	30	60	-3342.21523
3.10	60	30	90	18.589661
3.10	60	30	120	-3255.034875
3.10	60	30	150	-16514.924148
3.10	60	30	180	13941.260824
3.10	60	60	0	-2118.871064
3.10	60	60	30	-17581.525789
3.10	60	60	60	-3403.725614
3.10	60	60	90	-28.570089
3.10	60	60	120	-3322.447543
3.10	60	60	150	-17599.068536
3.10	60	60	180	-2118.871111
3.10	60	90	0	-5647.512666
3.10	60	90	30	-18005.729383
3.10	60	90	60	-3393.665122
3.10	60	90	90	-47.080321
3.10	60	90	120	-3394.48393
3.10	60	90	150	-18005.729317
3.10	60	90	180	-5647.512603
3.10	90	0	0	58310.022332
3.10	90	0	30	-15990.72322
3.10	90	0	60	-3265.306589
3.10	90	0	90	49.987219
3.10	90	0	120	-3265.306715
3.10	90	0	150	-15990.723071
3.10	90	0	180	58310.021886
3.10	90	30	0	13941.260735
3.10	90	30	30	-16518.490406
3.10	90	30	60	-3318.076186
3.10	90	30	90	27.724828
3.10	90	30	120	-3318.076374
3.10	90	30	150	-16518.490695
3.10	90	30	180	13941.260824
3.10	90	60	0	-2118.871064
3.10	90	60	30	-17380.586046
3.10	90	60	60	-3407.044011
3.10	90	60	90	-9.07021
3.10	90	60	120	-3407.04793
3.10	90	60	150	-17380.586212
3.10	90	60	180	-2118.871111
3.10	90	90	0	-5647.512666
3.10	90	90	30	-17749.68
3.10	90	90	60	-3449.15029
3.10	90	90	90	-22.847418
3.10	90	90	120	-3448.53993
3.10	90	90	150	-17749.679813
3.10	90	90	180	-5647.512603
3.20	0	0	0	41414.926618
3.20	0	0	30	-794.529655
3.20	0	0	60	-3460.414293
3.20	0	0	90	-13.084776
3.20	0	0	120	-3460.413831
3.20	0	0	150	-794.529707
3.20	0	0	180	41414.926304
3.20	0	30	0	1427.159505
3.20	0	30	30	-1541.279857
3.20	0	30	60	-3526.97032
3.20	0	30	90	-48.627235
3.20	0	30	120	-3368.005141
3.20	0	30	150	-829.092215
3.20	0	30	180	1427.159382
3.20	0	60	0	-2993.045189
3.20	0	60	30	-18612.248124
3.20	0	60	60	-3513.206311
3.20	0	60	90	-107.689192
3.20	0	60	120	-3347.25236
3.20	0	60	150	-18926.382336
3.20	0	60	180	-2993.045002
3.20	0	90	0	690.147851
3.20	0	90	30	-19214.475269
3.20	0	90	60	-3426.705935
3.20	0	90	90	-131.742328
3.20	0	90	120	-3427.030962
3.20	0	90	150	-19214.475273
3.20	0	90	180	690.147873
3.20	30	0	0	41414.926618
3.20	30	0	30	-796.458892
3.20	30	0	60	-3474.399989
3.20	30	0	90	-6.605863
3.20	30	0	120	-3474.724264
3.20	30	0	150	-796.437084
3.20	30	0	180	41414.926304
3.20	30	30	0	1427.159505
3.20	30	30	30	-1487.902803
3.20	30	30	60	-3543.268375
3.20	30	30	90	-36.742011
3.20	30	30	120	-3406.57166
3.20	30	30	150	-884.280369
3.20	30	30	180	1427.159382
3.20	30	60	0	-2993.045189
3.20	30	60	30	-18481.995763
3.20	30	60	90	-86.546048
3.20	30	60	120	-3414.236542
3.20	30	60	150	-18720.286795
3.20	30	60	180	-2993.045003
3.20	30	90	0	690.147851
3.20	30	90	30	-19000.600117
3.20	30	90	60	-3487.165627
3.20	30	90	90	-106.521408
3.20	30	90	120	-3487.165462
3.20	30	90	150	-19000.599815
3.20	30	90	180	690.147873
3.20	60	0	0	41414.926618
3.20	60	0	30	-798.02356
3.20	60	0	60	-3467.381918
3.20	60	0	90	-16.099393
3.20	60	0	120	-3467.414719
3.20	60	0	150	-798.023804
3.20	60	0	180	41414.926304
3.20	60	30	0	1427.159505
3.20	60	30	30	-1342.118389
3.20	60	30	60	-3533.05835
3.20	60	30	90	-35.601467
3.20	60	30	120	-3458.30813
3.20	60	30	150	-1006.184915
3.20	60	30	180	1427.159382
3.20	60	60	0	-2993.045189
3.20	60	60	30	-1909.725152
3.20	60	60	60	-3580.321464
3.20	60	60	90	-67.287706
3.20	60	60	120	-3512.034071
3.20	60	60	150	-1697.475535
