9	8	1.337	1.285	1.231	1.180	1.140	1.109	1.088	1.073	1.062	1.052	1.045	1.039	1.035	1.032	1.031	1.032	1.034	1.037	1.041	1.045	1.049	1.053	1.057	1.060	1.063	1.065	1.066	1.067	1.068	1.068	1.067	1.067	1.065	1.064	1.062	1.060	1.058	1.056	1.054	1.052	1.049	1.047	1.045	1.042	1.039	1.037	1.034	1.031	1.028	1.025	1.022	1.019	1.015	1.011	1.008	1.004	1.001	1.005	1.009	1.014	1.019	1.024	1.029	1.035	1.040	1.046	1.051	1.057	1.063	1.069	1.075	1.080	1.086	1.092	1.098	1.104	1.110	1.116	1.121	1.127	1.133	1.139	1.145	1.151	1.157	1.164	1.170	1.176	1.183	1.189	1.196	1.203	1.210	1.217	1.224	1.231
10	1	4.883	4.978	5.088	5.175	5.229	5.263	5.291	5.324	5.366	5.418	5.479	5.548	5.625	5.708	5.796	5.888	5.983	6.080	6.178	6.277	6.374	6.471	6.566	6.660	6.753	6.844	6.933	7.022	7.110	7.197	7.284	7.371	7.458	7.545	7.633	7.722	7.812	7.903	7.995	8.088	8.183	8.279	8.376	8.475	8.575	8.677	8.780	8.884	8.990	9.096	9.204	9.312	9.421	9.530	9.640	9.751	9.861	9.972	10.083	10.194	10.304	10.414	10.524	10.633	10.742	10.850	10.957	11.063	11.167	11.270	11.372	11.471	11.568	11.663	11.754	11.843	11.927	12.008	12.084	12.155	12.221	12.282	12.336	12.385	12.427	12.462	12.490	12.510	12.523	12.528	12.525	12.514	12.494	12.466	12.429	12.383
10	2	4.284	4.291	4.330	4.405	4.507	4.621	4.733	4.835	4.920	4.988	5.040	5.077	5.101	5.113	5.116	5.112	5.103	5.090	5.074	5.057	5.037	5.016	4.994	4.969	4.943	4.915	4.884	4.851	4.816	4.778	4.738	4.696	4.651	4.604	4.556	4.505	4.453	4.399	4.344	4.288	4.231	4.173	4.115	4.056	3.997	3.938	3.879	3.820	3.762	3.705	3.648	3.592	3.537	3.484	3.431	3.380	3.330	3.281	3.234	3.188	3.144	3.101	3.059	3.019	2.979	2.942	2.905	2.869	2.835	2.801	2.769	2.737	2.707	2.678	2.649	2.622	2.596	2.571	2.546	2.523	2.499	2.480	2.460	2.440	2.422	2.404	2.387	2.370	2.354	2.339	2.324	2.309	2.294	2.280	2.265	2.251
10	3	3.830	3.902	3.981	4.046	4.096	4.139	4.184	4.237	4.300	4.371	4.449	4.531	4.616	4.702	4.786	4.868	4.947	5.023	5.095	5.166	5.234	5.301	5.367	5.432	5.498	5.565	5.632	5.701	5.772	5.844	5.919	5.995	6.074	6.155	6.238	6.323	6.409	6.499	6.589	6.682	6.775	6.870	6.966	7.063	7.160	7.257	7.355	7.452	7.549	7.646	7.742	7.837	7.933	8.027	8.121	8.214	8.307	8.399	8.491	8.583	8.674	8.765	8.856	8.947	9.037	9.127	9.218	9.308	9.398	9.488	9.577	9.665	9.752	9.837	9.921	10.003	10.083	10.159	10.233	10.303	10.370	10.432	10.492	10.547	10.598	10.646	10.690	10.730	10.767	10.801	10.831	10.859	10.884	10.906	10.926	10.943
10	4	3.869	3.821	3.797	3.801	3.827	3.860	3.890	3.912	3.924	3.926	3.921	3.912	3.900	3.889	3.878	3.868	3.860	3.852	3.844	3.836	3.826	3.816	3.803	3.789	3.772	3.753	3.731	3.707	3.681	3.652	3.622	3.589	3.555	3.518	3.481	3.442	3.402	3.362	3.321	3.279	3.237	3.195	3.153	3.111	3.070	3.029	2.988	2.947	2.907	2.868	2.829	2.790	2.752	2.714	2.677	2.640	2.604	2.568	2.532	2.497	2.463	2.429	2.396	2.363	2.331	2.299	2.268	2.238	2.208	2.179	2.151	2.123	2.096	2.070	2.045	2.020	1.996	1.974	1.951	1.930	1.910	1.890	1.871	1.852	1.834	1.817	1.800	1.784	1.768	1.752	1.737	1.723	1.708	1.694	1.681	1.667
10	5	2.718	2.787	2.847	2.887	2.910	2.926	2.944	2.967	2.997	3.033	3.073	3.115	3.159	3.203	3.245	3.287	3.327	3.368	3.408	3.448	3.489	3.531	3.574	3.618	3.663	3.710	3.758	3.808	3.859	3.911	3.965	4.020	4.076	4.134	4.192	4.251	4.311	4.371	4.432	4.493	4.553	4.614	4.675	4.735	4.795	4.855	4.914	4.973	5.031	5.089	5.146	5.202	5.259	5.315	5.370	5.426	5.481	5.536	5.591	5.646	5.701	5.756	5.812	5.867	5.923	5.978	6.034	6.090	6.146	6.203	6.259	6.316	6.372	6.430	6.487	6.544	6.601	6.659	6.716	6.774	6.832	6.890	6.948	7.006	7.065	7.125	7.185	7.245	7.306	7.368	7.430	7.492	7.555	7.619	7.684	7.748
10	6	2.519	2.458	2.418	2.404	2.408	2.421	2.436	2.447	2.454	2.457	2.456	2.454	2.451	2.447	2.443	2.439	2.434	2.429	2.423	2.417	2.409	2.400	2.390	2.379	2.366	2.353	2.338	2.323	2.306	2.289	2.271	2.252	2.233	2.212	2.193	2.172	2.152	2.131	2.111	2.091	2.070	2.050	2.031	2.012	1.993	1.974	1.956	1.938	1.920	1.903	1.886	1.870	1.853	1.837	1.821	1.806	1.790	1.775	1.760	1.745	1.730	1.716	1.701	1.687	1.673	1.659	1.646	1.632	1.619	1.606	1.593	1.581	1.569	1.557	1.545	1.533	1.522	1.511	1.500	1.489	1.479	1.469	1.458	1.448	1.438	1.429	1.419	1.409	1.399	1.389	1.379	1.369	1.359	1.349	1.339	1.329
10	7	2.245	2.312	2.367	2.401	2.417	2.424	2.430	2.438	2.450	2.467	2.486	2.507	2.529	2.550	2.571	2.592	2.612	2.631	2.651	2.669	2.688	2.707	2.727	2.746	2.766	2.786	2.807	2.829	2.850	2.873	2.896	2.919	2.943	2.967	2.992	3.017	3.042	3.068	3.094	3.121	3.148	3.176	3.203	3.231	3.260	3.288	3.317	3.346	3.375	3.404	3.433	3.462	3.492	3.521	3.550	3.580	3.609	3.639	3.668	3.697	3.727	3.756	3.785	3.815	3.844	3.873	3.902	3.932	3.961	3.990	4.020	4.049	4.079	4.108	4.138	4.167	4.197	4.227	4.257	4.287	4.317	4.347	4.377	4.408	4.438	4.469	4.500	4.531	4.563	4.594	4.626	4.658	4.691	4.723	4.756	4.790
10	8	2.509	2.402	2.305	2.233	2.183	2.148	2.120	2.095	2.070	2.044	2.017	1.991	1.964	1.938	1.912	1.887	1.862	1.838	1.814	1.790	1.766	1.742	1.718	1.694	1.671	1.647	1.623	1.600	1.577	1.554	1.532	1.510	1.488	1.467	1.446	1.426	1.406	1.387	1.368	1.350	1.332	1.315	1.298	1.281	1.266	1.250	1.235	1.220	1.206	1.192	1.179	1.165	1.152	1.140	1.127	1.115	1.103	1.091	1.079	1.068	1.056	1.045	1.034	1.023	1.013	1.002	1.008	1.019	1.030	1.040	1.051	1.062	1.073	1.084	1.095	1.106	1.117	1.128	1.139	1.151	1.162	1.174	1.185	1.197	1.208	1.220	1.232	1.244	1.256	1.268	1.280	1.292	1.305	1.317	1.330	1.343
10	9	1.201	1.247	1.291	1.324	1.342	1.348	1.345	1.338	1.328	1.317	1.305	1.293	1.282	1.270	1.259	1.247	1.237	1.227	1.217	1.209	1.201	1.195	1.189	1.185	1.182	1.179	1.177	1.177	1.176	1.177	1.178	1.180	1.182	1.184	1.187	1.190	1.193	1.196	1.199	1.202	1.205	1.208	1.211	1.214	1.217	1.220	1.223	1.226	1.228	1.231	1.235	1.238	1.241	1.245	1.249	1.253	1.258	1.262	1.267	1.273	1.278	1.284	1.290	1.297	1.304	1.311	1.319	1.326	1.335	1.343	1.352	1.361	1.370	1.380	1.389	1.400	1.410	1.420	1.431	1.442	1.453	1.465	1.476	1.488	1.500	1.512	1.525	1.538	1.551	1.564	1.577	1.591	1.605	1.620	1.635	1.650
