R	phi	theta2	theta1	E
2.50	60	60	120	5611.534578
2.50	60	60	150	26892.507524
2.50	60	60	180	852293.735285
2.50	60	90	0	802306.750313
2.50	60	90	30	24549.221631
2.50	60	90	60	5294.036381
2.50	60	90	90	1032.116786
2.50	60	90	120	5294.03671
2.50	60	90	150	24549.222633
2.50	60	90	180	802306.750595
2.50	90	0	0	1036677.989937
2.50	90	0	30	25062.257326
2.50	90	0	60	6467.787278
2.50	90	0	90	1928.610322
2.50	90	0	120	6467.78702
2.50	90	0	150	25062.257141
2.50	90	0	180	1036677.989495
2.50	90	30	0	968322.299467
2.50	90	30	30	23417.07734
2.50	90	30	60	6116.505876
2.50	90	30	90	1691.209115
2.50	90	30	120	6116.505676
2.50	90	30	150	23417.077059
2.50	90	30	180	968322.299158
2.50	90	60	0	852293.735266
2.50	90	60	30	21324.302404
2.50	90	60	60	5470.422036
2.50	90	60	90	1255.893039
2.50	90	60	120	5470.422052
2.50	90	60	150	21324.302831
2.50	90	60	180	852293.735284
2.50	90	90	0	802306.750313
2.50	90	90	30	20682.35852
2.50	90	90	60	5172.919632
2.50	90	90	90	1056.728294
2.50	90	90	120	5172.919537
2.50	90	90	150	20682.358275
2.50	90	90	180	802306.750595
2.60	0	0	0	888807.982437
2.60	0	0	30	21404.727022
2.60	0	0	60	4935.846043
2.60	0	0	90	1340.939155
2.60	0	0	120	4935.845906
2.60	0	0	150	21404.72683
2.60	0	0	180	888807.982288
2.60	0	30	0	871408.320147
2.60	0	30	30	18714.568205
2.60	0	30	60	4684.947636
2.60	0	30	90	1127.406959
2.60	0	30	120	4866.476954
2.60	0	30	150	30228.053768
2.60	0	30	180	871408.320832
2.60	0	60	0	841136.020901
2.60	0	60	30	24443.233006
2.60	0	60	60	4379.969449
2.60	0	60	90	744.205119
2.60	0	60	120	4572.751629
2.60	0	60	150	40589.414632
2.60	0	60	180	841136.020874
2.60	0	90	0	827884.476783
2.60	0	90	30	37345.025459
2.60	0	90	60	4337.216219
2.60	0	90	90	572.638935
2.60	0	90	120	4337.216791
2.60	0	90	150	37345.025842
2.60	0	90	180	827884.476414
2.60	30	0	0	888807.982437
2.60	30	0	30	21404.231916
2.60	30	0	60	4935.314624
2.60	30	0	90	1340.583791
2.60	30	0	120	4935.314498
2.60	30	0	150	21404.232165
2.60	30	0	180	888807.982288
2.60	30	30	0	871408.320147
2.60	30	30	30	18532.018952
2.60	30	30	60	4670.195078
2.60	30	30	90	1134.744204
2.60	30	30	120	4824.032956
2.60	30	30	150	28018.634841
2.60	30	30	180	871408.320832
2.60	30	60	0	841136.020901
2.60	30	60	30	21898.447202
2.60	30	60	60	4315.810733
2.60	30	60	90	763.49615
2.60	30	60	120	4473.902354
2.60	30	60	150	33716.576887
2.60	30	60	180	841136.020874
2.60	30	90	0	827884.476782
2.60	30	90	30	30307.950049
2.60	30	90	60	4230.817511
2.60	30	90	90	596.345379
2.60	30	90	120	4230.817899
2.60	30	90	150	30307.950713
2.60	30	90	180	827884.476414
2.60	60	0	0	888807.982437
2.60	60	0	30	21404.405375
2.60	60	0	60	4935.574506
2.60	60	0	90	1340.944385
2.60	60	0	120	4935.574194
2.60	60	0	150	21404.405315
2.60	60	0	180	888807.982288
2.60	60	30	0	871408.320147
2.60	60	30	30	18630.082304
2.60	60	30	60	4649.571702
2.60	60	30	90	1150.146834
2.60	60	30	120	4734.588958
2.60	60	30	150	23602.085114
2.60	60	30	180	871408.320832
2.60	60	60	0	841136.020902
2.60	60	60	30	18374.589724
2.60	60	60	60	4198.405029
2.60	60	60	90	802.07441
2.60	60	60	120	4280.054204
2.60	60	60	150	23405.809401
2.60	60	60	180	841136.020874
2.60	60	90	0	827884.476783
2.60	60	90	30	20878.012368
2.60	60	90	60	4029.162602
2.60	60	90	90	643.561733
2.60	60	90	120	4029.16356
2.60	60	90	150	20878.012194
2.60	60	90	180	827884.476415
2.60	90	0	0	888807.982437
2.60	90	0	30	21404.726176
2.60	90	0	60	4936.05294
2.60	90	0	90	1340.939048
2.60	90	0	120	4936.053222
2.60	90	0	150	21404.726597
2.60	90	0	180	888807.982288
2.60	90	30	0	871408.320147
2.60	90	30	30	20139.831357
2.60	90	30	60	4665.323115
2.60	90	30	90	1157.57127
2.60	90	30	120	4665.323658
2.60	90	30	150	20139.831047
2.60	90	30	180	871408.320832
2.60	90	60	0	841136.020901
2.60	90	60	30	18319.598037
2.60	90	60	60	4164.475395
2.60	90	60	90	820.843763
2.60	90	60	120	4164.475286
2.60	90	60	150	18319.59756
2.60	90	60	180	841136.020874
2.60	90	90	0	827884.476782
2.60	90	90	30	17678.661411
2.60	90	90	60	3932.797046
2.60	90	90	90	666.702763
2.60	90	90	120	3932.796954
2.60	90	90	150	17678.661453
2.60	90	90	180	827884.476415
2.70	0	0	0	1156733.159075
2.70	0	0	30	18662.590094
2.70	0	0	60	3732.030864
2.70	0	0	90	909.527833
2.70	0	0	120	3732.030791
2.70	0	0	150	18662.590328
2.70	0	0	180	1156733.1593
2.70	0	30	0	1024550.13659
2.70	0	30	30	15832.43596
2.70	0	30	60	3534.233826
2.70	0	30	90	740.894919
2.70	0	30	120	3684.459517
2.70	0	30	150	26876.474597
2.70	0	30	180	1024550.13545
2.70	0	60	0	813738.495163
2.70	0	60	30	19760.407944
2.70	0	60	60	3298.723098
2.70	0	60	90	438.858272
2.70	0	60	120	3465.679371
2.70	0	60	150	35174.251701
2.70	0	60	180	813738.4949
2.70	0	90	0	728085.105232
2.70	0	90	30	30339.499783
2.70	0	90	60	3277.551133
2.70	0	90	90	303.97848
2.70	0	90	120	3277.551337
2.70	0	90	150	30339.49991
2.70	0	90	180	728085.105155
2.70	30	0	0	1156733.159075
2.70	30	0	30	18662.277456
2.70	30	0	60	3731.567737
2.70	30	0	90	909.169677
2.70	30	0	120	3731.568186
2.70	30	0	150	18662.277372
2.70	30	0	180	1156733.1593
2.70	30	30	0	1024550.13659
2.70	30	30	30	15775.483994
2.70	30	30	60	3523.510353
2.70	30	30	90	747.533412
2.70	30	30	120	3650.883811
2.70	30	30	150	24854.033362
2.70	30	30	180	1024550.13545
2.70	30	60	0	813738.495163
2.70	30	60	30	18031.157396
2.70	30	60	60	3249.628248
2.70	30	60	90	456.37192
2.70	30	60	120	3386.593776
2.70	30	60	150	29323.11546
2.70	30	60	180	813738.494901
2.70	30	90	0	728085.105232
2.70	30	90	30	25072.508606
2.70	30	90	60	3193.135162
2.70	30	90	90	325.535585
2.70	30	90	120	3193.134951
2.70	30	90	150	25072.50844
2.70	30	90	180	728085.105156
2.70	60	0	0	1156733.159075
2.70	60	0	30	18662.389794
2.70	60	0	60	3731.804797
2.70	60	0	90	909.532771
2.70	60	0	120	3731.804543
2.70	60	0	150	18662.389286
2.70	60	0	180	1156733.159301
2.70	60	30	0	1024550.13659
2.70	60	30	30	16075.052569
2.70	60	30	60	3509.487959
2.70	60	30	90	761.554707
2.70	60	30	120	3579.965265
2.70	60	30	150	20809.887703
2.70	60	30	180	1024550.13545
2.70	60	60	0	813738.495163
2.70	60	60	30	15646.157045
2.70	60	60	60	3160.492098
2.70	60	60	90	491.52861
2.70	60	60	120	3230.902105
2.70	60	60	150	20422.796453
2.70	60	60	180	813738.494901
2.70	60	90	0	728085.105232
2.70	60	90	30	17800.975111
2.70	60	90	60	3033.193029
2.70	60	90	90	368.631066
2.70	60	90	120	3033.193137
2.70	60	90	150	17800.975025
2.70	60	90	180	728085.105156
2.70	90	0	0	1156733.159075
2.70	90	0	30	18662.590017
2.70	90	0	60	3732.272797
2.70	90	0	90	909.52731
2.70	90	0	120	3732.272876
2.70	90	0	150	18662.590002
2.70	90	0	180	1156733.1593
2.70	90	30	0	1024550.13659
2.70	90	30	30	17599.414582
2.70	90	30	60	3524.169302
2.70	90	30	90	768.296178
2.70	90	30	120	3524.16926
2.70	90	30	150	17599.414968
2.70	90	30	180	1024550.13545
2.70	90	60	0	813738.495163
2.70	90	60	30	15916.03874
2.70	90	60	60	3137.167241
2.70	90	60	90	508.639257
2.70	90	60	120	3137.1668
2.70	90	60	150	15916.038313
2.70	90	60	180	813738.494901
2.70	90	90	0	728085.105232
2.70	90	90	30	15267.991444
2.70	90	90	60	2957.494505
2.70	90	90	90	389.764807
2.70	90	90	120	2957.494154
2.70	90	90	150	15267.991118
2.70	90	90	180	728085.105156
2.80	0	0	0	2187662.092959
2.80	0	0	30	16570.112274
2.80	0	0	60	2793.058434
2.80	0	0	90	597.068027
2.80	0	0	120	2793.058696
2.80	0	0	150	16570.11223
2.80	0	0	180	2187662.092468
2.80	0	30	0	1395906.222667
2.80	0	30	30	13636.137253
2.80	0	30	60	2637.914515
2.80	0	30	90	464.039392
2.80	0	30	120	2760.886883
2.80	0	30	150	23977.395472
2.80	0	30	180	1395906.222447
2.80	0	60	0	734932.751624
2.80	0	60	30	16080.907555
2.80	0	60	60	2455.62787
2.80	0	60	90	226.279853
2.80	0	60	120	2596.355356
2.80	0	60	150	29913.860646
2.80	0	60	180	734932.752261
2.80	0	90	0	554315.532643
2.80	0	90	30	24356.422223
2.80	0	90	60	2445.401007
2.80	0	90	90	120.407469
2.80	0	90	120	2445.400608
2.80	0	90	150	24356.422659
2.80	0	90	180	554315.532757
2.80	30	0	0	2187662.092959
2.80	30	0	30	16569.941444
2.80	30	0	60	2792.648863
2.80	30	0	90	596.710783
2.80	30	0	120	2792.647863
2.80	30	0	150	16569.941449
2.80	30	0	180	2187662.092468
2.80	30	30	0	1395906.222668
2.80	30	30	30	13671.70584
2.80	30	30	60	2630.172635
2.80	30	30	90	469.933141
2.80	30	30	120	2734.407566
2.80	30	30	150	22177.181583
2.80	30	30	180	1395906.222446
2.80	30	60	0	734932.751623
2.80	30	60	30	14981.333334
2.80	30	60	60	2418.540651
2.80	30	60	90	241.885383
2.80	30	60	120	2533.913643
2.80	30	60	150	25212.073558
2.80	30	60	180	734932.752262
2.80	30	90	0	554315.532643
2.80	30	90	30	20616.881441
2.80	30	90	60	2379.955901
2.80	30	90	90	139.639344
2.80	30	90	120	2379.955871
2.80	30	90	150	20616.881111
2.80	30	90	180	554315.532757
2.80	60	0	0	2187662.092959
2.80	60	0	30	16569.996467
2.80	60	0	60	2792.867061
2.80	60	0	90	597.073501
2.80	60	0	120	2792.866859
2.80	60	0	150	16569.996373
2.80	60	0	180	2187662.092468
2.80	60	30	0	1395906.222668
2.80	60	30	30	14109.734051
2.80	60	30	60	2620.807378
2.80	60	30	90	482.496272
2.80	60	30	120	2678.432862
2.80	60	30	150	18548.095381
2.80	60	30	180	1395906.222446
2.80	60	60	0	734932.751623
2.80	60	60	30	13509.698889
2.80	60	60	60	2351.703366
2.80	60	60	90	273.347732
2.80	60	60	120	2410.994437
2.80	60	60	150	17906.85926
2.80	60	60	180	734932.752262
2.80	60	90	0	554315.532643
2.80	60	90	30	15289.295595
2.80	60	90	60	2255.936717
2.80	60	90	90	178.223005
2.80	60	90	120	2255.937165
2.80	60	90	150	15289.295785
2.80	60	90	180	554315.532757
2.80	90	0	0	2187662.092959
2.80	90	0	30	16570.112021
2.80	90	0	60	2793.326726
2.80	90	0	90	597.067965
2.80	90	0	120	2793.326718
2.80	90	0	150	16570.111828
2.80	90	0	180	2187662.092468
2.80	90	30	0	1395906.222668
2.80	90	30	30	15606.218564
2.80	90	30	60	2633.898022
2.80	90	30	90	488.521957
2.80	90	30	120	2633.897305
2.80	90	30	150	15606.218848
2.80	90	30	180	1395906.222446
2.80	90	60	0	734932.751624
2.80	90	60	30	14033.401068
2.80	90	60	60	2336.026149
2.80	90	60	90	288.659776
2.80	90	60	120	2336.026503
2.80	90	60	150	14033.401441
2.80	90	60	180	734932.752262
2.80	90	90	0	554315.532643
2.80	90	90	30	13374.370172
2.80	90	90	60	2197.324965
2.80	90	90	90	197.138339
2.80	90	90	120	2197.324947
2.80	90	90	150	13374.370252
2.80	90	90	180	554315.532757
2.90	0	0	30	14926.62375
2.90	0	0	60	2066.260624
2.90	0	0	90	374.209817
2.90	0	0	120	2066.260445
2.90	0	0	150	14926.62331
2.90	0	30	0	1700664.694904
2.90	0	30	30	11962.572896
2.90	0	30	60	1945.532638
2.90	0	30	90	269.214252
2.90	0	30	120	2044.229679
2.90	0	30	150	21313.922231
2.90	0	30	180	1700664.696063
2.90	0	60	0	586328.611915
2.90	0	60	30	13310.151426
2.90	0	60	60	1804.055307
2.90	0	60	90	81.903997
2.90	0	60	120	1919.575895
2.90	0	60	150	25078.059343
2.90	0	60	180	586328.612686
2.90	0	90	0	377388.370214
2.90	0	90	30	19506.925493
2.90	0	90	60	1799.170274
2.90	0	90	90	-1.286812
2.90	0	90	120	1799.169631
2.90	0	90	150	19506.92511
2.90	0	90	180	377388.369888
2.90	30	0	30	14926.570234
2.90	30	0	60	2065.889105
2.90	30	0	90	373.853783
2.90	30	0	120	2065.889365
2.90	30	0	150	14926.570532
2.90	30	30	0	1700664.694904
2.90	30	30	30	12061.945842
2.90	30	30	60	1939.957226
2.90	30	30	90	274.377033
2.90	30	30	120	2023.557351
2.90	30	30	150	19781.153469
2.90	30	30	180	1700664.696065
2.90	30	60	0	586328.611916
2.90	30	60	30	12665.664635
2.90	30	60	60	1776.428882
2.90	30	60	90	95.625039
2.90	30	60	120	1871.09968
2.90	30	60	150	21500.3457
2.90	30	60	180	586328.612687
2.90	30	90	0	377388.370214
2.90	30	90	30	16986.921289
2.90	30	90	60	1749.278425
2.90	30	90	90	15.635361
2.90	30	90	120	1749.278039
2.90	30	90	150	16986.920935
2.90	30	90	180	377388.369888
2.90	60	0	30	14926.575968
2.90	60	0	60	2066.094429
2.90	60	0	90	374.215657
2.90	60	0	120	2066.095101
2.90	60	0	150	14926.576448
2.90	60	30	0	1700664.694904
2.90	60	30	30	12604.089112
2.90	60	30	60	1933.761228
2.90	60	30	90	285.511497
2.90	60	30	120	1979.870139
2.90	60	30	150	16657.626276
2.90	60	30	180	1700664.696063
2.90	60	60	0	586328.611915
2.90	60	60	30	11849.106197
2.90	60	60	60	1726.984132
2.90	60	60	90	123.424934
2.90	60	60	120	1775.506836
2.90	60	60	150	15774.225261
2.90	60	60	180	586328.612687
2.90	60	90	0	377388.370214
2.90	60	90	30	13279.651982
2.90	60	90	60	1654.709817
2.90	60	90	90	49.71468
2.90	60	90	120	1654.709891
2.90	60	90	150	13279.652046
2.90	60	90	180	377388.369888
2.90	90	0	30	14926.623781
2.90	90	0	60	2066.549801
2.90	90	0	90	374.209658
2.90	90	0	120	2066.54968
2.90	90	0	150	14926.623806
2.90	90	30	0	1700664.694905
2.90	90	30	30	14051.017145
2.90	90	30	60	1944.89807
2.90	90	30	90	290.836109
2.90	90	30	120	1944.898116
2.90	90	30	150	14051.017106
2.90	90	30	180	1700664.696064
2.90	90	60	0	586328.611916
2.90	90	60	30	12538.482525
2.90	90	60	60	1716.648412
2.90	90	60	90	136.947469
2.90	90	60	120	1716.648296
2.90	90	60	150	12538.482954
2.90	90	60	180	586328.612687
2.90	90	90	0	377388.370214
2.90	90	90	30	11865.379027
2.90	90	90	60	1610.096757
2.90	90	90	90	66.408973
2.90	90	90	120	1610.096657
2.90	90	90	150	11865.378928
2.90	90	90	180	377388.369888
3.00	0	0	30	13594.334514
3.00	0	0	60	1508.192904
3.00	0	0	90	218.0795
3.00	0	0	120	1508.193062
3.00	0	0	150	13594.334249
3.00	0	30	0	1451541.224115
3.00	0	30	30	10665.219907
3.00	0	30	60	1415.253947
3.00	0	30	90	134.98943
3.00	0	30	120	1492.248011
3.00	0	30	150	18855.034659
3.00	0	30	180	1451541.224271
3.00	0	60	0	413633.372495
3.00	0	60	30	11268.261718
3.00	0	60	60	1305.04337
3.00	0	60	90	-13.089925
3.00	0	60	120	1397.003531
3.00	0	60	150	20820.89787
3.00	0	60	180	413633.372775
3.00	0	90	0	236546.263838
3.00	0	90	30	15735.533758
3.00	0	90	60	1301.804247
3.00	0	90	90	-78.743663
3.00	0	90	120	1301.803993
3.00	0	90	150	15735.533679
3.00	0	90	180	236546.26391
3.00	30	0	30	13594.363012
3.00	30	0	60	1507.850483
3.00	30	0	90	217.725568
3.00	30	0	120	1507.850105
3.00	30	0	150	13594.362747
3.00	30	30	0	1451541.224115
3.00	30	30	30	10805.106417
3.00	30	30	60	1411.225982
3.00	30	30	90	139.467663
3.00	30	30	120	1476.38051
3.00	30	30	150	17608.303559
3.00	30	30	180	1451541.224271
3.00	30	60	0	413633.372495
3.00	30	60	30	10917.562889
3.00	30	60	60	1284.795203
3.00	30	60	90	-1.141499
3.00	30	60	120	1360.046106
3.00	30	60	150	18234.815631
3.00	30	60	180	413633.372775
3.00	30	90	0	236546.263838
3.00	30	90	30	14126.626424
3.00	30	90	60	1264.514712
3.00	30	90	90	-63.999925
3.00	30	90	120	1264.51451
3.00	30	90	150	14126.626792
3.00	30	90	180	236546.26391
3.00	60	0	30	13594.332365
3.00	60	0	60	1508.046216
3.00	60	0	90	218.084672
3.00	60	0	120	1508.046342
3.00	60	0	150	13594.33151
3.00	60	30	0	1451541.224115
3.00	60	30	30	11391.566754
3.00	60	30	60	1407.091185
3.00	60	30	90	149.263321
3.00	60	30	120	1442.901846
3.00	60	30	150	15022.229706
3.00	60	30	180	1451541.224271
3.00	60	60	0	413633.372495
3.00	60	60	30	10520.746671
3.00	60	60	60	1248.775393
3.00	60	60	90	23.207904
3.00	60	60	120	1287.141074
3.00	60	60	150	13948.926249
3.00	60	60	180	413633.372775
3.00	60	90	0	236546.263838
3.00	60	90	30	11666.870533
3.00	60	90	60	1193.839951
3.00	60	90	90	-34.174044
3.00	60	90	120	1193.840172
3.00	60	90	150	11666.870587
3.00	60	90	180	236546.26391
3.00	90	0	30	13594.334472
3.00	90	0	60	1508.496169
3.00	90	0	90	218.079658
3.00	90	0	120	1508.49595
3.00	90	0	150	13594.335197
3.00	90	30	0	1451541.224115
3.00	90	30	30	12772.374619
3.00	90	30	60	1416.087457
3.00	90	30	90	153.928392
3.00	90	30	120	1416.086925
3.00	90	30	150	12772.374574
3.00	90	30	180	1451541.224271
3.00	90	60	0	413633.372495
3.00	90	60	30	11292.570403
3.00	90	60	60	1242.030857
3.00	90	60	90	35.040589
3.00	90	60	120	1242.030796
3.00	90	60	150	11292.570419
3.00	90	60	180	413633.372775
3.00	90	90	0	236546.263838
3.00	90	90	30	10635.82086
3.00	90	90	60	1160.587476
3.00	90	90	90	-19.583432
3.00	90	90	120	1160.587324
3.00	90	90	150	10635.820722
3.00	90	90	180	236546.26391
3.10	0	0	0	2879314.763871
3.10	0	0	30	12416.333567
3.10	0	0	60	1083.340267
3.10	0	0	90	111.016185
3.10	0	0	120	1083.339521
3.10	0	0	150	12416.33352
3.10	0	0	180	2879314.764306
3.10	0	30	0	948553.355405
3.10	0	30	30	9697.293798
3.10	0	30	60	1012.763092
3.10	0	30	90	44.922
3.10	0	30	120	1070.541314
3.10	0	30	150	16561.855169
3.10	0	30	180	948553.355755
3.10	0	60	0	266941.153537
3.10	0	60	30	9712.871037
3.10	0	60	60	926.453823
3.10	0	60	90	-72.915997
3.10	0	60	120	996.962139
3.10	0	60	150	17217.062396
3.10	0	60	180	266941.153244
3.10	0	90	0	138941.64633
3.10	0	90	30	12877.231801
3.10	0	90	60	922.597455
3.10	0	90	90	-125.146309
3.10	0	90	120	922.597545
3.10	0	90	150	12877.231781
3.10	0	90	180	138941.646027
3.10	30	0	0	2879314.763871
3.10	30	0	30	12416.410112
3.10	30	0	60	1083.020766
3.10	30	0	90	110.664353
3.10	30	0	120	1083.020011
3.10	30	0	150	12416.410195
3.10	30	0	180	2879314.764306
3.10	30	30	0	948553.355405
3.10	30	30	30	9851.184813
3.10	30	30	60	1009.821611
3.10	30	30	90	48.780358
3.10	30	30	120	1058.656286
3.10	30	30	150	15591.93445
3.10	30	30	180	948553.355754
3.10	30	60	0	266941.153538
3.10	30	60	30	9546.396313
3.10	30	60	60	911.900418
3.10	30	60	90	-62.577543
3.10	30	60	120	969.432929
3.10	30	60	150	15436.591244
3.10	30	60	180	266941.153244
3.10	30	90	0	138941.64633
3.10	30	90	30	11908.545907
3.10	30	90	60	895.398853
3.10	30	90	90	-112.384539
3.10	30	90	120	895.398777
3.10	30	90	150	11908.546453
3.10	30	90	180	138941.646027
3.10	60	0	0	2879314.763871
3.10	60	0	30	12416.354726
3.10	60	0	60	1083.2096
3.10	60	0	90	111.021944
3.10	60	0	120	1083.209495
3.10	60	0	150	12416.355122
3.10	60	0	180	2879314.764306
3.10	60	30	0	948553.355405
3.10	60	30	30	10409.769795
3.10	60	30	60	1006.960259
3.10	60	30	90	57.356483
3.10	60	30	120	1033.671776
3.10	60	30	150	13534.416395
3.10	60	30	180	948553.355754
3.10	60	60	0	266941.153537
3.10	60	60	30	9514.084941
3.10	60	60	60	886.141745
3.10	60	60	90	-41.369299
3.10	60	60	120	915.216115
3.10	60	60	150	12361.645171
3.10	60	60	180	266941.153244
3.10	60	90	0	138941.64633
3.10	60	90	30	10313.281481
3.10	60	90	60	843.896989
3.10	60	90	90	-86.430273
3.10	60	90	120	843.896558
3.10	60	90	150	10313.282278
3.10	60	90	180	138941.646027
3.10	90	0	0	2879314.763871
3.10	90	0	30	12416.333673
3.10	90	0	60	1083.656145
3.10	90	0	90	111.016155
3.10	90	0	120	1083.65597
3.10	90	0	150	12416.333623
3.10	90	0	180	2879314.764306
3.10	90	30	0	948553.355405
3.10	90	30	30	11636.981789
3.10	90	30	60	1013.794341
3.10	90	30	90	61.417821
3.10	90	30	120	1013.793921
3.10	90	30	150	11636.981162
3.10	90	30	180	948553.355754
3.10	90	60	0	266941.153537
3.10	90	60	30	10253.144765
3.10	90	60	60	881.70965
3.10	90	60	90	-31.077617
3.10	90	60	120	881.70998
3.10	90	60	150	10253.144818
3.10	90	60	180	266941.153244
3.10	90	90	0	138941.64633
3.10	90	90	30	9670.306779
3.10	90	90	60	819.755991
3.10	90	90	90	-73.755953
3.10	90	90	120	819.75579
3.10	90	90	150	9670.306995
3.10	90	90	180	138941.646027
3.20	0	0	0	1214744.570557
3.20	0	0	30	11285.376458
3.20	0	0	60	762.902466
3.20	0	0	90	39.533014
3.20	0	0	120	762.902978
3.20	0	0	150	11285.376014
3.20	0	0	180	1214744.570483
3.20	0	30	0	566995.850687
3.20	0	30	30	8884.409031
3.20	0	30	60	710.179318
3.20	0	30	90	-13.453172
3.20	0	30	120	751.264999
3.20	0	30	150	14437.034011
3.20	0	30	180	566995.850984
3.20	0	60	0	162886.213243
3.20	0	60	30	8521.029863
3.20	0	60	60	642.056803
3.20	0	60	90	-108.145674
3.20	0	60	120	693.615745
3.20	0	60	150	14248.452983
3.20	0	60	180	162886.213435
3.20	0	90	0	77306.366029
3.20	0	90	30	10718.794532
3.20	0	90	60	636.381228
3.20	0	90	90	-150.186366
3.20	0	90	120	636.381726
3.20	0	90	150	10718.794502
3.20	0	90	180	77306.36582
3.20	30	0	0	1214744.570557
3.20	30	0	30	11285.469083
3.20	30	0	60	762.598597
3.20	30	0	90	39.182348
3.20	30	0	120	762.598827
3.20	30	0	150	11285.46937
3.20	30	0	180	1214744.570483
3.20	30	30	0	566995.850687
3.20	30	30	30	9037.79057
3.20	30	30	60	707.98992
3.20	30	30	90	-10.146232
3.20	30	30	120	742.655759
3.20	30	30	150	13713.133829
3.20	30	30	180	566995.850984
3.20	30	60	0	162886.213243
3.20	30	60	30	8510.657184
3.20	30	60	60	631.856942
3.20	30	60	90	-99.234834
3.20	30	60	120	673.725322
3.20	30	60	150	13077.738665
3.20	30	60	180	162886.213435
3.20	30	90	0	77306.366029
3.20	30	90	30	10163.275742
3.20	30	90	60	617.160171
3.20	30	90	90	-139.180148
3.20	30	90	120	617.160191
3.20	30	90	150	10163.275276
3.20	30	90	180	77306.365821
3.20	60	0	0	1214744.570557
3.20	60	0	30	11285.401589
3.20	60	0	60	762.782571
3.20	60	0	90	39.539103
3.20	60	0	120	762.782711
3.20	60	0	150	11285.402234
3.20	60	0	180	1214744.570483
3.20	60	30	0	566995.850687
3.20	60	30	30	9550.356566
3.20	60	30	60	705.87136
3.20	60	30	90	-2.658036
3.20	60	30	120	724.703198
3.20	60	30	150	12129.990707
3.20	60	30	180	566995.850984
3.20	60	60	0	162886.213244
3.20	60	60	30	8671.005656
3.20	60	60	60	613.871803
3.20	60	60	90	-80.815622
3.20	60	60	120	634.730517
3.20	60	60	150	10933.521954
3.20	60	60	180	162886.213435
3.20	60	90	0	77306.366029
3.20	60	90	30	9186.990068
3.20	60	90	60	580.846958
3.20	60	90	90	-116.658987
3.20	60	90	120	580.846886
3.20	60	90	150	9186.990266
3.20	60	90	180	77306.365821
3.20	90	0	0	1214744.570557
3.20	90	0	30	11285.376068
3.20	90	0	60	763.226025
3.20	90	0	90	39.533148
3.20	90	0	120	763.226059
3.20	90	0	150	11285.375771
3.20	90	0	180	1214744.570483
3.20	90	30	0	566995.850687
3.20	90	30	30	10565.345721
3.20	90	30	60	710.66434
3.20	90	30	90	0.863437
3.20	90	30	120	710.664343
3.20	90	30	150	10565.345442
3.20	90	30	180	566995.850984
3.20	90	60	0	162886.213243
3.20	90	60	30	9346.535844
3.20	90	60	60	610.866948
3.20	90	60	90	-71.896379
3.20	90	60	120	610.866938
3.20	90	60	150	9346.535369
3.20	90	60	180	162886.213435
3.20	90	90	0	77306.366029
3.20	90	90	30	8826.403687
3.20	90	90	60	563.920297
