9	7	8.51E-11	8.52E-11	8.93E-11	9.46E-11	1.00E-10	1.05E-10	1.15E-10	1.22E-10	1.28E-10	1.34E-10	1.38E-10	1.42E-10	1.45E-10
9	8	1.40E-10	1.30E-10	1.26E-10	1.24E-10	1.22E-10	1.21E-10	1.20E-10	1.19E-10	1.18E-10	1.17E-10	1.16E-10	1.14E-10	1.13E-10
10	1	2.66E-12	2.25E-12	1.97E-12	1.75E-12	1.58E-12	1.44E-12	1.23E-12	1.09E-12	9.80E-13	9.00E-13	8.38E-13	7.90E-13	7.53E-13
10	2	1.05E-11	1.03E-11	1.02E-11	1.02E-11	1.01E-11	1.01E-11	9.98E-12	9.90E-12	9.86E-12	9.84E-12	9.85E-12	9.87E-12	9.90E-12
10	3	1.45E-11	1.25E-11	1.11E-11	9.98E-12	9.08E-12	8.36E-12	7.26E-12	6.47E-12	5.88E-12	5.43E-12	5.08E-12	4.80E-12	4.58E-12
10	4	2.55E-11	2.58E-11	2.59E-11	2.60E-11	2.59E-11	2.59E-11	2.57E-11	2.56E-11	2.55E-11	2.55E-11	2.55E-11	2.56E-11	2.57E-11
10	5	3.14E-11	2.72E-11	2.47E-11	2.28E-11	2.13E-11	2.01E-11	1.81E-11	1.65E-11	1.53E-11	1.44E-11	1.36E-11	1.30E-11	1.24E-11
10	6	4.60E-11	4.65E-11	4.73E-11	4.80E-11	4.87E-11	4.92E-11	5.00E-11	5.07E-11	5.12E-11	5.17E-11	5.22E-11	5.27E-11	5.31E-11
10	7	5.27E-11	4.67E-11	4.48E-11	4.36E-11	4.25E-11	4.16E-11	3.97E-11	3.80E-11	3.65E-11	3.51E-11	3.39E-11	3.29E-11	3.19E-11
10	8	8.51E-11	8.60E-11	9.07E-11	9.65E-11	1.02E-10	1.08E-10	1.17E-10	1.25E-10	1.31E-10	1.37E-10	1.41E-10	1.45E-10	1.48E-10
10	9	1.38E-10	1.29E-10	1.25E-10	1.23E-10	1.22E-10	1.21E-10	1.20E-10	1.19E-10	1.18E-10	1.17E-10	1.16E-10	1.15E-10	1.14E-10
