R,phi,E
17.0,90,-2.01602
18.0,0,-1.837158
18.0,30,-1.837158
18.0,60,-1.837158
18.0,90,-1.837158
19.0,0,-1.68632
19.0,30,-1.68632
19.0,60,-1.68632
19.0,90,-1.68632
20.0,0,-1.559346
20.0,30,-1.559346
20.0,60,-1.559346
20.0,90,-1.559346
21.0,0,-1.448472
21.0,30,-1.448472
21.0,60,-1.448472
21.0,90,-1.448472
22.0,0,-1.352601
22.0,30,-1.352601
22.0,60,-1.352601
22.0,90,-1.352601
23.0,0,-1.26682
23.0,30,-1.26682
23.0,60,-1.26682
23.0,90,-1.26682
24.0,0,-1.190927
24.0,30,-1.190927
24.0,60,-1.190927
24.0,90,-1.190927
25.0,0,-1.122265
25.0,30,-1.122265
25.0,60,-1.122265
25.0,90,-1.122265
50.0,0,-0.359049
50.0,30,-0.359049
50.0,60,-0.359049
50.0,90,-0.359049
100.0,0,0.002313
100.0,30,0.002313
100.0,60,0.002313
100.0,90,0.002313
