R,phi,E
6.8,90,-65.901914
7.0,0,-56.268991
7.0,30,-56.268991
7.0,60,-56.268991
7.0,90,-56.268991
7.2,0,-47.731609
7.2,30,-47.731609
7.2,60,-47.731609
7.2,90,-47.731609
7.4,0,-40.495554
7.4,30,-40.495554
7.4,60,-40.495554
7.4,90,-40.495554
7.6,0,-34.469725
7.6,30,-34.469725
7.6,60,-34.469725
7.6,90,-34.469725
7.8,0,-29.477876
7.8,30,-29.477876
7.8,60,-29.477876
7.8,90,-29.477876
8.0,0,-25.349869
8.0,30,-25.349869
8.0,60,-25.349869
8.0,90,-25.349869
8.2,0,-21.942345
8.2,30,-21.942345
8.2,60,-21.942345
8.2,90,-21.942345
8.4,0,-19.128048
8.4,30,-19.128048
8.4,60,-19.128048
8.4,90,-19.128048
8.6,0,-16.799253
8.6,30,-16.799252
8.6,60,-16.799252
8.6,90,-16.799252
8.8,0,-14.86235
8.8,30,-14.86235
8.8,60,-14.86235
8.8,90,-14.86235
9.0,0,-13.239593
9.0,30,-13.239593
9.0,60,-13.239593
9.0,90,-13.239593
9.5,0,-10.195319
9.5,30,-10.195319
9.5,60,-10.195319
9.5,90,-10.195319
10.0,0,-8.146759
10.0,30,-8.146758
10.0,60,-8.146759
10.0,90,-8.146759
10.5,0,-6.712735
10.5,30,-6.712735
10.5,60,-6.712735
10.5,90,-6.712735
11.0,0,-5.666065
11.0,30,-5.666065
11.0,60,-5.666065
11.0,90,-5.666065
11.5,0,-4.880604
11.5,30,-4.880604
11.5,60,-4.880604
11.5,90,-4.880604
12.0,0,-4.278832
12.0,30,-4.278832
12.0,60,-4.278832
12.0,90,-4.278833
12.5,0,-3.81169
12.5,30,-3.81169
12.5,60,-3.81169
12.5,90,-3.81169
13.0,0,-3.442579
13.0,30,-3.442579
13.0,60,-3.442579
13.0,90,-3.442579
13.5,0,-3.144697
13.5,30,-3.144697
13.5,60,-3.144697
13.5,90,-3.144697
14.0,0,-2.900682
14.0,30,-2.900682
14.0,60,-2.900682
14.0,90,-2.900682
14.5,0,-2.695295
14.5,30,-2.695295
14.5,60,-2.695295
14.5,90,-2.695295
15.0,0,-2.52021
15.0,30,-2.52021
15.0,60,-2.52021
15.0,90,-2.52021
16.0,0,-2.237035
16.0,30,-2.237035
16.0,60,-2.237035
16.0,90,-2.237035
17.0,0,-2.016258
17.0,30,-2.016258
17.0,60,-2.016258
17.0,90,-2.016258
18.0,0,-1.837173
18.0,30,-1.837173
18.0,60,-1.837173
18.0,90,-1.837173
19.0,0,-1.686163
19.0,30,-1.686163
19.0,60,-1.686163
19.0,90,-1.686163
20.0,0,-1.559602
20.0,30,-1.559602
20.0,60,-1.559602
20.0,90,-1.559602
21.0,0,-1.448419
21.0,30,-1.448419
21.0,60,-1.448419
21.0,90,-1.448419
22.0,0,-1.352784
22.0,30,-1.352784
22.0,60,-1.352784
22.0,90,-1.352784
23.0,0,-1.266934
23.0,30,-1.266934
23.0,60,-1.266934
23.0,90,-1.266935
24.0,0,-1.190868
24.0,30,-1.190868
24.0,60,-1.190868
24.0,90,-1.190868
25.0,0,-1.122209
25.0,30,-1.122209
25.0,60,-1.122209
25.0,90,-1.122209
50.0,0,-0.358991
50.0,30,-0.358991
50.0,60,-0.358991
50.0,90,-0.358992
100.0,0,0.002211
100.0,30,0.002211
100.0,60,0.002211
100.0,90,0.002211
